trip_id,service_id,trip_headsign,route_id,shape_id,origin,destination,start_time,end_time,road_grade,total_time,total_distance,avg_speed,avg_acceleration,stop_density,has_station,dist_to_station,time_at_station
134197:305557,305557,COUNTY PARK to Castlegreen Dr,3C,3320,Waterfront Terminal,Castlegreen & Superiorview,06:05:00,06:22:00,-2.979,17.0,7.525,16.159783783783777,271.818378378378,4.916943521594684,-,0.0,-
134168:304671,304671,COUNTY PARK to Northwood,3C,3305,Castlegreen & Superiorview,Waterfront Terminal,06:24:00,06:40:00,-3.24,16.0,8.07,18.966000000000008,497.5740000000007,3.9653035935563814,Waterfront Terminal,8.07,06:40:00
134198:305751,305751,COUNTY PARK to Castlegreen Dr,3C,3320,Waterfront Terminal,Castlegreen & Superiorview,06:40:00,06:57:00,-2.979,17.0,7.525,16.159783783783777,271.8183783783789,4.916943521594684,-,0.0,-
134169:305302,305302,COUNTY PARK to Northwood,3C,3305,Castlegreen & Superiorview,Waterfront Terminal,06:59:00,07:15:00,-3.24,16.0,8.07,18.966000000000008,497.5740000000008,3.9653035935563814,Waterfront Terminal,8.07,07:15:00
134199:305196,305196,COUNTY PARK to Castlegreen Dr,3C,3320,Waterfront Terminal,Castlegreen & Superiorview,07:20:00,07:37:00,-2.979,17.0,7.525,16.159783783783777,271.818378378378,4.916943521594684,-,0.0,-
134170:305565,305565,COUNTY PARK to Northwood,3C,3305,Castlegreen & Superiorview,Waterfront Terminal,07:39:00,07:55:00,-3.24,16.0,8.07,18.966000000000008,497.5740000000007,3.9653035935563814,Waterfront Terminal,8.07,07:55:00
134200:304689,304689,COUNTY PARK to Castlegreen Dr,3C,3320,Waterfront Terminal,Castlegreen & Superiorview,08:00:00,08:17:00,-2.979,17.0,7.525,16.159783783783762,271.81837837837884,4.916943521594684,-,0.0,-
134171:304960,304960,COUNTY PARK to Northwood,3C,3305,Castlegreen & Superiorview,Waterfront Terminal,08:19:00,08:35:00,-3.24,16.0,8.07,18.965999999999998,497.5740000000032,3.9653035935563814,Waterfront Terminal,8.07,08:35:00
134201:306070,306070,COUNTY PARK to Castlegreen Dr,3C,3320,Waterfront Terminal,Castlegreen & Superiorview,08:40:00,08:57:00,-2.979,17.0,7.525,16.15978378378378,271.8183783783779,4.916943521594684,-,0.0,-
134172:304841,304841,COUNTY PARK to Northwood,3C,3305,Castlegreen & Superiorview,Waterfront Terminal,08:59:00,09:15:00,-3.24,16.0,8.07,18.965999999999973,497.5740000000023,3.9653035935563814,Waterfront Terminal,8.07,09:15:00
