trip_id,service_id,trip_headsign,route_id,shape_id,origin,destination,start_time,end_time,road_grade,total_time,total_distance,avg_speed,avg_acceleration,stop_density,has_station,dist_to_station,time_at_station
134647:301217,301217,JOHN-JUMBO to County Fair,13,3265,Waterfront Terminal,Dawson & Regina,18:03:00,18:23:00,-2.797,20.0,10.018,20.03317551020414,410.1015883381885,3.4937113196246754,-,0.0,-
134635:301273,301273,JOHN-JUMBO to Waterfront,13,3223,Dawson & Regina,Waterfront Terminal,18:23:00,18:38:00,-3.02,15.0,7.117,19.22080000000008,397.4144000000002,3.51271603203597,Waterfront Terminal,7.117,18:38:00
134648:300663,300663,JOHN-JUMBO to County Fair,13,3265,Waterfront Terminal,Dawson & Regina,18:48:00,19:08:00,-2.797,20.0,10.018,20.03317551020414,410.1015883381885,3.4937113196246754,-,0.0,-
134636:300946,300946,JOHN-JUMBO to Waterfront,13,3223,Dawson & Regina,Waterfront Terminal,19:08:00,19:23:00,-3.02,15.0,7.117,19.22080000000008,397.4144000000002,3.51271603203597,Waterfront Terminal,7.117,19:23:00
134649:299774,299774,JOHN-JUMBO to County Fair,13,3265,Waterfront Terminal,Dawson & Regina,19:33:00,19:53:00,-2.797,20.0,10.018,19.565061224489774,486.1994169096234,3.4937113196246754,-,0.0,-
134637:299852,299852,JOHN-JUMBO to Waterfront,13,3223,Dawson & Regina,Waterfront Terminal,19:53:00,20:08:00,-3.02,15.0,7.117,19.22080000000008,397.4144000000002,3.51271603203597,Waterfront Terminal,7.117,20:08:00
134650:301260,301260,JOHN-JUMBO to County Fair,13,3265,Waterfront Terminal,Dawson & Regina,20:18:00,20:38:00,-2.797,20.0,10.018,19.565061224489774,486.1994169096234,3.4937113196246754,-,0.0,-
134638:299122,299122,JOHN-JUMBO to Waterfront,13,3223,Dawson & Regina,Waterfront Terminal,20:38:00,20:53:00,-3.02,15.0,7.117,19.22080000000008,397.4144000000002,3.51271603203597,Waterfront Terminal,7.117,20:53:00
134651:299271,299271,JOHN-JUMBO to County Fair,13,3265,Waterfront Terminal,Dawson & Regina,21:03:00,21:22:00,-2.797,19.0,10.018,20.298775510204077,465.5365597667603,3.4937113196246754,-,0.0,-
134639:299552,299552,JOHN-JUMBO to Waterfront,13,3223,Dawson & Regina,Waterfront Terminal,21:22:00,21:37:00,-3.02,15.0,7.117,19.22079999999994,397.4143999999952,3.51271603203597,Waterfront Terminal,7.117,21:37:00
134652:301452,301452,JOHN-JUMBO to County Fair,13,3265,Waterfront Terminal,Dawson & Regina,21:48:00,22:07:00,-2.797,19.0,10.018,20.298775510204077,465.5365597667603,3.4937113196246754,-,0.0,-
134640:299807,299807,JOHN-JUMBO to Waterfront,13,3223,Dawson & Regina,Waterfront Terminal,22:07:00,22:22:00,-3.02,15.0,7.117,19.22079999999994,397.4143999999952,3.51271603203597,Waterfront Terminal,7.117,22:22:00
134654:299401,299401,JOHN-JUMBO to County Fair,13,3265,Waterfront Terminal,Dawson & Regina,22:33:00,22:52:00,-2.797,19.0,10.018,20.298775510204077,465.5365597667603,3.4937113196246754,-,0.0,-
134653:301578,301578,JOHN-JUMBO to Waterfront,13,3223,Dawson & Regina,Waterfront Terminal,22:52:00,23:07:00,-3.02,15.0,7.117,19.22079999999994,397.4143999999952,3.51271603203597,Waterfront Terminal,7.117,23:07:00
