trip_id,service_id,trip_headsign,route_id,shape_id,origin,destination,start_time,end_time,road_grade,total_time,total_distance,avg_speed,avg_acceleration,stop_density,has_station,dist_to_station,time_at_station
135675:305453,305453,JUMBO GARDENS to Sherwood Dr.,3J,3309,Waterfront Terminal,Sherwood & Valley,06:20:00,06:39:00,-2.204,19.0,8.972,19.68262184873949,554.6425930372149,3.789567543468569,-,0.0,-
135655:299648,299648,JUMBO GARDENS to Airport,3J,3300,Sherwood & Valley,Waterfront Terminal,06:40:00,06:55:00,-2.061,15.0,5.541,15.11714285714287,435.4938775510194,3.970402454430608,Waterfront Terminal,5.541,06:55:00
135685:305849,305849,JUMBO GARDENS to Sherwood Dr.,3J,3309,Waterfront Terminal,Sherwood & Valley,06:45:00,07:04:00,-2.204,19.0,8.972,19.682621848739497,554.6425930372139,3.789567543468569,-,0.0,-
135656:305991,305991,JUMBO GARDENS to Airport,3J,3303,Sherwood & Valley,Waterfront Terminal,07:07:00,07:25:00,-2.061,18.0,6.687,16.732571428571415,561.7515102040833,3.738597278301181,Waterfront Terminal,6.687,07:25:00
135694:305754,305754,JUMBO GARDENS to Sherwood Dr.,3J,3309,Waterfront Terminal,Sherwood & Valley,07:15:00,07:34:00,-2.204,19.0,8.972,19.682621848739497,554.6425930372139,3.789567543468569,-,0.0,-
135657:305621,305621,JUMBO GARDENS to Airport,3J,3303,Sherwood & Valley,Waterfront Terminal,07:37:00,07:55:00,-2.061,18.0,6.687,16.732571428571415,561.7515102040833,3.738597278301181,Waterfront Terminal,6.687,07:55:00
135703:304911,304911,JUMBO GARDENS to Sherwood Dr.,3J,3309,Waterfront Terminal,Sherwood & Valley,07:45:00,08:06:00,-2.204,21.0,8.972,18.09203361344538,387.9414165666268,3.789567543468569,-,0.0,-
135658:305170,305170,JUMBO GARDENS to Airport,3J,3303,Sherwood & Valley,Waterfront Terminal,08:07:00,08:25:00,-2.061,18.0,6.687,16.73257142857143,561.7515102040765,3.738597278301181,Waterfront Terminal,6.687,08:25:00
135711:305624,305624,JUMBO GARDENS to Sherwood Dr.,3J,3309,Waterfront Terminal,Sherwood & Valley,08:15:00,08:36:00,-2.204,21.0,8.972,18.0920336134454,387.9414165666257,3.789567543468569,-,0.0,-
135659:306013,306013,JUMBO GARDENS to Airport,3J,3303,Sherwood & Valley,Waterfront Terminal,08:37:00,08:55:00,-2.061,18.0,6.687,16.73257142857143,561.7515102040765,3.738597278301181,Waterfront Terminal,6.687,08:55:00
135720:304983,304983,JUMBO GARDENS to Sherwood Dr.,3J,3309,Waterfront Terminal,Sherwood & Valley,08:45:00,09:06:00,-2.204,21.0,8.972,18.0920336134454,387.9414165666257,3.789567543468569,-,0.0,-
