trip_id,service_id,trip_headsign,route_id,shape_id,origin,destination,start_time,end_time,road_grade,total_time,total_distance,avg_speed,avg_acceleration,stop_density,has_station,dist_to_station,time_at_station
139010:304049,304049,COUNTY PARK to Castlegreen Dr,3C,3168,Waterfront Terminal,Castlegreen & Superiorview,08:40:00,08:57:00,-2.979,17.0,7.169,16.178057142857128,316.6994285714284,4.882131399079369,-,0.0,-
138990:305092,305092,COUNTY PARK to Northwood,3C,3271,Castlegreen & Superiorview,Waterfront Terminal,08:59:00,09:15:00,-3.24,16.0,7.985,19.29242396313361,535.043876234366,3.8822792736380713,Waterfront Terminal,7.985,09:15:00
139011:304321,304321,COUNTY PARK to Castlegreen Dr,3C,3168,Waterfront Terminal,Castlegreen & Superiorview,09:20:00,09:37:00,-2.979,17.0,7.169,16.178057142857156,316.6994285714293,4.882131399079369,-,0.0,-
138991:305023,305023,COUNTY PARK to Northwood,3C,3271,Castlegreen & Superiorview,Waterfront Terminal,09:39:00,09:55:00,-3.24,16.0,7.985,19.29242396313371,535.043876234366,3.8822792736380713,Waterfront Terminal,7.985,09:55:00
139012:304151,304151,COUNTY PARK to Castlegreen Dr,3C,3168,Waterfront Terminal,Castlegreen & Superiorview,10:00:00,10:17:00,-2.979,17.0,7.169,16.178057142857117,316.6994285714294,4.882131399079369,-,0.0,-
138992:304922,304922,COUNTY PARK to Northwood,3C,3271,Castlegreen & Superiorview,Waterfront Terminal,10:19:00,10:35:00,-3.24,16.0,7.985,19.29242396313364,535.043876234367,3.8822792736380713,Waterfront Terminal,7.985,10:35:00
139013:304105,304105,COUNTY PARK to Castlegreen Dr,3C,3168,Waterfront Terminal,Castlegreen & Superiorview,10:40:00,10:57:00,-2.979,17.0,7.169,16.178057142857128,316.6994285714284,4.882131399079369,-,0.0,-
138993:304837,304837,COUNTY PARK to Northwood,3C,3271,Castlegreen & Superiorview,Waterfront Terminal,10:59:00,11:15:00,-3.24,16.0,7.985,19.29242396313361,535.043876234366,3.8822792736380713,Waterfront Terminal,7.985,11:15:00
139014:304209,304209,COUNTY PARK to Castlegreen Dr,3C,3168,Waterfront Terminal,Castlegreen & Superiorview,11:20:00,11:37:00,-2.979,17.0,7.169,16.178057142857156,316.6994285714293,4.882131399079369,-,0.0,-
138994:300295,300295,COUNTY PARK to Northwood,3C,3271,Castlegreen & Superiorview,Waterfront Terminal,11:41:00,12:00:00,-3.24,19.0,7.985,16.9904884792627,436.6844292297584,3.8822792736380713,Waterfront Terminal,7.985,12:00:00
