route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
10,135550:303239,NORTHWOOD to College,City Hall Terminal,Confederation College,06:20:00,06:37:00,0 min,8.233,17.0,18.535238095238096,423.2000989486703,3264,-3.694,4.008259443702174,-,0.0,-
10,135509:299623,NORTHWOOD to County Park,Confederation College,City Hall Terminal,06:40:00,06:55:00,3.0 min,6.983,15.0,20.34620689655173,855.8124137931042,3112,-3.604,4.152942861234426,City Hall Terminal,6.983,06:55:00
10,135567:303328,NORTHWOOD to College,City Hall Terminal,Confederation College,07:15:00,07:32:00,20.0 min,8.233,17.0,18.53523809523809,423.2000989486706,3264,-3.694,4.008259443702174,-,0.0,-
10,135516:300112,NORTHWOOD to County Park,Confederation College,City Hall Terminal,07:37:00,07:56:00,5.0 min,7.887,19.0,19.28247004608293,784.8890901909165,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,07:56:00
10,135581:303165,NORTHWOOD to College,City Hall Terminal,Confederation College,08:15:00,08:34:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,135526:300071,NORTHWOOD to County Park,Confederation College,City Hall Terminal,08:37:00,08:56:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,08:56:00
10,135595:303622,NORTHWOOD to College,City Hall Terminal,Confederation College,09:15:00,09:34:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,135536:299204,NORTHWOOD to County Park,Confederation College,City Hall Terminal,09:37:00,09:56:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,09:56:00
10,134943:302981,NORTHWOOD to College,City Hall Terminal,Confederation College,10:15:00,10:34:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134928:299702,NORTHWOOD to County Park,Confederation College,City Hall Terminal,10:37:00,10:56:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,10:56:00
10,134945:303247,NORTHWOOD to College,City Hall Terminal,Confederation College,11:15:00,11:34:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134930:299925,NORTHWOOD to County Park,Confederation College,City Hall Terminal,11:37:00,11:56:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,11:56:00
10,134947:303699,NORTHWOOD to College,City Hall Terminal,Confederation College,12:15:00,12:34:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134932:300358,NORTHWOOD to County Park,Confederation College,City Hall Terminal,12:37:00,12:57:00,3.0 min,7.887,20.0,18.73021198156687,742.4927768268574,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,12:57:00
10,134949:302993,NORTHWOOD to College,City Hall Terminal,Confederation College,13:15:00,13:34:00,18.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134934:300311,NORTHWOOD to County Park,Confederation College,City Hall Terminal,13:37:00,13:57:00,3.0 min,7.887,20.0,18.73021198156687,742.4927768268574,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,13:57:00
10,134951:303484,NORTHWOOD to College,City Hall Terminal,Confederation College,14:15:00,14:34:00,18.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134936:300058,NORTHWOOD to County Park,Confederation College,City Hall Terminal,14:37:00,14:57:00,3.0 min,7.887,20.0,18.73021198156687,742.4927768268574,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,14:57:00
10,134953:303377,NORTHWOOD to College,City Hall Terminal,Confederation College,15:15:00,15:34:00,18.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134938:301649,NORTHWOOD to County Park,Confederation College,City Hall Terminal,15:37:00,15:57:00,3.0 min,7.887,20.0,18.73021198156687,742.4927768268574,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,15:57:00
10,134955:303565,NORTHWOOD to College,City Hall Terminal,Confederation College,16:15:00,16:34:00,18.0 min,8.233,19.0,18.18372294372296,524.6691898577618,3264,-3.694,4.008259443702174,-,0.0,-
10,134940:300711,NORTHWOOD to County Park,Confederation College,City Hall Terminal,16:37:00,16:57:00,3.0 min,7.887,20.0,18.73021198156679,742.4927768268592,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,16:57:00
10,134957:303618,NORTHWOOD to College,City Hall Terminal,Confederation College,17:15:00,17:34:00,18.0 min,8.233,19.0,18.18372294372296,524.6691898577618,3264,-3.694,4.008259443702174,-,0.0,-
10,134942:299869,NORTHWOOD to City Hall,Confederation College,City Hall Terminal,17:37:00,17:56:00,3.0 min,7.887,19.0,19.28247004608297,784.8890901909131,3249,-3.604,3.930518574870039,City Hall Terminal,7.887,17:56:00
10,134962:302947,NORTHWOOD to College,City Hall Terminal,Confederation College,18:25:00,18:43:00,29.0 min,8.233,18.0,17.71341991341995,381.25100803957423,3264,-3.694,4.008259443702174,-,0.0,-
10,134970:299205,NORTHWOOD to County Park,Confederation College,City Hall Terminal,18:47:00,19:06:00,4.0 min,7.887,19.0,19.282470046082985,784.8890901909135,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,19:06:00
10,134971:299487,NORTHWOOD to College,City Hall Terminal,Confederation College,19:10:00,19:26:00,4.0 min,8.233,16.0,18.678545454545485,369.6232727272671,3264,-3.694,4.008259443702174,-,0.0,-
10,134968:300537,NORTHWOOD to County Park,Confederation College,City Hall Terminal,19:32:00,19:51:00,6.0 min,7.887,19.0,19.282470046082985,784.8890901909135,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,19:51:00
10,134967:301391,NORTHWOOD to College,City Hall Terminal,Confederation College,19:55:00,20:11:00,4.0 min,8.233,16.0,18.678545454545485,369.6232727272671,3264,-3.694,4.008259443702174,-,0.0,-
10,134969:301717,NORTHWOOD to County Park,Confederation College,City Hall Terminal,20:17:00,20:36:00,6.0 min,7.887,19.0,19.282470046082985,784.8890901909135,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,20:36:00
10,134961:299258,NORTHWOOD to College,City Hall Terminal,Confederation College,20:40:00,20:56:00,4.0 min,8.233,16.0,18.678545454545485,369.6232727272671,3264,-3.694,4.008259443702174,-,0.0,-
10,134965:300834,NORTHWOOD to County Park,Confederation College,City Hall Terminal,21:02:00,21:21:00,6.0 min,7.887,19.0,19.282470046082985,784.8890901909135,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,21:21:00
10,134963:300728,NORTHWOOD to College,City Hall Terminal,Confederation College,21:25:00,21:41:00,4.0 min,8.233,16.0,18.678545454545485,369.6232727272671,3264,-3.694,4.008259443702174,-,0.0,-
10,134960:301300,NORTHWOOD to County Park,Confederation College,City Hall Terminal,21:47:00,22:06:00,6.0 min,7.887,19.0,19.282470046082985,784.8890901909135,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,22:06:00
