route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
1,135605:303515,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,06:12:00,07:22:00,0 min,23.021,70.0,15.920429801777171,400.9533686021426,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,06:30:00
1,135649:303527,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,07:22:00,08:37:00,0.0 min,21.149,75.0,13.518301400560231,300.9213379218346,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,07:45:00
1,135610:301429,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,08:37:00,09:52:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,09:00:00
1,135654:303468,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,09:52:00,11:07:00,0.0 min,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,10:15:00
1,135060:300065,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,11:07:00,12:22:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,11:30:00
1,135078:303393,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,12:22:00,13:37:00,0.0 min,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,12:45:00
1,135065:301746,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,13:37:00,14:52:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,14:00:00
1,135083:303306,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,14:52:00,16:07:00,0.0 min,21.149,75.0,13.518301400560247,300.92133792183387,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,15:15:00
1,135070:299759,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,16:07:00,17:20:00,0.0 min,23.021,73.0,14.868520027341123,381.2316070554196,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,16:30:00
1,135088:302882,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,17:20:00,18:25:00,0.0 min,21.149,65.0,14.887838655462158,335.2111635053962,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,17:40:00
1,135038:301270,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,19:10:00,20:17:00,45.0 min,23.021,67.0,15.654003007518815,431.3116826351581,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,19:33:00
1,135052:303524,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,20:18:00,21:25:00,1.0 min,21.149,67.0,14.73913277310922,387.1866929171623,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,20:40:00
1,135041:300067,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,21:25:00,22:32:00,0.0 min,23.021,67.0,15.654003007518815,431.3116826351581,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,21:48:00
1,135055:304304,MAINLINE to Waterfront,Mary & Neebing,Waterfront Terminal,22:35:00,23:10:00,3.0 min,14.143,35.0,17.446915254237275,504.529355932202,3275,-1.116,4.171675033585519,City Hall Terminal,6.752,22:55:00
