route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
9,135673:303276,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,06:10:00,06:39:00,0 min,14.313,29.0,22.297605442176867,631.2157667638462,3260,-2.448,2.934395304967512,-,0.0,-
9,135625:301082,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,06:55:00,07:30:00,16.0 min,14.185,35.0,18.750775510204083,437.3518160025909,3261,-2.492,2.960874162848079,Waterfront Terminal,14.185,07:30:00
9,135698:303203,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,07:30:00,08:04:00,0.0 min,14.313,34.0,19.84617687074829,599.0089640427611,3260,-2.448,2.934395304967512,-,0.0,-
9,135631:301501,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,08:25:00,08:59:00,21.0 min,14.185,34.0,19.038285714285724,498.5696507936527,3261,-2.492,2.960874162848079,Waterfront Terminal,14.185,08:59:00
9,135724:303071,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,09:00:00,09:34:00,1.0 min,14.313,34.0,19.84617687074829,599.0089640427633,3260,-2.448,2.934395304967512,-,0.0,-
9,135637:300063,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,09:55:00,10:29:00,21.0 min,14.185,34.0,19.038285714285724,498.5696507936527,3261,-2.492,2.960874162848079,Waterfront Terminal,14.185,10:29:00
9,135133:303026,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,10:30:00,11:04:00,1.0 min,14.313,34.0,19.84617687074829,599.0089640427633,3260,-2.448,2.934395304967512,-,0.0,-
9,135118:301751,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,11:25:00,11:59:00,21.0 min,14.185,34.0,19.038285714285724,498.5696507936527,3261,-2.492,2.960874162848079,Waterfront Terminal,14.185,11:59:00
9,135136:303681,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,12:00:00,12:34:00,1.0 min,14.313,34.0,19.84617687074829,599.0089640427633,3260,-2.448,2.934395304967512,-,0.0,-
9,135121:301434,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,12:55:00,13:29:00,21.0 min,14.185,34.0,19.038285714285724,498.5696507936527,3261,-2.492,2.960874162848079,Waterfront Terminal,14.185,13:29:00
9,135139:301067,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,13:30:00,14:13:00,1.0 min,14.313,43.0,16.02627664399093,370.44696166720666,3260,-2.448,2.934395304967512,-,0.0,-
