route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
10,135560:303278,NORTHWOOD to College,City Hall Terminal,Confederation College,06:45:00,07:02:00,0 min,8.233,17.0,18.53523809523809,423.2000989486706,3264,-3.694,4.008259443702174,-,0.0,-
10,135513:299639,NORTHWOOD to County Park,Confederation College,City Hall Terminal,07:07:00,07:26:00,5.0 min,7.887,19.0,19.28247004608293,784.8890901909165,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,07:26:00
10,135574:302907,NORTHWOOD to College,City Hall Terminal,Confederation College,07:45:00,08:04:00,19.0 min,8.233,19.0,18.18372294372294,524.6691898577625,3264,-3.694,4.008259443702174,-,0.0,-
10,135521:300248,NORTHWOOD to County Park,Confederation College,City Hall Terminal,08:07:00,08:26:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,08:26:00
10,135588:303506,NORTHWOOD to College,City Hall Terminal,Confederation College,08:45:00,09:04:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,135531:300742,NORTHWOOD to County Park,Confederation College,City Hall Terminal,09:07:00,09:26:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,09:26:00
10,135602:303075,NORTHWOOD to College,City Hall Terminal,Confederation College,09:45:00,10:04:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134927:301490,NORTHWOOD to County Park,Confederation College,City Hall Terminal,10:07:00,10:26:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,10:26:00
10,134944:303367,NORTHWOOD to College,City Hall Terminal,Confederation College,10:45:00,11:04:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134929:299471,NORTHWOOD to County Park,Confederation College,City Hall Terminal,11:07:00,11:26:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,11:26:00
10,134946:303271,NORTHWOOD to College,City Hall Terminal,Confederation College,11:45:00,12:04:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134931:300345,NORTHWOOD to County Park,Confederation College,City Hall Terminal,12:07:00,12:26:00,3.0 min,7.887,19.0,19.28247004608296,784.8890901909156,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,12:26:00
10,134948:303486,NORTHWOOD to College,City Hall Terminal,Confederation College,12:45:00,13:04:00,19.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134933:301602,NORTHWOOD to County Park,Confederation College,City Hall Terminal,13:07:00,13:27:00,3.0 min,7.887,20.0,18.73021198156687,742.4927768268574,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,13:27:00
10,134950:303098,NORTHWOOD to College,City Hall Terminal,Confederation College,13:45:00,14:04:00,18.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134935:301327,NORTHWOOD to County Park,Confederation College,City Hall Terminal,14:07:00,14:27:00,3.0 min,7.887,20.0,18.73021198156687,742.4927768268574,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,14:27:00
10,134952:302902,NORTHWOOD to College,City Hall Terminal,Confederation College,14:45:00,15:04:00,18.0 min,8.233,19.0,18.183722943722927,524.6691898577646,3264,-3.694,4.008259443702174,-,0.0,-
10,134937:299669,NORTHWOOD to County Park,Confederation College,City Hall Terminal,15:07:00,15:27:00,3.0 min,7.887,20.0,18.73021198156687,742.4927768268574,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,15:27:00
10,134954:303598,NORTHWOOD to College,City Hall Terminal,Confederation College,15:45:00,16:04:00,18.0 min,8.233,19.0,18.183722943722945,524.6691898577612,3264,-3.694,4.008259443702174,-,0.0,-
10,134939:299961,NORTHWOOD to County Park,Confederation College,City Hall Terminal,16:07:00,16:27:00,3.0 min,7.887,20.0,18.73021198156679,742.4927768268592,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,16:27:00
10,134956:303716,NORTHWOOD to College,City Hall Terminal,Confederation College,16:45:00,17:04:00,18.0 min,8.233,19.0,18.18372294372296,524.6691898577618,3264,-3.694,4.008259443702174,-,0.0,-
10,134941:300011,NORTHWOOD to County Park,Confederation College,City Hall Terminal,17:07:00,17:27:00,3.0 min,7.887,20.0,18.73021198156679,742.4927768268592,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,17:27:00
10,134958:303176,NORTHWOOD to College,City Hall Terminal,Confederation College,17:40:00,17:58:00,13.0 min,8.233,18.0,17.71341991341995,381.25100803957423,3264,-3.694,4.008259443702174,-,0.0,-
10,134959:300029,NORTHWOOD to County Park,Confederation College,City Hall Terminal,18:02:00,18:21:00,4.0 min,7.887,19.0,19.282470046082985,784.8890901909135,3100,-3.604,3.930518574870039,City Hall Terminal,7.887,18:21:00
