route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
9,135679:303141,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,06:30:00,07:04:00,0 min,14.313,34.0,19.84617687074831,599.0089640427598,3260,-2.448,2.934395304967512,Lakehead University,9.041,06:53:00
9,135627:300106,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,07:25:00,07:59:00,21.0 min,14.185,34.0,19.03828571428572,498.569650793651,3261,-2.492,2.960874162848079,Lakehead University,5.495,07:37:00
9,135707:303702,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,08:00:00,08:34:00,1.0 min,14.313,34.0,19.84617687074829,599.0089640427633,3260,-2.448,2.934395304967512,Lakehead University,9.041,08:23:00
9,135633:301782,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,08:55:00,09:29:00,21.0 min,14.185,34.0,19.038285714285724,498.5696507936527,3261,-2.492,2.960874162848079,Lakehead University,5.495,09:07:00
9,135615:303381,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,09:30:00,10:04:00,1.0 min,14.313,34.0,19.84617687074829,599.0089640427633,3260,-2.448,2.934395304967512,Lakehead University,9.041,09:53:00
9,135116:299761,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,10:25:00,10:59:00,21.0 min,14.185,34.0,19.038285714285724,498.5696507936527,3261,-2.492,2.960874162848079,Lakehead University,5.495,10:37:00
9,135134:302885,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,11:00:00,11:34:00,1.0 min,14.313,34.0,19.84617687074829,599.0089640427633,3260,-2.448,2.934395304967512,Lakehead University,9.041,11:23:00
9,135119:300980,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,11:55:00,12:29:00,21.0 min,14.185,34.0,19.038285714285724,498.5696507936527,3261,-2.492,2.960874162848079,Lakehead University,5.495,12:07:00
9,135137:303220,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,12:30:00,13:04:00,1.0 min,14.313,34.0,19.84617687074829,599.0089640427633,3260,-2.448,2.934395304967512,Lakehead University,9.041,12:53:00
9,135122:303948,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,13:15:00,13:59:00,11.0 min,14.185,44.0,15.836925170068046,304.89785552316204,3261,-2.492,2.960874162848079,Lakehead University,5.495,13:30:00
9,135140:300201,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,14:00:00,14:43:00,1.0 min,14.313,43.0,16.02627664399093,370.44696166720666,3260,-2.448,2.934395304967512,Lakehead University,9.041,14:26:00
9,135125:304467,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,14:45:00,15:29:00,2.0 min,14.185,44.0,15.836925170068046,304.89785552316204,3261,-2.492,2.960874162848079,Lakehead University,5.495,15:00:00
9,135143:301498,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,15:30:00,16:13:00,1.0 min,14.313,43.0,16.026276643990975,370.4469616672072,3260,-2.448,2.934395304967512,Lakehead University,9.041,15:56:00
9,135128:304265,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,16:15:00,16:59:00,2.0 min,14.185,44.0,15.836925170067923,304.89785552315806,3261,-2.492,2.960874162848079,Lakehead University,5.495,16:30:00
9,135146:301137,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,17:00:00,17:43:00,1.0 min,14.313,43.0,16.026276643990894,370.4469616672088,3260,-2.448,2.934395304967512,Lakehead University,9.041,17:26:00
9,135131:304302,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,17:45:00,18:29:00,2.0 min,14.185,44.0,15.836925170067923,304.89785552315806,3261,-2.492,2.960874162848079,Lakehead University,5.495,18:00:00
9,135106:303358,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,18:48:00,19:32:00,19.0 min,14.313,44.0,17.72180663780666,527.6363398487025,3260,-2.448,2.934395304967512,Lakehead University,9.041,19:08:00
9,135111:299403,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,19:36:00,20:13:00,4.0 min,14.185,37.0,19.07527767470633,527.6615778136539,3261,-2.492,2.960874162848079,Lakehead University,5.495,19:53:00
9,135100:303409,JUNOT to University,Waterfront Terminal,Lakehead University,20:18:00,20:38:00,5.0 min,9.041,20.0,20.58459259259261,754.5931851851799,3247,-2.701,2.9863953102532905,Lakehead University,9.041,20:38:00
