route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
8,135552:303006,JAMES to Intercity via College,City Hall Terminal,Intercity Shopping Centre,06:20:00,06:54:00,0 min,14.13,34.0,17.816102564102568,407.0692649572652,3282,-4.531,3.6801132342533616,Intercity Shopping Centre,14.13,06:54:00
8,135626:304538,JAMES to City Hall via College,Intercity Shopping Centre,City Hall Terminal,07:05:00,07:44:00,11.0 min,15.589,39.0,17.86450549450549,371.0776766091067,3259,-4.254,3.3356854192058503,City Hall Terminal,15.589,07:44:00
8,135576:304128,JAMES to Intercity via College,City Hall Terminal,Intercity Shopping Centre,07:45:00,08:25:00,1.0 min,14.13,40.0,16.31970029970029,414.98443997560656,3282,-4.531,3.6801132342533616,Intercity Shopping Centre,14.13,08:25:00
8,135632:303958,JAMES to City Hall via College,Intercity Shopping Centre,City Hall Terminal,08:35:00,09:14:00,10.0 min,15.589,39.0,17.864505494505497,371.0776766091057,3259,-4.254,3.3356854192058503,City Hall Terminal,15.589,09:14:00
8,135597:304272,JAMES to Intercity via College,City Hall Terminal,Intercity Shopping Centre,09:15:00,09:55:00,1.0 min,14.13,40.0,16.31970029970027,414.9844399756069,3282,-4.531,3.6801132342533616,Intercity Shopping Centre,14.13,09:55:00
8,135177:304439,JAMES to City Hall via College,Intercity Shopping Centre,City Hall Terminal,10:05:00,10:44:00,10.0 min,15.589,39.0,17.864505494505497,371.0776766091057,3259,-4.254,3.3356854192058503,City Hall Terminal,15.589,10:44:00
8,135162:304275,JAMES to Intercity via College,City Hall Terminal,Intercity Shopping Centre,10:45:00,11:25:00,1.0 min,14.13,40.0,16.31970029970027,414.9844399756069,3282,-4.531,3.6801132342533616,Intercity Shopping Centre,14.13,11:25:00
8,135180:304305,JAMES to City Hall via College,Intercity Shopping Centre,City Hall Terminal,11:35:00,12:14:00,10.0 min,15.589,39.0,17.864505494505497,371.0776766091057,3259,-4.254,3.3356854192058503,City Hall Terminal,15.589,12:14:00
8,135165:303874,JAMES to Intercity via College,City Hall Terminal,Intercity Shopping Centre,12:15:00,12:55:00,1.0 min,14.13,40.0,16.31970029970027,414.9844399756069,3282,-4.531,3.6801132342533616,Intercity Shopping Centre,14.13,12:55:00
8,135183:304437,JAMES to City Hall via College,Intercity Shopping Centre,City Hall Terminal,13:05:00,13:44:00,10.0 min,15.589,39.0,17.864505494505497,371.0776766091057,3259,-4.254,3.3356854192058503,City Hall Terminal,15.589,13:44:00
8,135168:304385,JAMES to Intercity via College,City Hall Terminal,Intercity Shopping Centre,13:45:00,14:30:00,1.0 min,14.13,45.0,14.867729603729616,397.08338433284007,3282,-4.531,3.6801132342533616,Intercity Shopping Centre,14.13,14:30:00
8,135186:303965,JAMES to City Hall via College,Intercity Shopping Centre,City Hall Terminal,14:30:00,15:14:00,0.0 min,15.589,44.0,16.406175824175794,346.8399958137083,3259,-4.254,3.3356854192058503,City Hall Terminal,15.589,15:14:00
8,135171:304237,JAMES to Intercity via College,City Hall Terminal,Intercity Shopping Centre,15:15:00,16:00:00,1.0 min,14.13,45.0,14.867729603729616,397.08338433284007,3282,-4.531,3.6801132342533616,Intercity Shopping Centre,14.13,16:00:00
8,135189:304184,JAMES to City Hall via College,Intercity Shopping Centre,City Hall Terminal,16:00:00,16:44:00,0.0 min,15.589,44.0,16.40617582417582,346.83999581371324,3259,-4.254,3.3356854192058503,City Hall Terminal,15.589,16:44:00
8,135174:304345,JAMES to Intercity via College,City Hall Terminal,Intercity Shopping Centre,16:45:00,17:30:00,1.0 min,14.13,45.0,14.867729603729591,397.0833843328364,3282,-4.531,3.6801132342533616,Intercity Shopping Centre,14.13,17:30:00
