route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,stop_density,has_station,dist_to_station,time_at_station
1,135554:303930,MAINLINE to Current River,City Hall Terminal,Cowan & Hodder,06:25:00,07:05:00,0 min,14.397,40.0,17.00414016172507,464.48947554871023,3234,-0.974,3.681322497742585,Waterfront Terminal,7.391,06:45:00
1,135607:301606,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,07:07:00,08:22:00,2.0 min,23.021,75.0,14.537572658920007,361.9170807396295,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,07:30:00
1,135651:303160,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,08:22:00,09:37:00,0.0 min,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,08:45:00
1,135612:299930,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,09:37:00,10:52:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,10:00:00
1,135075:303061,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,10:52:00,12:07:00,0.0 min,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,11:15:00
1,135062:300043,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,12:07:00,13:22:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,12:30:00
1,135080:302923,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,13:22:00,14:37:00,0.0 min,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,13:45:00
1,135067:301714,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,14:37:00,15:52:00,0.0 min,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,15:00:00
1,135085:302944,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,15:52:00,17:07:00,0.0 min,21.149,75.0,13.518301400560215,300.9213379218365,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,16:15:00
1,135072:303314,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,17:07:00,18:10:00,0.0 min,23.021,63.0,16.693666165413536,446.505763838164,3130,-0.681,4.12666695625733,Waterfront Terminal,7.937,17:30:00
1,135050:303732,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,18:48:00,19:55:00,38.0 min,21.149,67.0,14.73913277310922,387.1866929171623,3274,-0.676,4.0191025580405695,City Hall Terminal,6.752,19:10:00
