route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,fuel_consumed,co2_emission,fuel_cost,total_time,total_distance,maintenance_cost,operation_cost,trip_type,energy_rate,energy_consumed,initial_soc,soc_before_charge,final_soc,charge_time,energy_charged,energy_cost
<<<<<<< HEAD:ENVI_SIM/data/output/mixed_fleet_assignments/schedules/9_2.csv
9,135689:303607,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,07:00:00,07:34:00,3.173333333333333,7.450986666666665,5.077333333333333,34.0,14.313,7.514325,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135629:299453,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,07:55:00,08:29:00,3.173333333333333,7.450986666666665,5.077333333333333,34.0,14.185,7.447125000000001,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135716:303342,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,08:30:00,09:04:00,3.173333333333333,7.450986666666665,5.077333333333333,34.0,14.313,7.514325,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135635:299944,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,09:25:00,09:59:00,3.173333333333333,7.450986666666665,5.077333333333333,34.0,14.185,7.447125000000001,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135132:302983,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,10:00:00,10:34:00,3.173333333333333,7.450986666666665,5.077333333333333,34.0,14.313,7.514325,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135117:301194,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,10:55:00,11:29:00,3.173333333333333,7.450986666666665,5.077333333333333,34.0,14.185,7.447125000000001,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135135:303537,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,11:30:00,12:04:00,3.173333333333333,7.450986666666665,5.077333333333333,34.0,14.313,7.514325,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135120:299255,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,12:25:00,12:59:00,3.173333333333333,7.450986666666665,5.077333333333333,34.0,14.185,7.447125000000001,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135138:300593,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,13:00:00,13:43:00,4.013333333333333,9.423306666666665,6.421333333333333,43.0,14.313,7.514325,60.916666666666664,service,0,0,0,0,0,0,0,0
9,135123:304199,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,13:45:00,14:29:00,4.1066666666666665,9.642453333333332,6.570666666666667,44.0,14.185,7.447125000000001,62.33333333333333,service,0,0,0,0,0,0,0,0
9,135141:299782,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,14:30:00,15:13:00,4.013333333333333,9.423306666666665,6.421333333333333,43.0,14.313,7.514325,60.916666666666664,service,0,0,0,0,0,0,0,0
9,135126:304365,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,15:15:00,15:59:00,4.1066666666666665,9.642453333333332,6.570666666666667,44.0,14.185,7.447125000000001,62.33333333333333,service,0,0,0,0,0,0,0,0
9,135144:301254,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,16:00:00,16:43:00,4.013333333333333,9.423306666666665,6.421333333333333,43.0,14.313,7.514325,60.916666666666664,service,0,0,0,0,0,0,0,0
9,135129:303999,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,16:45:00,17:29:00,4.1066666666666665,9.642453333333332,6.570666666666667,44.0,14.185,7.447125000000001,62.33333333333333,service,0,0,0,0,0,0,0,0
9,135147:303086,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,17:30:00,18:03:00,3.08,7.23184,4.928000000000001,33.0,14.313,7.514325,46.75000000000001,service,0,0,0,0,0,0,0,0
9,135109:299675,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,18:03:00,18:40:00,3.453333333333333,8.108426666666666,5.525333333333333,37.0,14.185,7.447125000000001,52.41666666666667,service,0,0,0,0,0,0,0,0
=======
9,135689:303607,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,07:00:00,07:34:00,3.173333333333333,7.450986666666665,6.346666666666666,34.0,14.313,7.514325,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135629:299453,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,07:55:00,08:29:00,3.173333333333333,7.450986666666665,6.346666666666666,34.0,14.185,7.447125000000001,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135716:303342,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,08:30:00,09:04:00,3.173333333333333,7.450986666666665,6.346666666666666,34.0,14.313,7.514325,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135635:299944,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,09:25:00,09:59:00,3.173333333333333,7.450986666666665,6.346666666666666,34.0,14.185,7.447125000000001,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135132:302983,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,10:00:00,10:34:00,3.173333333333333,7.450986666666665,6.346666666666666,34.0,14.313,7.514325,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135117:301194,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,10:55:00,11:29:00,3.173333333333333,7.450986666666665,6.346666666666666,34.0,14.185,7.447125000000001,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135135:303537,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,11:30:00,12:04:00,3.173333333333333,7.450986666666665,6.346666666666666,34.0,14.313,7.514325,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135120:299255,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,12:25:00,12:59:00,3.173333333333333,7.450986666666665,6.346666666666666,34.0,14.185,7.447125000000001,48.166666666666664,service,0,0,0,0,0,0,0,0
9,135138:300593,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,13:00:00,13:43:00,4.013333333333333,9.423306666666665,8.026666666666666,43.0,14.313,7.514325,60.916666666666664,service,0,0,0,0,0,0,0,0
9,135123:304199,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,13:45:00,14:29:00,4.1066666666666665,9.642453333333332,8.213333333333333,44.0,14.185,7.447125000000001,62.33333333333333,service,0,0,0,0,0,0,0,0
9,135141:299782,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,14:30:00,15:13:00,4.013333333333333,9.423306666666665,8.026666666666666,43.0,14.313,7.514325,60.916666666666664,service,0,0,0,0,0,0,0,0
9,135126:304365,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,15:15:00,15:59:00,4.1066666666666665,9.642453333333332,8.213333333333333,44.0,14.185,7.447125000000001,62.33333333333333,service,0,0,0,0,0,0,0,0
9,135144:301254,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,16:00:00,16:43:00,4.013333333333333,9.423306666666665,8.026666666666666,43.0,14.313,7.514325,60.916666666666664,service,0,0,0,0,0,0,0,0
9,135129:303999,JUNOT to Waterfront,Intercity Shopping Centre,Waterfront Terminal,16:45:00,17:29:00,4.1066666666666665,9.642453333333332,8.213333333333333,44.0,14.185,7.447125000000001,62.33333333333333,service,0,0,0,0,0,0,0,0
9,135147:303086,JUNOT to Intercity,Waterfront Terminal,Intercity Shopping Centre,17:30:00,18:03:00,3.08,7.23184,6.16,33.0,14.313,7.514325,46.75000000000001,service,0,0,0,0,0,0,0,0
