route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,energy_rate,energy_consumed,initial_soc,final_soc,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,has_station,dist_from_station
1,135674:299591,MAINLINE to Westfort,Waterfront Terminal,Mary & Neebing,06:10:00,06:52:00,0 min,1.3391954335719969,20.200423920000002,90,64.7494701,15.084,42.0,16.069523809523808,393.52123356009,3132,-1.063,no,0.0
1,135648:302904,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,06:52:00,08:07:00,0.0 min,1.651893237233114,34.93589007424313,90,46.330137407196084,21.149,75.0,13.518301400560214,300.9213379218348,3274,-0.676,yes,14.143
1,135609:299367,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,08:07:00,09:22:00,0.0 min,1.6708963790133782,38.46570554126698,90,41.91786807341628,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,yes,7.937
1,135653:303505,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,09:22:00,10:37:00,0.0 min,1.6518932372331143,34.93589007424313,90,46.330137407196084,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,yes,14.143
1,135059:300984,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,10:37:00,11:52:00,0.0 min,1.6708963790133782,38.46570554126698,90,41.91786807341628,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,yes,7.937
1,135077:303363,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,11:52:00,13:07:00,0.0 min,1.6518932372331143,34.93589007424313,90,46.330137407196084,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,yes,14.143
1,135064:301215,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,13:07:00,14:22:00,0.0 min,1.6708963790133782,38.46570554126698,90,41.91786807341628,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,yes,7.937
1,135082:303610,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,14:22:00,15:37:00,0.0 min,1.6518932372331143,34.93589007424313,90,46.330137407196084,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,yes,14.143
1,135069:299475,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,15:37:00,16:52:00,0.0 min,1.6708963790133786,38.46570554126699,90,41.917868073416265,23.021,75.0,14.537572658920052,361.9170807396317,3130,-0.681,yes,7.937
1,135087:303665,MAINLINE to Cowan Only,Mary & Neebing,Cowan & Hodder,16:52:00,18:05:00,0.0 min,1.6436255666448787,34.76103710897254,90,46.548703613784326,21.149,73.0,13.88006274509804,320.8789811391256,3297,-0.676,yes,14.143
1,135037:299936,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,18:25:00,19:32:00,20.0 min,1.6355113914535697,37.65110774265263,90,42.93611532168422,23.021,67.0,15.654003007518815,431.3116826351581,3130,-0.681,yes,7.937
1,135051:303235,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,19:33:00,20:40:00,1.0 min,1.6172390568409571,34.2029888131294,90,47.24626398358825,21.149,67.0,14.73913277310922,387.1866929171623,3274,-0.676,yes,14.143
1,135040:299286,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,20:40:00,21:47:00,0.0 min,1.6355113914535697,37.65110774265263,90,42.93611532168422,23.021,67.0,15.654003007518815,431.3116826351581,3130,-0.681,yes,7.937
1,135054:303248,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,21:48:00,22:55:00,1.0 min,1.6172390568409571,34.2029888131294,90,47.24626398358825,21.149,67.0,14.73913277310922,387.1866929171623,3274,-0.676,yes,14.143
1,135043:303175,MAINLINE to City Hall,Cowan & Hodder,City Hall Terminal,22:55:00,23:30:00,0.0 min,1.4298892147423885,22.547923027272724,90,61.815096215909094,15.769,35.0,18.25064935064934,448.5877551020386,3153,-0.835,yes,7.937
