route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,energy_rate,energy_consumed,initial_soc,final_soc,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,has_station,dist_from_station
2,139317:304374,CROSSTOWN to College,Waterfront Terminal,Confederation College,06:20:00,06:45:00,0 min,0.7775225193052997,8.024809921749998,90,79.9689875978125,10.321,25.0,20.248821428571432,725.5072244897957,3289,-2.081,yes,10.321
2,139304:304455,CROSSTOWN to Waterfront,Confederation College,Waterfront Terminal,06:45:00,07:14:00,0.0 min,0.8576966260869564,8.877160079999998,90,78.9035499,10.35,29.0,19.17173333333333,624.1264761904757,3262,-1.839,yes,10.35
2,139319:304474,CROSSTOWN to Westfort,Waterfront Terminal,Confederation College,07:15:00,07:44:00,1.0 min,0.7861340193052998,8.11368921325,90,79.8578884834375,10.321,29.0,18.39332142857144,595.0552244897959,3113,-2.081,yes,10.321
2,139307:304119,CROSSTOWN to Waterfront,Confederation College,Waterfront Terminal,07:45:00,08:14:00,1.0 min,0.8576966260869564,8.877160079999998,90,78.9035499,10.35,29.0,19.17173333333333,624.1264761904731,3262,-1.839,yes,10.35
2,139323:304399,CROSSTOWN to Westfort,Waterfront Terminal,Confederation College,08:15:00,08:44:00,1.0 min,0.7861340193052997,8.113689213249998,90,79.8578884834375,10.321,29.0,18.39332142857141,595.055224489793,3113,-2.081,yes,10.321
2,139311:304255,CROSSTOWN to Waterfront,Confederation College,Waterfront Terminal,08:45:00,09:14:00,1.0 min,0.8576966260869562,8.877160079999996,90,78.9035499,10.35,29.0,19.171733333333297,624.1264761904774,3262,-1.839,yes,10.35
2,139327:304045,CROSSTOWN to Westfort,Waterfront Terminal,Confederation College,09:15:00,09:44:00,1.0 min,0.7861340193052997,8.113689213249998,90,79.8578884834375,10.321,29.0,18.39332142857141,595.055224489793,3113,-2.081,yes,10.321
2,139315:304456,CROSSTOWN to Waterfront,Confederation College,Waterfront Terminal,09:45:00,10:14:00,1.0 min,0.8576966260869562,8.877160079999996,90,78.9035499,10.35,29.0,19.171733333333297,624.1264761904774,3262,-1.839,yes,10.35
2,139289:304332,CROSSTOWN to Westfort,Waterfront Terminal,Confederation College,10:15:00,10:44:00,1.0 min,0.7861340193052997,8.113689213249998,90,79.8578884834375,10.321,29.0,18.39332142857141,595.055224489793,3113,-2.081,yes,10.321
2,139274:304446,CROSSTOWN to Waterfront,Confederation College,Waterfront Terminal,10:45:00,11:14:00,1.0 min,0.8576966260869562,8.877160079999996,90,78.9035499,10.35,29.0,19.171733333333297,624.1264761904774,3262,-1.839,yes,10.35
