route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,energy_rate,energy_consumed,initial_soc,final_soc,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,has_station,dist_from_station
1,135647:304267,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,06:27:00,07:37:00,0 min,1.6333525313507615,34.543772685537256,90,46.82028414307843,21.149,70.0,14.726771988795509,379.4681614512462,3274,-0.676,yes,14.143
1,135608:300153,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,07:37:00,08:52:00,0.0 min,1.6708963790133782,38.46570554126698,90,41.91786807341628,23.021,75.0,14.53757265892,361.91708073962906,3130,-0.681,yes,7.937
1,135652:303336,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,08:52:00,10:07:00,0.0 min,1.6518932372331143,34.93589007424313,90,46.330137407196084,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,yes,14.143
1,135058:301775,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,10:07:00,11:22:00,0.0 min,1.6708963790133782,38.46570554126698,90,41.91786807341628,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,yes,7.937
1,135076:303040,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,11:22:00,12:37:00,0.0 min,1.6518932372331143,34.93589007424313,90,46.330137407196084,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,yes,14.143
1,135063:300136,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,12:37:00,13:52:00,0.0 min,1.6708963790133782,38.46570554126698,90,41.91786807341628,23.021,75.0,14.53757265892,361.9170807396281,3130,-0.681,yes,7.937
1,135081:303433,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,13:52:00,15:07:00,0.0 min,1.6518932372331143,34.93589007424313,90,46.330137407196084,21.149,75.0,13.518301400560244,300.9213379218332,3274,-0.676,yes,14.143
1,135068:301613,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,15:07:00,16:22:00,0.0 min,1.6708963790133784,38.465705541266985,90,41.917868073416265,23.021,75.0,14.537572658920032,361.9170807396314,3130,-0.681,yes,7.937
1,135086:303181,MAINLINE to Current River,Mary & Neebing,Cowan & Hodder,16:22:00,17:37:00,0.0 min,1.651893237233114,34.93589007424313,90,46.330137407196084,21.149,75.0,13.51830140056022,300.9213379218364,3274,-0.676,yes,14.143
1,135073:303616,MAINLINE to Westfort,Cowan & Hodder,Mary & Neebing,17:37:00,18:47:00,0.0 min,1.6499123177693593,37.98263146736842,90,42.52171066578947,23.021,70.0,15.39699248120302,428.8381066953082,3130,-0.681,yes,7.937
