route_id,trip_id,trip_headsign,origin,destination,start_time,end_time,delay,energy_rate,energy_consumed,initial_soc,final_soc,total_distance,total_time,avg_speed,avg_acceleration,shape_id,road_grade,has_station,dist_from_station
11,135671:304011,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,06:05:00,06:18:00,0 min,0.394137139745,1.986845321454545,90,87.51644334818182,5.041,13.0,17.802545454545456,663.7701818181835,3283,-3.3,no,0.0
11,135639:300527,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,06:18:00,06:30:00,0.0 min,0.3241890496059342,1.8647354133333334,90,87.66908073333333,5.752,12.0,19.344761904761896,384.1219047619071,3280,-3.258,yes,5.752
11,135682:303956,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,06:35:00,06:48:00,5.0 min,0.394137139745,1.986845321454545,90,87.51644334818182,5.041,13.0,17.802545454545456,663.7701818181835,3283,-3.3,no,0.0
11,135640:299636,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,06:48:00,07:00:00,0.0 min,0.3241890496059342,1.8647354133333334,90,87.66908073333333,5.752,12.0,19.344761904761896,384.1219047619071,3280,-3.258,yes,5.752
11,135690:304282,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,07:00:00,07:14:00,0.0 min,0.3951589579268181,1.9919963069090902,90,87.51000461636363,5.041,14.0,17.17709090909091,690.0683636363643,3283,-3.3,no,0.0
11,135641:299317,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,07:15:00,07:29:00,1.0 min,0.32588504960593434,1.8744908053333342,90,87.65688649333333,5.752,14.0,18.044190476190487,509.5558095238093,3280,-3.258,yes,5.752
11,135699:303163,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,07:30:00,07:45:00,1.0 min,0.3930244124722726,1.9812360632727264,90,87.52345492090909,5.041,15.0,16.100727272727276,603.813818181819,3283,-3.3,no,0.0
11,135642:301643,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,07:45:00,07:59:00,0.0 min,0.32588504960593434,1.8744908053333342,90,87.65688649333333,5.752,14.0,18.044190476190487,509.5558095238093,3280,-3.258,yes,5.752
11,135708:303600,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,08:00:00,08:15:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,135643:299934,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,08:15:00,08:29:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,135717:303158,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,08:30:00,08:45:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,135644:301437,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,08:45:00,08:59:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,135725:303354,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,09:00:00,09:15:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,135645:300853,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,09:15:00,09:29:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,135620:303648,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,09:30:00,09:45:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,135646:299316,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,09:45:00,09:59:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134793:302917,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,10:00:00,10:15:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134809:301485,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,10:15:00,10:29:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134794:303441,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,10:30:00,10:45:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134810:301269,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,10:45:00,10:59:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134795:303407,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,11:00:00,11:15:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134811:299929,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,11:15:00,11:29:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134796:303526,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,11:30:00,11:45:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134812:299268,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,11:45:00,11:59:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134797:303556,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,12:00:00,12:15:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134813:299536,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,12:15:00,12:29:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134798:303036,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,12:30:00,12:45:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134814:299274,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,12:45:00,12:59:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134799:302927,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,13:00:00,13:15:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134815:300706,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,13:15:00,13:29:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134800:303047,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,13:30:00,13:45:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134816:300922,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,13:45:00,13:59:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134801:303430,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,14:00:00,14:15:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134817:301261,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,14:15:00,14:29:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134802:303106,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,14:30:00,14:45:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
11,134818:301471,JOHN to Waterfront,Windsor & Junot,Waterfront Terminal,14:45:00,14:59:00,0.0 min,0.3258850496059341,1.874490805333333,90,87.65688649333333,5.752,14.0,18.04419047619045,509.5558095238069,3280,-3.258,yes,5.752
11,134803:303512,JOHN to Windsor St.,Waterfront Terminal,Windsor & Junot,15:00:00,15:15:00,1.0 min,0.3930244124722725,1.9812360632727257,90,87.52345492090909,5.041,15.0,16.10072727272726,603.8138181818193,3283,-3.3,no,0.0
