City Hall Terminal,8:20 AM,8:56 AM,9:00 AM,9:36 AM,9:40 AM,10:16 AM,10:20 AM,10:56 AM,11:00 AM,11:36 AM,11:43 AM,12:23 PM,12:28 PM,1:08 PM,1:13 PM,1:53 PM,1:58 PM,2:38 PM,2:43 PM,3:23 PM,3:28 PM,4:08 PM,4:13 PM,4:53 PM,4:58 PM,5:38 PM,5:41 PM,6:19 PM,6:25 PM,7:03 PM,7:10 PM,7:46 PM,7:55 PM,8:31 PM,8:40 PM,9:16 PM,9:25 PM,10:01 PM,10:10 PM,10:46 PM
Donald & Cent. Sq.,8:21 AM,8:55 AM,9:01 AM,9:35 AM,9:41 AM,10:15 AM,10:21 AM,10:55 AM,11:01 AM,11:35 AM,11:44 AM,12:22 PM,12:29 PM,1:07 PM,1:14 PM,1:52 PM,1:59 PM,2:37 PM,2:44 PM,3:22 PM,3:29 PM,4:07 PM,4:14 PM,4:52 PM,4:59 PM,5:37 PM,5:42 PM,6:18 PM,6:26 PM,7:02 PM,7:11 PM,7:45 PM,7:56 PM,8:30 PM,8:41 PM,9:15 PM,9:26 PM,10:00 PM,10:11 PM,10:45 PM
Vickers & Victoria,8:21 AM,8:55 AM,9:01 AM,9:35 AM,9:41 AM,10:15 AM,10:21 AM,10:55 AM,11:01 AM,11:35 AM,11:44 AM,12:22 PM,12:29 PM,1:07 PM,1:14 PM,1:52 PM,1:59 PM,2:37 PM,2:44 PM,3:22 PM,3:29 PM,4:07 PM,4:14 PM,4:52 PM,4:59 PM,5:37 PM,5:42 PM,6:18 PM,6:26 PM,7:02 PM,7:11 PM,7:45 PM,7:56 PM,8:30 PM,8:41 PM,9:15 PM,9:26 PM,10:00 PM,10:11 PM,10:45 PM
Victoria & Marks,8:22 AM,8:54 AM,9:02 AM,9:34 AM,9:42 AM,10:14 AM,10:22 AM,10:54 AM,11:02 AM,11:34 AM,11:45 AM,12:21 PM,12:30 PM,1:06 PM,1:15 PM,1:51 PM,2:00 PM,2:36 PM,2:45 PM,3:21 PM,3:30 PM,4:06 PM,4:15 PM,4:51 PM,5:00 PM,5:36 PM,5:43 PM,6:17 PM,6:27 PM,7:01 PM,7:12 PM,7:44 PM,7:57 PM,8:29 PM,8:42 PM,9:14 PM,9:27 PM,9:59 PM,10:12 PM,10:44 PM
Victoria & Franklin,8:22 AM,8:54 AM,9:02 AM,9:34 AM,9:42 AM,10:14 AM,10:22 AM,10:54 AM,11:02 AM,11:34 AM,11:45 AM,12:21 PM,12:30 PM,1:06 PM,1:15 PM,1:51 PM,2:00 PM,2:36 PM,2:45 PM,3:21 PM,3:30 PM,4:06 PM,4:15 PM,4:51 PM,5:00 PM,5:36 PM,5:43 PM,6:17 PM,6:27 PM,7:01 PM,7:12 PM,7:44 PM,7:57 PM,8:29 PM,8:42 PM,9:14 PM,9:27 PM,9:59 PM,10:12 PM,10:44 PM
Victoria & Selkirk,8:22 AM,8:54 AM,9:02 AM,9:34 AM,9:43 AM,10:13 AM,10:23 AM,10:53 AM,11:03 AM,11:33 AM,11:46 AM,12:20 PM,12:31 PM,1:05 PM,1:16 PM,1:50 PM,2:01 PM,2:35 PM,2:46 PM,3:20 PM,3:31 PM,4:05 PM,4:16 PM,4:50 PM,5:01 PM,5:35 PM,5:44 PM,6:16 PM,6:28 PM,7:00 PM,7:12 PM,7:44 PM,7:57 PM,8:29 PM,8:42 PM,9:14 PM,9:27 PM,9:59 PM,10:12 PM,10:44 PM
Victoria & Waterloo,8:23 AM,8:53 AM,9:03 AM,9:33 AM,9:43 AM,10:13 AM,10:23 AM,10:53 AM,11:03 AM,11:33 AM,11:46 AM,12:20 PM,12:31 PM,1:05 PM,1:16 PM,1:50 PM,2:01 PM,2:35 PM,2:46 PM,3:20 PM,3:31 PM,4:05 PM,4:16 PM,4:50 PM,5:01 PM,5:35 PM,5:44 PM,6:16 PM,6:28 PM,7:00 PM,7:13 PM,7:43 PM,7:58 PM,8:28 PM,8:43 PM,9:13 PM,9:28 PM,9:58 PM,10:13 PM,10:43 PM
Victoria & Friendship Gardens,8:23 AM,8:53 AM,9:03 AM,9:33 AM,9:44 AM,10:12 AM,10:24 AM,10:52 AM,11:04 AM,11:32 AM,11:47 AM,12:19 PM,12:32 PM,1:04 PM,1:17 PM,1:49 PM,2:02 PM,2:34 PM,2:47 PM,3:19 PM,3:32 PM,4:04 PM,4:17 PM,4:49 PM,5:02 PM,5:34 PM,5:45 PM,6:15 PM,6:29 PM,6:59 PM,7:13 PM,7:43 PM,7:58 PM,8:28 PM,8:43 PM,9:13 PM,9:28 PM,9:58 PM,10:13 PM,10:43 PM
Victoria & Lillie,8:25 AM,8:51 AM,9:05 AM,9:31 AM,9:46 AM,10:10 AM,10:26 AM,10:50 AM,11:06 AM,11:30 AM,11:49 AM,12:17 PM,12:34 PM,1:02 PM,1:19 PM,1:47 PM,2:04 PM,2:32 PM,2:49 PM,3:17 PM,3:34 PM,4:02 PM,4:19 PM,4:47 PM,5:04 PM,5:32 PM,5:47 PM,6:13 PM,6:31 PM,6:57 PM,7:15 PM,7:41 PM,8:00 PM,8:26 PM,8:45 PM,9:11 PM,9:30 PM,9:56 PM,10:15 PM,10:41 PM
Victoria & Ford,8:25 AM,8:51 AM,9:05 AM,9:31 AM,9:46 AM,10:10 AM,10:26 AM,10:50 AM,11:06 AM,11:30 AM,11:49 AM,12:17 PM,12:34 PM,1:02 PM,1:19 PM,1:47 PM,2:04 PM,2:32 PM,2:49 PM,3:17 PM,3:34 PM,4:02 PM,4:19 PM,4:47 PM,5:04 PM,5:32 PM,5:47 PM,6:13 PM,6:31 PM,6:57 PM,7:15 PM,7:41 PM,8:00 PM,8:26 PM,8:45 PM,9:11 PM,9:30 PM,9:56 PM,10:15 PM,10:41 PM
Victoria & Oakwood,8:25 AM,8:51 AM,9:05 AM,9:31 AM,9:46 AM,10:10 AM,10:26 AM,10:50 AM,11:06 AM,11:30 AM,11:49 AM,12:17 PM,12:34 PM,1:02 PM,1:19 PM,1:47 PM,2:04 PM,2:32 PM,2:49 PM,3:17 PM,3:34 PM,4:02 PM,4:19 PM,4:47 PM,5:04 PM,5:32 PM,5:47 PM,6:13 PM,6:31 PM,6:57 PM,7:15 PM,7:41 PM,8:00 PM,8:26 PM,8:45 PM,9:11 PM,9:30 PM,9:56 PM,10:15 PM,10:41 PM
Victoria & Maplewood,8:25 AM,8:51 AM,9:05 AM,9:31 AM,9:46 AM,10:10 AM,10:26 AM,10:50 AM,11:06 AM,11:30 AM,11:49 AM,12:17 PM,12:34 PM,1:02 PM,1:19 PM,1:47 PM,2:04 PM,2:32 PM,2:49 PM,3:17 PM,3:34 PM,4:02 PM,4:19 PM,4:47 PM,5:04 PM,5:32 PM,5:47 PM,6:13 PM,6:31 PM,6:57 PM,7:15 PM,7:41 PM,8:00 PM,8:26 PM,8:45 PM,9:11 PM,9:30 PM,9:56 PM,10:15 PM,10:41 PM
Edward & Victoria,8:26 AM,8:50 AM,9:06 AM,9:30 AM,9:47 AM,10:09 AM,10:27 AM,10:49 AM,11:07 AM,11:29 AM,11:50 AM,12:16 PM,12:35 PM,1:01 PM,1:20 PM,1:46 PM,2:05 PM,2:31 PM,2:50 PM,3:16 PM,3:35 PM,4:01 PM,4:20 PM,4:46 PM,5:05 PM,5:31 PM,5:48 PM,6:12 PM,6:32 PM,6:56 PM,7:16 PM,7:40 PM,8:01 PM,8:25 PM,8:46 PM,9:10 PM,9:31 PM,9:55 PM,10:16 PM,10:40 PM
Edward & Miles,8:26 AM,8:50 AM,9:06 AM,9:30 AM,9:47 AM,10:09 AM,10:27 AM,10:49 AM,11:07 AM,11:29 AM,11:50 AM,12:16 PM,12:35 PM,1:01 PM,1:20 PM,1:46 PM,2:05 PM,2:31 PM,2:50 PM,3:16 PM,3:35 PM,4:01 PM,4:20 PM,4:46 PM,5:05 PM,5:31 PM,5:48 PM,6:12 PM,6:32 PM,6:56 PM,7:16 PM,7:40 PM,8:01 PM,8:25 PM,8:46 PM,9:10 PM,9:31 PM,9:55 PM,10:16 PM,10:40 PM
Edward & Riverview,8:26 AM,8:50 AM,9:06 AM,9:30 AM,9:47 AM,10:09 AM,10:27 AM,10:49 AM,11:07 AM,11:29 AM,11:50 AM,12:16 PM,12:35 PM,1:01 PM,1:20 PM,1:46 PM,2:05 PM,2:31 PM,2:50 PM,3:16 PM,3:35 PM,4:01 PM,4:20 PM,4:46 PM,5:05 PM,5:31 PM,5:48 PM,6:12 PM,6:32 PM,6:56 PM,7:16 PM,7:40 PM,8:01 PM,8:25 PM,8:46 PM,9:10 PM,9:31 PM,9:55 PM,10:16 PM,10:40 PM
Churchill & Edward,8:27 AM,8:49 AM,9:07 AM,9:29 AM,9:48 AM,10:08 AM,10:28 AM,10:48 AM,11:08 AM,11:28 AM,11:51 AM,12:15 PM,12:36 PM,1:00 PM,1:21 PM,1:45 PM,2:06 PM,2:30 PM,2:51 PM,3:15 PM,3:36 PM,4:00 PM,4:21 PM,4:45 PM,5:06 PM,5:30 PM,5:49 PM,6:11 PM,6:33 PM,6:55 PM,7:17 PM,7:39 PM,8:02 PM,8:24 PM,8:47 PM,9:09 PM,9:32 PM,9:54 PM,10:17 PM,10:39 PM
Churchill & Hemlock,8:27 AM,8:49 AM,9:07 AM,9:29 AM,9:48 AM,10:08 AM,10:28 AM,10:48 AM,11:08 AM,11:28 AM,11:51 AM,12:15 PM,12:36 PM,1:00 PM,1:21 PM,1:45 PM,2:06 PM,2:30 PM,2:51 PM,3:15 PM,3:36 PM,4:00 PM,4:21 PM,4:45 PM,5:06 PM,5:30 PM,5:49 PM,6:11 PM,6:33 PM,6:55 PM,7:17 PM,7:39 PM,8:02 PM,8:24 PM,8:47 PM,9:09 PM,9:32 PM,9:54 PM,10:17 PM,10:39 PM
Churchill & Syc aore,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:48 AM,10:08 AM,10:28 AM,10:48 AM,11:08 AM,11:28 AM,11:52 AM,12:14 PM,12:37 PM,12:59 PM,1:22 PM,1:44 PM,2:07 PM,2:29 PM,2:52 PM,3:14 PM,3:37 PM,3:59 PM,4:22 PM,4:44 PM,5:07 PM,5:29 PM,5:50 PM,6:10 PM,6:34 PM,6:54 PM,7:18 PM,7:38 PM,8:03 PM,8:23 PM,8:48 PM,9:08 PM,9:33 PM,9:53 PM,10:18 PM,10:38 PM
Churchill & J aes,8:28 AM,8:48 AM,9:08 AM,9:28 AM,9:49 AM,10:07 AM,10:29 AM,10:47 AM,11:09 AM,11:27 AM,11:52 AM,12:14 PM,12:37 PM,12:59 PM,1:22 PM,1:44 PM,2:07 PM,2:29 PM,2:52 PM,3:14 PM,3:37 PM,3:59 PM,4:22 PM,4:44 PM,5:07 PM,5:29 PM,5:50 PM,6:10 PM,6:34 PM,6:54 PM,7:18 PM,7:38 PM,8:03 PM,8:23 PM,8:48 PM,9:08 PM,9:33 PM,9:53 PM,10:18 PM,10:38 PM
Churchill & Parkway,8:29 AM,8:47 AM,9:09 AM,9:27 AM,9:49 AM,10:07 AM,10:29 AM,10:47 AM,11:09 AM,11:27 AM,11:53 AM,12:13 PM,12:38 PM,12:58 PM,1:23 PM,1:43 PM,2:08 PM,2:28 PM,2:53 PM,3:13 PM,3:38 PM,3:58 PM,4:23 PM,4:43 PM,5:08 PM,5:28 PM,5:51 PM,6:09 PM,6:35 PM,6:53 PM,7:19 PM,7:37 PM,8:04 PM,8:22 PM,8:49 PM,9:07 PM,9:34 PM,9:52 PM,10:19 PM,10:37 PM
