Confederation College,8:50 AM,9:09 AM,9:30 AM,9:49 AM,10:10 AM,10:29 AM,10:50 AM,11:09 AM,11:35 AM,11:49 AM,12:20 PM,12:34 PM,1:05 PM,1:19 PM,1:50 PM,2:04 PM,2:35 PM,2:49 PM,3:20 PM,3:34 PM,4:05 PM,4:19 PM,4:50 PM,5:04 PM,5:30 PM,5:49 PM,6:10 PM,6:32 PM,6:53 PM,7:17 PM,7:38 PM,8:02 PM,8:23 PM,8:47 PM,9:08 PM,9:32 PM,9:53 PM,10:17 PM,10:38 PM,11:00 PM
Golf Links & Fanshaw,8:50 AM,9:09 AM,9:30 AM,9:49 AM,10:10 AM,10:29 AM,10:50 AM,11:09 AM,11:35 AM,11:49 AM,12:20 PM,12:34 PM,1:05 PM,1:19 PM,1:50 PM,2:04 PM,2:35 PM,2:49 PM,3:20 PM,3:34 PM,4:05 PM,4:19 PM,4:50 PM,5:04 PM,5:30 PM,5:49 PM,6:10 PM,6:32 PM,6:53 PM,7:17 PM,7:38 PM,8:02 PM,8:23 PM,8:47 PM,9:08 PM,9:32 PM,9:53 PM,10:17 PM,10:38 PM,11:00 PM
Golf Links & Harbour Xpress,8:51 AM,9:08 AM,9:31 AM,9:48 AM,10:11 AM,10:28 AM,10:51 AM,11:08 AM,11:36 AM,11:48 AM,12:21 PM,12:33 PM,1:06 PM,1:18 PM,1:51 PM,2:03 PM,2:36 PM,2:48 PM,3:21 PM,3:33 PM,4:06 PM,4:18 PM,4:51 PM,5:03 PM,5:31 PM,5:48 PM,6:11 PM,6:31 PM,6:54 PM,7:16 PM,7:39 PM,8:01 PM,8:24 PM,8:46 PM,9:09 PM,9:31 PM,9:54 PM,10:16 PM,10:39 PM,10:59 PM
Golf Links & Ridgecrest,8:51 AM,9:08 AM,9:31 AM,9:48 AM,10:11 AM,10:28 AM,10:51 AM,11:08 AM,11:36 AM,11:48 AM,12:21 PM,12:33 PM,1:06 PM,1:18 PM,1:51 PM,2:03 PM,2:36 PM,2:48 PM,3:21 PM,3:33 PM,4:06 PM,4:18 PM,4:51 PM,5:03 PM,5:31 PM,5:48 PM,6:11 PM,6:31 PM,6:54 PM,7:16 PM,7:39 PM,8:01 PM,8:24 PM,8:46 PM,9:09 PM,9:31 PM,9:54 PM,10:16 PM,10:39 PM,10:59 PM
Golf Links & Central,8:51 AM,9:08 AM,9:31 AM,9:48 AM,10:11 AM,10:28 AM,10:51 AM,11:08 AM,11:36 AM,11:48 AM,12:21 PM,12:33 PM,1:06 PM,1:18 PM,1:51 PM,2:03 PM,2:36 PM,2:48 PM,3:21 PM,3:33 PM,4:06 PM,4:18 PM,4:51 PM,5:03 PM,5:31 PM,5:48 PM,6:11 PM,6:31 PM,6:54 PM,7:16 PM,7:39 PM,8:01 PM,8:24 PM,8:46 PM,9:09 PM,9:31 PM,9:54 PM,10:16 PM,10:39 PM,10:59 PM
Golf Links & Medical Clinic,8:52 AM,9:07 AM,9:32 AM,9:47 AM,10:12 AM,10:27 AM,10:52 AM,11:07 AM,11:37 AM,11:47 AM,12:22 PM,12:32 PM,1:07 PM,1:17 PM,1:52 PM,2:02 PM,2:37 PM,2:47 PM,3:22 PM,3:32 PM,4:07 PM,4:17 PM,4:52 PM,5:02 PM,5:32 PM,5:47 PM,6:12 PM,6:30 PM,6:55 PM,7:15 PM,7:40 PM,8:00 PM,8:25 PM,8:45 PM,9:10 PM,9:30 PM,9:55 PM,10:15 PM,10:40 PM,10:58 PM
Golf Links & Oliver,8:53 AM,9:06 AM,9:33 AM,9:46 AM,10:13 AM,10:26 AM,10:53 AM,11:06 AM,11:38 AM,11:46 AM,12:23 PM,12:31 PM,1:08 PM,1:16 PM,1:53 PM,2:01 PM,2:38 PM,2:46 PM,3:23 PM,3:31 PM,4:08 PM,4:16 PM,4:53 PM,5:01 PM,5:33 PM,5:46 PM,6:13 PM,6:29 PM,6:56 PM,7:14 PM,7:41 PM,7:59 PM,8:26 PM,8:44 PM,9:11 PM,9:29 PM,9:56 PM,10:14 PM,10:40 PM,10:58 PM
Fort William Clinic,8:53 AM,9:06 AM,9:33 AM,9:46 AM,10:13 AM,10:26 AM,10:53 AM,11:06 AM,11:38 AM,11:46 AM,12:23 PM,12:31 PM,1:08 PM,1:16 PM,1:53 PM,2:01 PM,2:38 PM,2:46 PM,3:23 PM,3:31 PM,4:08 PM,4:16 PM,4:53 PM,5:01 PM,5:33 PM,5:46 PM,6:13 PM,6:29 PM,6:56 PM,7:14 PM,7:41 PM,7:59 PM,8:26 PM,8:44 PM,9:11 PM,9:29 PM,9:56 PM,10:14 PM,10:41 PM,10:57 PM
Thunder Bay Regional Hospital,8:55 AM,9:04 AM,9:35 AM,9:44 AM,10:15 AM,10:24 AM,10:55 AM,11:04 AM,11:40 AM,11:44 AM,12:25 PM,12:29 PM,1:10 PM,1:14 PM,1:55 PM,1:59 PM,2:40 PM,2:44 PM,3:25 PM,3:29 PM,4:10 PM,4:14 PM,4:55 PM,4:59 PM,5:35 PM,5:44 PM,6:15 PM,6:27 PM,6:58 PM,7:12 PM,7:43 PM,7:57 PM,8:28 PM,8:42 PM,9:13 PM,9:27 PM,9:58 PM,10:12 PM,10:42 PM,10:56 PM
Oliver & Sanders,8:57 AM,9:02 AM,9:37 AM,9:42 AM,10:17 AM,10:22 AM,10:57 AM,11:02 AM,11:42 AM,11:42 AM,12:27 PM,12:27 PM,1:12 PM,1:12 PM,1:57 PM,1:57 PM,2:42 PM,2:42 PM,3:27 PM,3:27 PM,4:12 PM,4:12 PM,4:57 PM,4:57 PM,5:37 PM,5:42 PM,6:17 PM,6:25 PM,7:00 PM,7:10 PM,7:45 PM,7:55 PM,8:30 PM,8:40 PM,9:15 PM,9:25 PM,10:00 PM,10:10 PM,10:43 PM,10:55 PM
