route_id,service_id,trip_id,trip_headsign,shape_id
3C,304974,135544:304974,COUNTY PARK to Northwood,3305
8,304975,132805:304975,JAMES to City Hall,3204
5,304976,132569:304976,EDWARD to Waterfront,3119
3C,304977,132496:304977,COUNTY PARK to Northwood,3305
10,304978,132413:304978,NORTHWOOD to County Park,3112
3J,304979,135622:304979,JUMBO GARDENS to Sherwood Dr.,3309
13,304980,134559:304980,JOHN-JUMBO to County Fair,3265
3M,304981,135373:304981,MEMORIAL to County Park,3307
1,304982,135075:304982,MAINLINE to Current River,3274
3J,304983,135720:304983,JUMBO GARDENS to Sherwood Dr.,3309
9,304984,138654:304984,JUNOT to Waterfront,3261
10,304985,132428:304985,NORTHWOOD to County Park,3112
3M,304986,133827:304986,MEMORIAL to Northwood,3317
5,304987,134857:304987,EDWARD to Westfort,3136
1,304988,132679:304988,MAINLINE to Current River,3274
8,304989,132827:304989,JAMES to College,3211
3M,304990,133836:304990,MEMORIAL to Northwood,3322
9,304991,135130:304991,JUNOT to Waterfront,3261
12,304992,134506:304992,to City Hall,3244
1,304993,134150:304993,MAINLINE to Current River,3274
9,304994,132836:304994,JUNOT to Waterfront,3261
8,304995,134010:304995,JAMES to Intercity via College,3282
8,304996,132810:304996,JAMES to Intercity,3258
5,304997,138958:304997,EDWARD to Westfort,3136
3J,304998,134908:304998,JUMBO GARDENS to Sherwood Dr.,3309
1,304999,135081:304999,MAINLINE to Current River,3274
16,305000,135534:305000,BALMORAL to City Hall,3166
13,305001,139132:305001,JOHN-JUMBO to County Fair,3265
8,305002,132797:305002,JAMES to College,3211
1,305003,135082:305003,MAINLINE to Current River,3274
8,305004,132813:305004,JAMES to College,3211
8,305005,138719:305005,JAMES to City Hall via College,3259
14,305006,139037:305006,ARTHUR to City Hall,3243
3M,305007,132598:305007,MEMORIAL to Waterfront,3304
9,305008,138659:305008,JUNOT to Waterfront,3261
5,305009,138961:305009,EDWARD to Westfort,3136
3C,305010,134204:305010,COUNTY PARK to Castlegreen Dr,3320
3M,305011,133862:305011,MEMORIAL to Northwood,3322
9,305012,133966:305012,JUNOT to University,3312
3M,305013,135371:305013,MEMORIAL to County Park,3307
3J,305014,134344:305014,JUMBO GARDENS to Sherwood Dr.,3309
9,305015,135122:305015,JUNOT to Waterfront,3261
9,305016,135615:305016,JUNOT to Intercity,3313
9,305017,133976:305017,JUNOT to Intercity,3313
3M,305018,132611:305018,MEMORIAL to City Hall,3315
3M,305019,135357:305019,MEMORIAL to County Park,3307
3C,305020,132523:305020,COUNTY PARK to Castlegreen Dr,3320
3M,305021,132597:305021,MEMORIAL to County Park,3310
3C,305022,134191:305022,COUNTY PARK to Northwood,3305
3C,305023,138991:305023,COUNTY PARK to Northwood,3271
3C,305024,135545:305024,COUNTY PARK to Northwood,3305
9,305025,132858:305025,JUNOT to University,3312
3C,305026,134991:305026,COUNTY PARK to Northwood,3305
12,305027,134523:305027,to City Hall,3244
3C,305028,139005:305028,COUNTY PARK to Northwood,3271
8,305029,135626:305029,JAMES to City Hall via College,3259
5,305030,134282:305030,EDWARD to Westfort,3136
3M,305031,132591:305031,MEMORIAL to County Park,3310
13,305032,132408:305032,JOHN-JUMBO to County Fair,3265
8,305033,134038:305033,JAMES to City Hall via College,3259
8,305034,135197:305034,JAMES to College,3211
9,305035,132831:305035,JUNOT to Waterfront,3261
1,305036,134158:305036,MAINLINE to Current River,3274
3M,305039,135355:305039,MEMORIAL to County Park,3307
11,305040,134251:305040,JOHN to Waterfront,3318
1,305041,135652:305041,MAINLINE to Current River,3274
3C,305042,135027:305042,COUNTY PARK to Castlegreen Dr,3320
10,305043,134408:305043,NORTHWOOD to County Park,3112
1,305044,134159:305044,MAINLINE to Current River,3274
3M,305045,135378:305045,MEMORIAL to Airport,3321
13,305046,134546:305046,JOHN-JUMBO to Waterfront,3306
9,305047,135135:305047,JUNOT to Intercity,3313
5,305048,134856:305048,EDWARD to Westfort,3136
1,305049,138838:305049,MAINLINE to Current River,3274
3M,305050,133850:305050,MEMORIAL to Northwood,3322
8,305052,135184:305052,JAMES to City Hall via College,3259
8,305053,135196:305053,JAMES to College,3211
8,305055,132828:305055,JAMES to City Hall,3204
8,305056,135171:305056,JAMES to Intercity via College,3282
8,305057,132819:305057,JAMES to City Hall,3204
9,305058,135140:305058,JUNOT to Intercity,3313
5,305059,134852:305059,EDWARD to Westfort,3136
8,305060,134001:305060,JAMES to City Hall,3204
10,305061,135509:305061,NORTHWOOD to County Park,3112
13,305062,132396:305062,JOHN-JUMBO to County Fair,3265
3M,305063,133775:305063,MEMORIAL to Waterfront,3304
1,305064,134153:305064,MAINLINE to Current River,3274
8,305065,134022:305065,JAMES to Intercity via College,3282
8,305066,135632:305066,JAMES to City Hall via College,3259
3C,305067,134217:305067,COUNTY PARK to Castlegreen Dr,3320
5,305068,134272:305068,EDWARD to Westfort,3136
9,305069,133948:305069,JUNOT to Waterfront,3261
9,305070,135133:305070,JUNOT to Intercity,3313
13,305071,139147:305071,JOHN-JUMBO to County Fair,3265
3J,305072,134896:305072,JUMBO GARDENS to Airport,3303
3M,305073,132631:305073,MEMORIAL to Waterfront,3304
11,305074,134813:305074,JOHN to Waterfront,3318
9,305075,132848:305075,JUNOT to Intercity,3313
3C,305076,134214:305076,COUNTY PARK to Castlegreen Dr,3320
1,305077,138832:305077,MAINLINE to Current River,3274
8,305079,138727:305079,JAMES to College,3211
3M,305080,135425:305080,MEMORIAL to Waterfront,3304
5,305081,138967:305081,EDWARD to Westfort,3136
8,305082,138729:305082,JAMES to College,3211
1,305083,135052:305083,MAINLINE to Current River,3274
5,305084,135508:305084,EDWARD to Westfort,3136
3M,305085,133853:305085,MEMORIAL to Airport,3321
3J,305086,134904:305086,JUMBO GARDENS to Sherwood Dr.,3309
5,305087,134858:305087,EDWARD to Westfort,3136
1,305088,135086:305088,MAINLINE to Current River,3274
1,305089,138840:305089,MAINLINE to Current River,3274
8,305090,138696:305090,JAMES to Intercity,3258
1,305091,134145:305091,MAINLINE to Current River,3274
3C,305092,138990:305092,COUNTY PARK to Northwood,3271
3J,305093,134333:305093,JUMBO GARDENS to Sherwood Dr.,3309
8,305094,135177:305094,JAMES to City Hall via College,3259
10,305095,139074:305095,NORTHWOOD to County Park,3112
10,305096,132431:305096,NORTHWOOD to Waterfront,3111
5,305097,134850:305097,EDWARD to Waterfront,3119
13,305098,132405:305098,JOHN-JUMBO to County Fair,3265
5,305099,134288:305099,EDWARD to Waterfront,3119
3M,305100,133787:305100,MEMORIAL to County Park,3307
8,305101,135174:305101,JAMES to Intercity via College,3282
5,305102,132533:305102,EDWARD to Westfort,3136
13,305103,134640:305103,JOHN-JUMBO to Waterfront,3306
5,305104,138973:305104,EDWARD to Waterfront,3119
3C,305105,135543:305105,COUNTY PARK to Northwood,3305
14,305106,139045:305106,ARTHUR to City Hall,3243
13,305107,134554:305107,JOHN-JUMBO to County Fair,3265
3J,305108,134888:305108,JUMBO GARDENS to Airport,3303
3J,305109,134340:305109,JUMBO GARDENS to Sherwood Dr.,3309
1,305110,135055:305110,MAINLINE to Waterfront,3275
3M,305111,135390:305111,MEMORIAL to Airport,3321
13,305112,134537:305112,JOHN-JUMBO to Waterfront,3306
9,305113,133992:305113,JUNOT to University,3312
9,305114,132859:305114,JUNOT to University,3312
8,305115,134034:305115,JAMES to City Hall via College,3259
8,305116,138701:305116,JAMES to City Hall via College,3259
5,305117,134285:305117,EDWARD to Westfort,3136
16,305118,134678:305118,BALMORAL to City Hall,3166
8,305119,134021:305119,JAMES to Intercity via College,3282
4,305120,139183:305120,NEEBING,3219
13,305121,139142:305121,JOHN-JUMBO to County Fair,3265
3J,305122,134336:305122,JUMBO GARDENS to Sherwood Dr.,3309
5,305123,138984:305123,EDWARD to Waterfront,3119
9,305124,135145:305124,JUNOT to Intercity,3313
3C,305125,132519:305125,COUNTY PARK to Castlegreen Dr,3320
8,305126,135168:305126,JAMES to Intercity via College,3282
3M,305127,133815:305127,MEMORIAL to County Park,3310
3C,305128,135001:305128,COUNTY PARK to Castlegreen Dr,3320
3M,305129,133875:305129,MEMORIAL to City Hall,3315
5,305130,134859:305130,EDWARD to Westfort,3136
3M,305131,135395:305131,MEMORIAL to Northwood,3322
3M,305132,133851:305132,MEMORIAL to Airport,3321
3M,305133,135406:305133,MEMORIAL to Airport,3321
11,305134,134242:305134,JOHN to Waterfront,3318
3M,305135,133864:305135,MEMORIAL to Northwood,3322
3M,305136,135366:305136,MEMORIAL to Jumbo Gardens,3314
8,305137,138723:305137,JAMES to College,3211
5,305138,138972:305138,EDWARD to Waterfront,3119
5,305139,132532:305139,EDWARD to Westfort,3136
3M,305140,133822:305140,MEMORIAL to City Hall,3315
3J,305141,134891:305141,JUMBO GARDENS to Airport,3303
3M,305142,133788:305142,MEMORIAL to Jumbo Gardens,3314
16,305143,134684:305143,BALMORAL to City Hall,3166
3M,305144,135404:305144,MEMORIAL to Airport,3321
11,305145,134812:305145,JOHN to Waterfront,3318
13,305146,134638:305146,JOHN-JUMBO to Waterfront,3306
16,305147,134676:305147,BALMORAL to City Hall,3166
8,305148,138698:305148,JAMES to Intercity,3258
16,305149,134472:305149,BALMORAL to City Hall,3166
3M,305150,133840:305150,MEMORIAL to Northwood,3322
14,305151,139056:305151,ARTHUR to Airport,3145
1,305152,135653:305152,MAINLINE to Current River,3274
3C,305153,135539:305153,COUNTY PARK to Northwood,3305
3C,305154,132510:305154,COUNTY PARK to City Hall,3311
13,305155,134544:305155,JOHN-JUMBO to Waterfront,3306
9,305156,135142:305156,JUNOT to Intercity,3313
3C,305157,132524:305157,COUNTY PARK to Castlegreen Dr,3320
3M,305158,133869:305158,MEMORIAL to Northwood,3317
3M,305159,135381:305159,MEMORIAL to Northwood,3322
3J,305160,134323:305160,JUMBO GARDENS to Airport,3303
3C,305161,134995:305161,COUNTY PARK to Northwood,3305
14,305162,135555:305162,ARTHUR to Airport,3145
11,305163,134815:305163,JOHN to Waterfront,3318
13,305164,134552:305164,JOHN-JUMBO to County Fair,3265
13,305165,134542:305165,JOHN-JUMBO to Waterfront,3306
8,305166,132812:305166,JAMES to Intercity,3258
3C,305167,134178:305167,COUNTY PARK to Northwood,3305
8,305168,135185:305168,JAMES to City Hall via College,3259
3M,305169,133819:305169,MEMORIAL to County Park,3310
3J,305170,135658:305170,JUMBO GARDENS to Airport,3303
5,305171,134853:305171,EDWARD to Westfort,3136
9,305173,133949:305173,JUNOT to Waterfront,3261
5,305174,132535:305174,EDWARD to Westfort,3136
3J,305175,134347:305175,JUMBO GARDENS to Sherwood Dr.,3309
5,305176,134310:305176,EDWARD to Waterfront,3119
10,305177,132414:305177,NORTHWOOD to County Park,3112
9,305178,135134:305178,JUNOT to Intercity,3313
3M,305179,135415:305179,MEMORIAL to County Park,3310
9,305180,138655:305180,JUNOT to Waterfront,3261
3C,305181,132507:305181,COUNTY PARK to Northwood,3305
3C,305182,134180:305182,COUNTY PARK to Northwood,3305
8,305183,132807:305183,JAMES to Intercity,3258
1,305184,138847:305184,MAINLINE to Current River,3274
3C,305185,135024:305185,COUNTY PARK to Castlegreen Dr,3320
3M,305186,132638:305186,MEMORIAL to City Hall,3315
14,305187,134778:305187,ARTHUR to City Hall,3243
14,305188,132461:305188,ARTHUR to City Hall,3243
9,305189,135128:305189,JUNOT to Waterfront,3261
5,305190,138951:305190,EDWARD to Westfort,3136
8,305191,134046:305191,JAMES to City Hall via College,3259
3C,305192,132516:305192,COUNTY PARK to Castlegreen Dr,3320
3M,305193,133782:305193,MEMORIAL to County Park,3310
3M,305194,135363:305194,MEMORIAL to County Park,3307
11,305195,135641:305195,JOHN to Waterfront,3318
3C,305196,134199:305196,COUNTY PARK to Castlegreen Dr,3320
8,305197,138711:305197,JAMES to Intercity,3258
3M,305198,135731:305198,MEMORIAL to Airport,3321
8,305199,133994:305199,JAMES to City Hall,3204
8,305200,134048:305200,JAMES to City Hall via College,3259
8,305202,138714:305202,JAMES to Intercity,3258
3C,305203,134202:305203,COUNTY PARK to Castlegreen Dr,3320
9,305204,133977:305204,JUNOT to Intercity,3313
8,305205,135624:305205,JAMES to City Hall via College,3259
3M,305206,133779:305206,MEMORIAL to Waterfront,3304
8,305207,134039:305207,JAMES to City Hall via College,3259
3M,305208,133792:305208,MEMORIAL to Jumbo Gardens,3314
8,305209,138697:305209,JAMES to Intercity,3258
3M,305210,133818:305210,MEMORIAL to County Park,3310
3M,305211,132625:305211,MEMORIAL to Northwood,3317
9,305212,135707:305212,JUNOT to Intercity,3313
8,305213,135189:305213,JAMES to City Hall via College,3259
13,305214,139130:305214,JOHN-JUMBO to County Fair,3265
3M,305215,135578:305215,MEMORIAL to County Park,3307
5,305216,134261:305216,EDWARD to Westfort,3136
3C,305217,139007:305217,COUNTY PARK to Northwood,3271
3C,305218,135541:305218,COUNTY PARK to Northwood,3305
3C,305219,134225:305219,COUNTY PARK to Castlegreen Dr,3320
9,305220,138660:305220,JUNOT to Waterfront,3261
3C,305221,135723:305221,COUNTY PARK to Castlegreen Dr,3320
3M,305222,135571:305222,MEMORIAL to County Park,3307
8,305223,134019:305223,JAMES to Intercity via College,3282
10,305224,132416:305224,NORTHWOOD to County Park,3112
8,305225,134045:305225,JAMES to City Hall via College,3259
13,305226,134639:305226,JOHN-JUMBO to Waterfront,3306
8,305227,134014:305227,JAMES to Intercity via College,3282
16,305228,134682:305228,BALMORAL to City Hall,3166
3C,305229,132520:305229,COUNTY PARK to Castlegreen Dr,3320
8,305230,134030:305230,JAMES to College,3211
8,305231,135175:305231,JAMES to Intercity via College,3282
3C,305232,132514:305232,COUNTY PARK to Castlegreen Dr,3320
9,305233,133940:305233,JUNOT to Waterfront,3261
1,305234,132668:305234,MAINLINE to Current River,3274
13,305235,132387:305235,JOHN-JUMBO to Waterfront,3306
8,305236,132803:305236,JAMES to City Hall via College,3259
1,305237,132681:305237,MAINLINE to Current River,3274
1,305238,134161:305238,MAINLINE to Current River,3274
8,305239,134036:305239,JAMES to City Hall via College,3259
10,305240,139072:305240,NORTHWOOD to County Park,3112
3J,305241,134885:305241,JUMBO GARDENS to Airport,3303
3M,305242,133823:305242,MEMORIAL to Northwood,3317
5,305243,132544:305243,EDWARD to Westfort,3136
3M,305244,133798:305244,MEMORIAL to Jumbo Gardens,3314
5,305245,138966:305245,EDWARD to Westfort,3136
1,305246,138810:305246,MAINLINE to Current River,3234
5,305247,134864:305247,EDWARD to Westfort,3136
3C,305248,132518:305248,COUNTY PARK to Castlegreen Dr,3320
8,305249,134033:305249,JAMES to City Hall via College,3259
9,305250,133974:305250,JUNOT to Intercity,3313
11,305251,134252:305251,JOHN to Waterfront,3318
3C,305252,132529:305252,COUNTY PARK to Castlegreen Dr,3320
3J,305253,134902:305253,JUMBO GARDENS to Sherwood Dr.,3309
8,305254,134003:305254,JAMES to City Hall,3204
1,305255,134157:305255,MAINLINE to Cowan Only,3297
8,305256,135161:305256,JAMES to Intercity via College,3282
1,305257,132670:305257,MAINLINE to Current River,3274
5,305258,138954:305258,EDWARD to Westfort,3136
14,305259,139040:305259,ARTHUR to City Hall,3243
16,305260,135519:305260,BALMORAL to City Hall,3166
5,305261,134273:305261,EDWARD to Westfort,3136
8,305262,135178:305262,JAMES to City Hall via College,3259
5,305263,138965:305263,EDWARD to Westfort,3136
3C,305264,135005:305264,COUNTY PARK to Castlegreen Dr,3320
9,305265,133945:305265,JUNOT to Waterfront,3261
9,305266,135673:305266,JUNOT to Intercity,3313
3M,305267,132592:305267,MEMORIAL to County Park,3310
3M,305268,132573:305268,MEMORIAL to County Park,3310
5,305269,134831:305269,EDWARD to Westfort,3136
3J,305270,134895:305270,JUMBO GARDENS to Airport,3303
8,305271,138724:305271,JAMES to City Hall,3204
8,305272,135552:305272,JAMES to Intercity via College,3282
13,305273,134545:305273,JOHN-JUMBO to Waterfront,3306
3J,305274,134341:305274,JUMBO GARDENS to Sherwood Dr.,3309
3C,305275,134206:305275,COUNTY PARK to Castlegreen Dr,3320
3C,305276,135029:305276,COUNTY PARK to Northwood,3305
5,305277,134259:305277,EDWARD to Westfort,3136
12,305279,134511:305279,to City Hall,3244
14,305280,134371:305280,ARTHUR to City Hall,3243
3M,305281,135411:305281,MEMORIAL to County Park,3310
8,305282,134040:305282,JAMES to City Hall via College,3259
10,305283,139088:305283,NORTHWOOD to County Park,3112
3M,305284,135382:305284,MEMORIAL to Airport,3321
3M,305285,132632:305285,MEMORIAL to Waterfront,3304
3C,305286,134181:305286,COUNTY PARK to Northwood,3305
1,305287,135648:305287,MAINLINE to Current River,3274
3M,305288,132624:305288,MEMORIAL to Northwood,3317
3M,305289,132616:305289,MEMORIAL to Northwood,3317
3J,305290,134345:305290,JUMBO GARDENS to Sherwood Dr.,3309
8,305291,134023:305291,JAMES to Intercity via College,3282
3J,305292,134883:305292,JUMBO GARDENS to Airport,3303
3M,305293,133842:305293,MEMORIAL to Northwood,3322
3C,305294,134185:305294,COUNTY PARK to Northwood,3305
14,305295,139038:305295,ARTHUR to City Hall,3243
3C,305296,134999:305296,COUNTY PARK to Waterfront,3323
8,305297,138721:305297,JAMES to City Hall,3204
5,305298,135528:305298,EDWARD to Westfort,3136
9,305299,135101:305299,JUNOT to University,3312
3C,305300,139022:305300,COUNTY PARK to Castlegreen Dr,3168
3M,305301,133839:305301,MEMORIAL to Airport,3321
3C,305302,134169:305302,COUNTY PARK to Northwood,3305
9,305303,132861:305303,JUNOT to University,3312
10,305304,132424:305304,NORTHWOOD to County Park,3112
5,305305,134861:305305,EDWARD to Westfort,3136
3J,305306,135661:305306,JUMBO GARDENS to Airport,3303
3C,305307,132500:305307,COUNTY PARK to Northwood,3305
1,305308,138844:305308,MAINLINE to Current River,3274
16,305309,134479:305309,BALMORAL to City Hall,3166
5,305310,132555:305310,EDWARD to Waterfront,3119
8,305311,132804:305311,JAMES to City Hall,3204
3C,305312,134203:305312,COUNTY PARK to Castlegreen Dr,3320
13,305313,134553:305313,JOHN-JUMBO to County Fair,3265
3J,305314,134911:305314,JUMBO GARDENS to Sherwood Dr.,3309
5,305315,135512:305315,EDWARD to Westfort,3136
3M,305316,135419:305316,MEMORIAL to Airport,3308
3M,305317,135369:305317,MEMORIAL to County Park,3307
3M,305318,133805:305318,MEMORIAL to County Park,3307
1,305319,138833:305319,MAINLINE to Current River,3274
8,305320,132821:305320,JAMES to College,3211
16,305321,137409:305321,BALMORAL to City Hall,3166
3C,305322,134187:305322,COUNTY PARK to Northwood,3305
14,305323,132460:305323,ARTHUR to City Hall,3243
3M,305324,135702:305324,MEMORIAL to Northwood,3322
1,305325,138836:305325,MAINLINE to Current River,3274
8,305326,138700:305326,JAMES to City Hall via College,3259
3M,305327,133793:305327,MEMORIAL to County Park,3307
3M,305328,135391:305328,MEMORIAL to Northwood,3322
11,305329,134810:305329,JOHN to Waterfront,3318
3M,305330,132595:305330,MEMORIAL to County Park,3310
3M,305331,133865:305331,MEMORIAL to Airport,3308
8,305332,135172:305332,JAMES to Intercity via College,3282
3M,305333,133868:305333,MEMORIAL to Northwood,3317
3M,305334,133825:305334,MEMORIAL to Northwood,3317
9,305335,133937:305335,JUNOT to Waterfront,3261
8,305336,132826:305336,JAMES to College,3211
3M,305338,135361:305338,MEMORIAL to County Park,3307
1,305339,134139:305339,MAINLINE to Current River,3274
3C,305340,134222:305340,COUNTY PARK to Castlegreen Dr,3320
13,305341,139145:305341,JOHN-JUMBO to County Fair,3265
1,305342,132680:305342,MAINLINE to Current River,3274
3C,305343,134989:305343,COUNTY PARK to Northwood,3305
14,305344,132478:305344,ARTHUR to Airport,3145
3C,305345,134195:305345,COUNTY PARK to Waterfront,3323
16,305346,134482:305346,BALMORAL to City Hall,3166
14,305347,132466:305347,ARTHUR to City Hall,3243
3M,305348,133847:305348,MEMORIAL to Airport,3321
3M,305349,133856:305349,MEMORIAL to Northwood,3322
8,305350,134008:305350,JAMES to College,3211
9,305351,132857:305351,JUNOT to University,3312
5,305352,132541:305352,EDWARD to Westfort,3136
13,305353,132375:305353,JOHN-JUMBO to Waterfront,3306
3M,305354,135601:305354,MEMORIAL to Jumbo Gardens,3314
1,305355,134148:305355,MAINLINE to Current River,3274
5,305356,138986:305356,EDWARD to Waterfront,3119
9,305357,138664:305357,JUNOT to Waterfront,3261
14,305358,132467:305358,ARTHUR to City Hall,3243
5,305359,134267:305359,EDWARD to Westfort,3136
10,305360,139070:305360,NORTHWOOD to County Park,3112
1,305361,132664:305361,MAINLINE to Current River,3274
16,305362,134477:305362,BALMORAL to City Hall,3166
8,305363,135198:305363,JAMES to College,3211
13,305364,132407:305364,JOHN-JUMBO to County Fair,3265
5,305365,134269:305365,EDWARD to Westfort,3136
3J,305366,134337:305366,JUMBO GARDENS to Sherwood Dr.,3309
8,305367,135590:305367,JAMES to Intercity via College,3282
8,305368,134012:305368,JAMES to Intercity via College,3282
14,305369,135584:305369,ARTHUR to Airport,3145
3M,305370,135696:305370,MEMORIAL to Airport,3321
3M,305371,133857:305371,MEMORIAL to Airport,3321
14,305372,132477:305372,ARTHUR to Airport,3145
10,305373,139089:305373,NORTHWOOD to Waterfront,3111
8,305374,138731:305374,JAMES to City Hall,3204
3M,305375,135401:305375,MEMORIAL to Northwood,3322
8,305376,132824:305376,JAMES to College,3211
3M,305377,133773:305377,MEMORIAL to Waterfront,3304
1,305378,135074:305378,MAINLINE to Current River,3274
3J,305379,134905:305379,JUMBO GARDENS to Sherwood Dr.,3309
9,305380,133975:305380,JUNOT to Intercity,3313
12,305382,134518:305382,to City Hall,3244
5,305383,132566:305383,EDWARD to Waterfront,3119
5,305384,134844:305384,EDWARD to Waterfront,3119
13,305385,134550:305385,JOHN-JUMBO to County Fair,3265
3J,305386,134331:305386,JUMBO GARDENS to Airport,3303
9,305388,133989:305388,JUNOT to Intercity,3313
9,305389,133973:305389,JUNOT to Intercity,3313
3M,305390,132600:305390,MEMORIAL to Northwood,3317
3M,305391,135426:305391,MEMORIAL to Waterfront,3304
3J,305392,134330:305392,JUMBO GARDENS to Airport,3303
14,305393,139043:305393,ARTHUR to City Hall,3243
5,305394,134271:305394,EDWARD to Westfort,3136
11,305395,134809:305395,JOHN to Waterfront,3318
3M,305396,132601:305396,MEMORIAL to Northwood,3317
5,305397,138959:305397,EDWARD to Westfort,3136
9,305398,133967:305398,JUNOT to University,3312
12,305399,134516:305399,to City Hall,3244
3M,305400,132642:305400,MEMORIAL to City Hall,3315
3J,305401,134889:305401,JUMBO GARDENS to Airport,3303
3J,305402,134906:305402,JUMBO GARDENS to Sherwood Dr.,3309
3M,305403,133797:305403,MEMORIAL to County Park,3307
3C,305404,132505:305404,COUNTY PARK to Northwood,3305
8,305405,132816:305405,JAMES to City Hall via College,3259
3J,305406,134322:305406,JUMBO GARDENS to Airport,3303
3C,305408,135021:305408,COUNTY PARK to Castlegreen Dr,3320
9,305409,135698:305409,JUNOT to Intercity,3313
9,305410,132833:305410,JUNOT to Waterfront,3261
3C,305411,135002:305411,COUNTY PARK to Castlegreen Dr,3320
16,305412,134470:305412,BALMORAL to City Hall,3166
3M,305413,133838:305413,MEMORIAL to Northwood,3322
3M,305414,133859:305414,MEMORIAL to Airport,3321
16,305415,134473:305415,BALMORAL to City Hall,3166
3C,305416,134990:305416,COUNTY PARK to Northwood,3305
3M,305417,135548:305417,MEMORIAL to County Park,3310
8,305418,135576:305418,JAMES to Intercity via College,3282
3M,305419,133871:305419,MEMORIAL to City Hall,3315
3M,305420,132577:305420,MEMORIAL to County Park,3310
9,305422,135125:305422,JUNOT to Waterfront,3261
3C,305423,134997:305423,COUNTY PARK to Northwood,3305
3J,305424,134914:305424,JUMBO GARDENS to Waterfront,3316
13,305425,134561:305425,JOHN-JUMBO to County Fair,3265
3M,305426,133852:305426,MEMORIAL to Northwood,3322
10,305427,139084:305427,NORTHWOOD to County Park,3112
1,305428,138849:305428,MAINLINE to Current River,3274
13,305429,134539:305429,JOHN-JUMBO to Waterfront,3306
8,305430,138694:305430,JAMES to Intercity,3258
3C,305431,132499:305431,COUNTY PARK to Northwood,3305
3M,305432,132588:305432,MEMORIAL to Waterfront,3304
8,305433,134042:305433,JAMES to City Hall via College,3259
3M,305434,135418:305434,MEMORIAL to County Park,3310
3J,305435,134910:305435,JUMBO GARDENS to Sherwood Dr.,3309
8,305436,135167:305436,JAMES to Intercity via College,3282
3M,305437,133781:305437,MEMORIAL to Waterfront,3304
3M,305438,133855:305438,MEMORIAL to Airport,3321
8,305439,138712:305439,JAMES to Intercity,3258
11,305440,134244:305440,JOHN to Waterfront,3318
9,305441,135147:305441,JUNOT to Intercity,3313
3M,305442,135351:305442,MEMORIAL to County Park,3307
1,305443,138843:305443,MAINLINE to Current River,3274
3M,305444,132599:305444,MEMORIAL to Northwood,3317
9,305445,132862:305445,JUNOT to University,3312
3M,305446,132572:305446,MEMORIAL to County Park,3310
3M,305447,133821:305447,MEMORIAL to Northwood,3317
13,305448,132381:305448,JOHN-JUMBO to Waterfront,3306
3M,305449,135420:305449,MEMORIAL to Northwood,3317
14,305450,132484:305450,ARTHUR to Airport,3145
3C,305451,135025:305451,COUNTY PARK to Castlegreen Dr,3320
5,305452,134278:305452,EDWARD to Westfort,3136
3J,305453,135675:305453,JUMBO GARDENS to Sherwood Dr.,3309
13,305454,132392:305454,JOHN-JUMBO to Waterfront,3306
11,305455,134811:305455,JOHN to Waterfront,3318
8,305456,138715:305456,JAMES to College,3211
8,305457,134015:305457,JAMES to Intercity via College,3282
8,305458,134037:305458,JAMES to City Hall via College,3259
8,305459,134004:305459,JAMES to City Hall,3204
16,305460,134685:305460,BALMORAL to City Hall,3166
8,305461,135190:305461,JAMES to City Hall via College,3259
14,305462,139060:305462,ARTHUR to Airport,3145
3J,305463,134893:305463,JUMBO GARDENS to Airport,3303
13,305464,132393:305464,JOHN-JUMBO to County Fair,3265
3M,305465,135424:305465,MEMORIAL to Waterfront,3304
1,305466,134143:305466,MAINLINE to Current River,3274
9,305467,132860:305467,JUNOT to University,3312
5,305468,132542:305468,EDWARD to Westfort,3136
9,305469,133972:305469,JUNOT to Intercity,3313
3C,305470,134208:305470,COUNTY PARK to Castlegreen Dr,3320
3M,305471,133785:305471,MEMORIAL to County Park,3307
5,305473,134862:305473,EDWARD to Westfort,3136
3C,305474,139019:305474,COUNTY PARK to Castlegreen Dr,3168
3C,305475,132512:305475,COUNTY PARK to Castlegreen Dr,3320
8,305476,138713:305476,JAMES to Intercity,3258
4,305477,139187:305477,NEEBING,3219
3M,305478,135397:305478,MEMORIAL to Northwood,3322
8,305479,138699:305479,JAMES to College,3211
3C,305480,134221:305480,COUNTY PARK to Castlegreen Dr,3320
3C,305481,134213:305481,COUNTY PARK to Castlegreen Dr,3320
13,305482,132382:305482,JOHN-JUMBO to Waterfront,3306
5,305483,134836:305483,EDWARD to Westfort,3136
13,305484,132410:305484,JOHN-JUMBO to County Fair,3265
16,305485,134683:305485,BALMORAL to City Hall,3166
8,305486,133997:305486,JAMES to City Hall,3204
3M,305487,132594:305487,MEMORIAL to County Park,3310
3M,305488,135710:305488,MEMORIAL to Northwood,3322
9,305489,132837:305489,JUNOT to Waterfront,3261
8,305490,132790:305490,JAMES to City Hall via College,3259
14,305491,132459:305491,ARTHUR to City Hall,3243
10,305492,132427:305492,NORTHWOOD to County Park,3112
1,305493,135647:305493,MAINLINE to Current River,3274
13,305494,132395:305494,JOHN-JUMBO to County Fair,3265
3M,305495,133841:305495,MEMORIAL to Airport,3321
5,305496,134314:305496,EDWARD to Waterfront,3119
3M,305497,135364:305497,MEMORIAL to Jumbo Gardens,3314
1,305498,132666:305498,MAINLINE to Current River,3274
8,305499,134041:305499,JAMES to City Hall via College,3259
5,305500,134258:305500,EDWARD to Westfort,3136
