stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_code
1520,Arthur & Willard,48.38075,-89.30737,0,1520
1521,Arthur & Valhalla Inn,48.38076,-89.30478,0,1521
1522,Thunder Bay Airport,48.37245,-89.3112,0,1522
1524,Arthur & HWY 61,48.38074,-89.29812,0,1524
1525,Arthur & Mountdale,48.38075,-89.29612,0,1525
1526,Arthur & Victoria Inn,48.38076,-89.2927,0,1526
1527,Arthur & James,48.38075,-89.2887,0,1527
1528,Arthur & 400s Block,48.38077,-89.28626,0,1528
1529,Arthur & Leland,48.38078,-89.2833,0,1529
1530,Arthur & Brown,48.38076,-89.2817,0,1530
1531,Arthur & Edward,48.38079,-89.2774,0,1531
1533,Arthur & Ford,48.3808,-89.27316,0,1533
1535,Arthur & Waterloo,48.38077,-89.26678,0,1535
1536,Arthur & Vickers Park,48.38078,-89.2605,0,1536
1537,Arthur & Franklin,48.38079,-89.25617,0,1537
1538,Arthur & Marks,48.3808,-89.25358,0,1538
1539,Vickers & Cumming,48.38709,-89.251,0,1539
1540,Vickers & Dease,48.3909,-89.25102,0,1540
1541,Vickers & Weigand,48.39317,-89.25101,0,1541
1542,Northern & McKellar,48.39459,-89.24981,0,1542
1543,Northern & Syndicate,48.3946,-89.24818,0,1543
1544,Northern & May,48.39545,-89.24606,0,1544
1545,Pacific & Wiley,48.39463,-89.24398,0,1545
1546,Pacific & Robertson,48.39466,-89.24126,0,1546
1547,Pacific & McMurray,48.39467,-89.2397,0,1547
1548,Pacific & Simpson,48.39467,-89.23706,0,1548
1549,Pacific & McIntosh,48.3947,-89.23195,0,1549
1550,McPherson & Connolly,48.39455,-89.22948,0,1550
1551,Christie & McLeod,48.3928,-89.22932,0,1551
1552,Christie & McIntosh,48.39218,-89.23102,0,1552
1553,Christie & McTavish,48.39166,-89.23248,0,1553
1554,Connolly & McLaughlin,48.39335,-89.23238,0,1554
1555,McLeod & Pacific,48.39453,-89.23077,0,1555
1556,Pacific & McIntosh,48.3948,-89.23214,0,1556
1561,Northern & Brodie,48.39531,-89.24671,0,1561
1562,Northern & Syndicate,48.39471,-89.24871,0,1562
1565,Balmoral & Forest,48.39696,-89.2581,0,1565
1566,William & Health Unit,48.40007,-89.25935,0,1566
1569,Balmoral & Sibley,48.40407,-89.25835,0,1569
1570,Balmoral & Forest,48.39734,-89.25828,0,1570
1571,Balmoral & Harold,48.3933,-89.2583,0,1571
1572,Balmoral & Dease,48.3909,-89.2583,0,1572
1573,Cameron & Bernard,48.38915,-89.25594,0,1573
1574,Cameron & Marks,48.38915,-89.25413,0,1574
1575,Cameron & Harold,48.38916,-89.25212,0,1575
1576,Vickers & Cumming,48.3869,-89.25119,0,1576
1577,Donald & Archibald,48.38245,-89.24854,0,1577
1578,James & Gore,48.36424,-89.28958,0,1578
1579,Montreal & Bailey,48.35846,-89.29108,0,1579
1580,Montreal & Mountdale,48.35711,-89.29479,0,1580
1581,Bombardier Lot 1,48.35706,-89.29709,0,1581
1582,Bombardier Lot 2,48.35697,-89.30086,0,1582
1583,Neebing & Montreal,48.35715,-89.30602,0,1583
1584,Chippewa & Mountain,48.34626,-89.30209,0,1584
1585,Chippewa & James,48.35467,-89.286,0,1585
1586,City Rd. & Chapmans,48.35639,-89.27918,0,1586
1587,City Rd. & K&A,48.35652,-89.27448,0,1587
1588,City Rd. & Back St.,48.35684,-89.268,0,1588
1589,City Rd. & Mission Rd.,48.35698,-89.26399,0,1589
1590,Anemki & FWFN Office,48.35364,-89.2641,0,1590
1591,Mission & City Rd.,48.35662,-89.26364,0,1591
1592,City Rd. & Back St.,48.3569,-89.26948,0,1592
1593,City Rd. & K&A,48.35677,-89.27379,0,1593
1594,City Rd. & Chapmans,48.35661,-89.27843,0,1594
1595,City Rd. & James,48.35529,-89.28411,0,1595
1596,Chippewa & Mountain,48.34634,-89.30219,0,1596
1597,Broadway & Cemetery,48.3537,-89.3195,0,1597
1598,Broadway & Meryle,48.35405,-89.32469,0,1598
1599,Broadway & Prokops,48.3542,-89.32822,0,1599
1600,Broadway & 1500s Block,48.35432,-89.33036,0,1600
1601,Broadway & Victor,48.35445,-89.33301,0,1601
1602,Broadway & Community Ctr.,48.35513,-89.33762,0,1602
1603,Broadway & Daisy,48.35595,-89.34123,0,1603
1604,Broadway & Glenwood,48.35656,-89.34397,0,1604
1605,Broadway & CN Yard,48.35696,-89.34566,0,1605
1606,Broadway & Highland,48.35701,-89.3493,0,1606
1607,Broadway & 1900s Block,48.35703,-89.35161,0,1607
1608,Broadway & King,48.35736,-89.35496,0,1608
1609,Fort William Historical Park,48.34731,-89.35428,0,1609
1610,Broadway & Kerega,48.35755,-89.35741,0,1610
1611,Broadway & Bowlker,48.35786,-89.36105,0,1611
1612,Broadway & 2100s Block,48.35828,-89.36584,0,1612
1613,Broadway & 22nd Side Rd.,48.35879,-89.37172,0,1613
1614,Broadway & 25th Side Rd.,48.35983,-89.38306,0,1614
1615,25th Side Rd. & Rosslyn,48.36234,-89.38849,0,1615
1616,Rosslyn & Whitegates,48.36248,-89.38168,0,1616
1617,Rosslyn & Tonkin,48.36247,-89.37736,0,1617
1618,Rosslyn & 22nd Side Rd.,48.36248,-89.3725,0,1618
1619,Rosslyn & Piper,48.36246,-89.36828,0,1619
1620,Rosslyn & 20th Side Rd.,48.36246,-89.36128,0,1620
1621,Rosslyn & Demeuron,48.36248,-89.35291,0,1621
1622,Glenoah & Rosslyn,48.3628,-89.34583,0,1622
1623,Lynda & Rosslyn,48.36264,-89.34853,0,1623
1624,Rosslyn & Taylor,48.36251,-89.35252,0,1624
1625,20th Side Rd. & Perozak St.,48.36657,-89.36094,0,1625
1626,20th Side Rd. & Otway,48.36355,-89.36094,0,1626
1627,20th Side Rd. & Trotter,48.37154,-89.36093,0,1627
1628,20th Side Rd. & Malibu,48.37448,-89.36094,0,1628
1629,20th Side Rd. & Herrick,48.37764,-89.36089,0,1629
1630,20th Side Rd. & Arthur,48.38038,-89.36089,0,1630
1631,Arthur & Community Centre,48.38103,-89.3504,0,1631
1632,Arthur & Garden,48.38081,-89.34207,0,1632
1633,Arthur & 1600s Block,48.38081,-89.33806,0,1633
1634,Arthur & Vanguard,48.38079,-89.33498,0,1634
1635,Arthur & 15th Side Rd.,48.38074,-89.33131,0,1635
1636,Arthur & Brunetti,48.38082,-89.32209,0,1636
1637,Arthur & 1300s Block,48.3808,-89.31557,0,1637
1638,Bombardier Entrance,48.35686,-89.30084,0,1638
1639,Montreal & Mountdale,48.357,-89.29477,0,1639
1640,Montreal & Bailey,48.35856,-89.29048,0,1640
1641,Churchill & Edward,48.39016,-89.27955,0,1641
1642,Churchill & Hemlock,48.39016,-89.28214,0,1642
1643,Churchill & Sycamore,48.39014,-89.28668,0,1643
1644,Churchill & James,48.39015,-89.29043,0,1644
1645,Churchill & Parkway,48.39005,-89.29367,0,1645
1646,Churchill & Champlain,48.38981,-89.29532,0,1646
1647,Redwood & Churchill,48.39091,-89.29804,0,1647
1648,Redwood & Mohawk,48.39252,-89.29698,0,1648
1649,Redwood & Cambrian,48.39318,-89.2943,0,1649
1650,Redwood & Simon Fraser,48.3939,-89.29205,0,1650
1651,Redwood & James,48.3939,-89.28906,0,1651
1652,Redwood & Limbrick,48.39389,-89.28638,0,1652
1653,Redwood & University,48.3939,-89.28484,0,1653
1654,Redwood & Sherbrooke,48.39463,-89.28066,0,1654
1655,Redwood & Sherbrooke,48.39473,-89.28046,0,1655
1656,Redwood & Spruce,48.39405,-89.28326,0,1656
1657,Redwood & Limbrick,48.39398,-89.28584,0,1657
1658,Redwood & James,48.39397,-89.28913,0,1658
1665,Churchill & James,48.39007,-89.2888,0,1665
1666,Churchill & Sycamore,48.39007,-89.28652,0,1666
1667,Churchill & Hemlock,48.39005,-89.28275,0,1667
1668,Churchill & Edward,48.39005,-89.27918,0,1668
1669,Syndicate & Arthur,48.38034,-89.24785,0,1669
1670,Syndicate & Ridgeway,48.37941,-89.24783,0,1670
1671,Syndicate & Duncan,48.37662,-89.24906,0,1671
1672,Syndicate & Vickers,48.37505,-89.25056,0,1672
1673,Walsh & Catherine,48.3744,-89.25228,0,1673
1674,Walsh & Marks,48.37439,-89.25375,0,1674
1675,Walsh & Brunswick,48.3744,-89.26247,0,1675
1676,Walsh & Hyde Park,48.3744,-89.26535,0,1676
1677,Walsh & Tarbutt,48.3744,-89.26732,0,1677
1678,Walsh & Kingsway,48.3744,-89.26891,0,1678
1679,Walsh & Waterloo,48.37436,-89.27206,0,1679
1680,Walsh & Ruskin,48.37438,-89.2747,0,1680
1681,Walsh & Minto,48.37441,-89.27648,0,1681
1682,Walsh & Edward,48.3744,-89.27783,0,1682
1683,Walsh & Brown,48.37438,-89.28046,0,1683
1684,Walsh & Leland,48.37438,-89.28358,0,1684
1685,Walsh & Holly,48.37434,-89.28679,0,1685
1686,James & Walsh,48.37471,-89.28944,0,1686
1687,James & Isabella,48.3767,-89.28945,0,1687
1688,James & Mini-Queens Park,48.37813,-89.28943,0,1688
1689,James & Arthur,48.3806,-89.28941,0,1689
1690,James & Donald,48.38199,-89.28944,0,1690
1691,James & Victoria,48.38454,-89.28942,0,1691
1692,James & Riverview,48.38617,-89.28944,0,1692
1693,James & Parkway,48.38791,-89.28944,0,1693
1694,James & Churchill,48.38969,-89.28943,0,1694
1695,James & 400s Block,48.39191,-89.28946,0,1695
1696,James & McGill,48.39488,-89.28947,0,1696
1697,James & Vale,48.39632,-89.28945,0,1697
1698,James & Limbrick,48.39888,-89.28946,0,1698
1699,James & Lambton,48.40028,-89.2868,0,1699
1700,James & Sheridan,48.40028,-89.28311,0,1700
1701,James & Conestoga,48.40023,-89.27909,0,1701
1702,James & Brecia,48.39954,-89.27728,0,1702
1703,William & Balmoral,48.39996,-89.25912,0,1703
1704,Balmoral & Hewitson,48.40421,-89.25812,0,1704
1705,Alloy & Cobalt,48.40872,-89.25697,0,1705
1706,Alloy & Tungsten,48.40872,-89.25436,0,1706
1707,Tungsten & Alloy,48.40941,-89.25391,0,1707
1708,Tungsten & Cobalt,48.41125,-89.25391,0,1708
1709,Central & Squire,48.41348,-89.24616,0,1709
1710,Central & Carrick,48.41237,-89.24986,0,1710
1711,Central & Alloy,48.41194,-89.25233,0,1711
1712,Central & 700s Block,48.41192,-89.25634,0,1712
1713,Central & Reume,48.4119,-89.26,0,1713
1714,Amber & Jade,48.41062,-89.26102,0,1714
1715,Amber & 1200s Block,48.40736,-89.26157,0,1715
1716,Alloy & Balmoral,48.40867,-89.25877,0,1716
1717,James & Brecia,48.39963,-89.27715,0,1717
1718,James & Sheridan,48.40038,-89.28025,0,1718
1719,James & Ryerson,48.40038,-89.28369,0,1719
1720,James & Lambton,48.4004,-89.2869,0,1720
1721,James & Limbrick,48.39888,-89.28964,0,1721
1722,James & Vale,48.39646,-89.28961,0,1722
1723,James & McGill,48.39489,-89.28963,0,1723
1724,James & 400s Block,48.39256,-89.2896,0,1724
1725,James & Churchill,48.39051,-89.28964,0,1725
1726,James & Parkway,48.38762,-89.2896,0,1726
1727,James & Victoria,48.38453,-89.28964,0,1727
1728,James & Donald,48.38155,-89.2896,0,1728
1729,James & Arthur,48.38014,-89.28961,0,1729
1730,James & Mini-Queens Park,48.37826,-89.28961,0,1730
1731,James & Isabella,48.3764,-89.2896,0,1731
1732,James & Walsh,48.37479,-89.28959,0,1732
1733,Walsh & Linwood,48.37428,-89.28607,0,1733
1734,Walsh & Brown,48.37428,-89.28203,0,1734
1735,Walsh & Edward,48.37428,-89.27905,0,1735
1736,Walsh & Grey,48.37421,-89.27521,0,1736
1737,Walsh & Ruskin,48.3742,-89.27328,0,1737
1738,Walsh & Hall,48.3742,-89.27204,0,1738
1739,Walsh & Kelly,48.37429,-89.26858,0,1739
1740,Walsh & Mortimer,48.37429,-89.26595,0,1740
1741,Walsh & Hyde Park,48.37429,-89.26466,0,1741
1742,Walsh & Brunswick,48.37429,-89.26215,0,1742
1743,Walsh & Marks,48.37429,-89.25414,0,1743
1744,Walsh & Syndicate,48.37429,-89.25186,0,1744
1745,Syndicate & Vickers,48.37506,-89.25037,0,1745
1746,Syndicate & Duncan,48.37666,-89.24883,0,1746
1747,Syndicate & Ridgeway,48.37907,-89.24767,0,1747
1748,Syndicate & Arthur,48.38062,-89.24768,0,1748
1749,May & Leith,48.38609,-89.24544,0,1749
1750,May & Cameron,48.38907,-89.24545,0,1750
1751,May & Dease,48.39035,-89.24541,0,1751
1753,May & Ogden,48.39371,-89.2454,0,1753
1754,May & Northern,48.39661,-89.24546,0,1754
1755,May & William,48.39851,-89.24545,0,1755
1756,May & Isabel,48.40002,-89.24543,0,1756
1757,Memorial & Intercity Mall,48.40285,-89.24545,0,1757
1758,Memorial & Dunlop,48.40467,-89.24545,0,1758
1760,Memorial & 13th,48.40922,-89.24546,0,1760
1761,Memorial & 11th,48.41064,-89.24548,0,1761
1762,Memorial & Sixth,48.41505,-89.24252,0,1762
1763,Memorial & Fourth,48.41707,-89.24105,0,1763
1764,Memorial & Third,48.4188,-89.2398,0,1764
1765,Memorial & First,48.42024,-89.23875,0,1765
1766,Memorial & High,48.42152,-89.23773,0,1766
1767,Memorial & Lisgar,48.42316,-89.23664,0,1767
1768,Memorial & Queen,48.42612,-89.2345,0,1768
1769,Tungsten & Copper,48.41305,-89.25425,0,1769
1770,Tungsten & Lithium,48.41514,-89.25456,0,1770
1771,Jasper & Glacier Ridge,48.41776,-89.25392,0,1771
1772,Jasper & HAGI,48.41879,-89.25483,0,1772
1773,Balmoral & Beverly,48.42139,-89.25271,0,1773
1774,Balmoral & Academy,48.42366,-89.25268,0,1774
1775,Golf Links & Sunrise,48.42835,-89.27433,0,1775
1776,Golf Links & Riviera,48.43309,-89.27268,0,1776
1777,Golf Links & Crystal,48.43605,-89.26924,0,1777
1778,Golf Links & Anten,48.43967,-89.26379,0,1778
1779,Junot & Windsor,48.44376,-89.25735,0,1779
1780,Junot & Walkover,48.44636,-89.25215,0,1780
1781,Junot & Red River,48.44719,-89.25031,0,1781
1782,Junot & Melon,48.44897,-89.24652,0,1782
1783,River & Whalen,48.45008,-89.24148,0,1783
1784,River & Rockwood,48.44927,-89.23856,0,1784
1785,River & Madeline,48.44852,-89.23582,0,1785
1786,River & Hill,48.44728,-89.23126,0,1786
1787,River & High,48.44649,-89.22836,0,1787
1788,River & Knight,48.4459,-89.22623,0,1788
1789,River & College,48.44519,-89.22364,0,1789
1791,River & Farrand,48.44395,-89.21941,0,1791
1792,Algoma & Dufferin,48.4334,-89.2279,0,1792
1793,Algoma & Bay,48.43206,-89.22929,0,1793
1794,Algoma & Cornwall,48.42983,-89.23153,0,1794
1795,Algoma & John,48.42864,-89.23277,0,1795
1796,Memorial & Queen,48.42646,-89.23446,0,1796
1797,Memorial & Lisgar,48.42404,-89.23621,0,1797
1798,Memorial & High,48.42228,-89.2375,0,1798
1799,Memorial & Second,48.41896,-89.23989,0,1799
1800,Memorial & Sixth,48.41487,-89.24288,0,1800
1801,Memorial & Squire,48.41678,-89.24147,0,1801
1802,Memorial & 10th,48.41233,-89.24474,0,1802
1803,Memorial & 13th,48.4089,-89.24563,0,1803
1804,Memorial & Dunlop,48.40468,-89.24564,0,1804
1805,Memorial & Isabel,48.40107,-89.24564,0,1805
1806,May & William,48.39886,-89.24561,0,1806
1808,May & Northern,48.3959,-89.24568,0,1808
1809,May & Southern,48.3939,-89.2457,0,1809
1810,May & Dease,48.39032,-89.24567,0,1810
1812,May & Bethune,48.38783,-89.24563,0,1812
1814,Algoma & Pearl,48.43533,-89.22591,0,1814
1815,John & Clarkson,48.43919,-89.25913,0,1815
1816,John & Junot,48.44106,-89.26106,0,1816
1817,James & Gordon,48.37267,-89.28986,0,1817
1818,Camelot & Court,48.43748,-89.21945,0,1818
1819,Balsam & Simcoe,48.45136,-89.22558,0,1819
1820,Balsam & Melvin,48.44846,-89.22549,0,1820
1821,Superior Collegiate,48.4492,-89.22792,0,1821
1822,High & Theresa,48.45204,-89.22784,0,1822
1823,Golf Links & Harbour Xpress,48.40623,-89.27437,0,1823
1824,Golf Links & Central,48.41033,-89.27448,0,1824
1827,May & Miles,48.38503,-89.24555,0,1827
1828,Simpson & George,48.38343,-89.24322,0,1828
1829,Simpson & Victoria,48.38369,-89.24296,0,1829
1830,Miles & Courthouse,48.38552,-89.24742,0,1830
1831,Simpson & Miles,48.38506,-89.2422,0,1831
1832,Vickers & Cameron,48.38871,-89.25101,0,1832
1833,Fort William Clinic,48.42383,-89.27438,0,1833
1834,Miles & Courthouse,48.38563,-89.24691,0,1834
1835,Fort William Clinic,48.42289,-89.27461,0,1835
1836,May & George,48.38353,-89.24537,0,1836
1837,Lithium & Balmoral,48.41564,-89.25755,0,1837
1838,Cameron & Harold,48.38926,-89.25208,0,1838
1839,Cameron & Norah,48.38926,-89.25429,0,1839
1840,Balmoral & Cameron,48.39097,-89.25811,0,1840
1841,Balmoral & Norah,48.39469,-89.25813,0,1841
1842,Donald & Harold,48.38256,-89.25182,0,1842
1843,Donald & Harold,48.3824,-89.25274,0,1843
1844,Court & Manitou,48.43228,-89.22556,0,1844
1845,Court & Red River,48.43544,-89.2222,0,1845
1846,John & Machar,48.42799,-89.23236,0,1846
1847,Northern & CLE,48.39728,-89.2431,0,1847
1848,Hogarth Riverview Manor,48.38786,-89.27048,0,1848
1849,Sister Margaret Smith,48.38635,-89.27039,0,1849
1850,Vickers & Weigand,48.39286,-89.25114,0,1850
1851,Vickers & Cameron,48.38872,-89.25116,0,1851
1852,Junot & John,48.44178,-89.26078,0,1852
1853,Junot & John,48.44182,-89.26102,0,1853
1854,Mission & Back,48.35268,-89.2665,0,1854
1855,FWFN Community Centre,48.34926,-89.26508,0,1855
1856,Anemki & Wolf,48.35147,-89.2636,0,1856
9990,Transit garage,48.4161599725485,-89.2363599222154,0,9990
9991,Transit garage,48.4161599725485,-89.2363599222154,0,9991
