stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_code
1124,Cumberland & Van Horne,48.4421,-89.21049,0,1124
1125,Cumberland & Angus,48.44397,-89.20698,0,1125
1126,Cumberland & Egan,48.44467,-89.20564,0,1126
1127,Cumberland & Fitzgerald,48.44557,-89.20393,0,1127
1128,Clavet & Cumberland,48.44738,-89.20205,0,1128
1129,Clavet & Court,48.44835,-89.20318,0,1129
1130,Clavet & Algoma,48.44975,-89.20486,0,1130
1131,Algoma & Dawson Court,48.45176,-89.20274,0,1131
1132,Algoma & MacDougall,48.45302,-89.20038,0,1132
1133,MacDougall & Algoma,48.45245,-89.1993,0,1133
1135,MacDougall & Cumberland,48.45013,-89.19647,0,1135
1136,Cumberland & Gibson,48.45127,-89.19315,0,1136
1137,Cumberland & Parks North,48.45276,-89.19045,0,1137
1138,Hodder & Grenville,48.45577,-89.18468,0,1138
1139,Hodder & Cuyler,48.45881,-89.18219,0,1139
1140,Hodder & Merrill,48.46128,-89.18217,0,1140
1141,Hodder & Morse,48.46265,-89.18217,0,1141
1142,Hodder & Lillian,48.46458,-89.18216,0,1142
1143,Hodder & Surrey,48.4665,-89.18214,0,1143
1144,Hodder & Arundel,48.4686,-89.18212,0,1144
1146,Hodder & Elliot,48.47192,-89.18205,0,1146
1147,Hodder & Black Bay,48.47422,-89.18193,0,1147
1148,Hodder & Rona,48.47628,-89.1819,0,1148
1150,Cowan & Hodder,48.47868,-89.18251,0,1150
1152,Leslie & Rona,48.47696,-89.18518,0,1152
1153,Leslie & Black Bay,48.47392,-89.1852,0,1153
1154,Black Bay & Grenville,48.47349,-89.18764,0,1154
1155,Black Bay & Dewe,48.47294,-89.1904,0,1155
1157,Dewe & 500s Block,48.47059,-89.19076,0,1157
1158,Dewe & Arundel,48.46913,-89.19076,0,1158
1159,Arundel & Grenville,48.46886,-89.18809,0,1159
1160,Leslie & Arundel,48.46844,-89.18512,0,1160
1161,Leslie & Conyers,48.46726,-89.1851,0,1161
1162,Leslie & Talbot,48.46561,-89.18508,0,1162
1163,Lillian & Leslie,48.46441,-89.18591,0,1163
1165,Greville & Rita,48.46384,-89.18776,0,1165
1166,Grenville & Morse,48.46238,-89.18771,0,1166
1167,Grenville & Marion,48.4611,-89.18771,0,1167
1168,Grenville & Adams,48.45962,-89.18771,0,1168
1169,Grenville & Roberta,48.45835,-89.18766,0,1169
1170,Grenville & Adelaide,48.45714,-89.1873,0,1170
1171,Cumberland & Grenville,48.45514,-89.18626,0,1171
1172,Cumberland & Gibson,48.45133,-89.19345,0,1172
1173,Cumberland & Beck,48.45057,-89.19488,0,1173
1174,MacDougall & Cumberland,48.45032,-89.19658,0,1174
1176,MacDougall & Algoma,48.45263,-89.1993,0,1176
1177,Algoma & MacDougall,48.45305,-89.20054,0,1177
1178,Algoma & Dawson Court,48.45196,-89.20255,0,1178
1179,Clavet & Algoma,48.44978,-89.20505,0,1179
1180,Clavet & Cumberland,48.44713,-89.20184,0,1180
1181,Cumberland & Munro,48.44618,-89.2031,0,1181
1182,Cumberland & Egan,48.44487,-89.20558,0,1182
1183,Cumberland & Angus,48.44358,-89.20802,0,1183
1184,Cumberland & Van Horn,48.44275,-89.20957,0,1184
1185,Cumberland & Wolseley,48.44163,-89.2117,0,1185
1186,Cumberland & Elgin,48.4402,-89.21414,0,1186
1187,Cumberland & Villa,48.4383,-89.21586,0,1187
1188,Cumberland & Tupper,48.43711,-89.21709,0,1188
1189,Cumberland & Red River,48.43447,-89.21986,0,1189
1190,Cumberland & Pearl,48.43301,-89.22133,0,1190
1191,Cumberland & Wilson,48.43199,-89.22241,0,1191
1192,Cumberland & Water,48.4309,-89.22353,0,1192
1193,Bay & Johnson,48.43037,-89.22607,0,1193
1194,Court & Bay,48.43043,-89.22764,0,1194
1195,Court & Cornwall,48.42897,-89.22915,0,1195
1196,Court & Queen,48.42721,-89.23103,0,1196
1197,Ft. Wm. Rd. & Wholesale Club,48.42605,-89.23233,0,1197
1198,Ft. Wm. Rd. & Lisgar,48.42383,-89.23327,0,1198
1200,Ft. Wm. Rd. & Water,48.42161,-89.23305,0,1200
1201,Ft. Wm. Rd. & Second,48.41944,-89.23429,0,1201
1202,Camelot & Court,48.43736,-89.21905,0,1202
1203,Court & Camelot,48.43745,-89.22038,0,1203
1204,Court & Red River,48.43591,-89.22192,0,1204
1205,Court & Lincoln,48.43467,-89.22322,0,1205
1206,Court & Manitou,48.43188,-89.22622,0,1206
1207,John & Machar,48.42788,-89.23146,0,1207
1208,John & Secord,48.42876,-89.23477,0,1208
1209,John & Banning,48.42921,-89.23678,0,1209
1210,High & Queen,48.42712,-89.23839,0,1210
1211,Inchiquin & Winnipeg,48.42486,-89.23989,0,1211
1212,Canada Games Complex,48.42359,-89.24087,0,1212
1213,Community Auditorium,48.42194,-89.2409,0,1213
1214,Beverly & Newton,48.42136,-89.24317,0,1214
1215,Beverly & Pasteur,48.42093,-89.24636,0,1215
1216,Ravenwood & Beverly,48.42142,-89.24725,0,1216
1217,Academy & Beaver,48.42303,-89.24858,0,1217
1219,Academy & Balmoral,48.4241,-89.25217,0,1219
1220,Oliver & Balmoral,48.4259,-89.25398,0,1220
1221,Oliver & Bora Laskin,48.42526,-89.25626,0,1221
1222,Lakehead University,48.42144,-89.26211,0,1222
1223,Nursing Building,48.42242,-89.26092,0,1223
1224,Oliver & Keith Jobbitt,48.42205,-89.26714,0,1224
1225,Thunder Bay Regional Hospital,48.42436,-89.27016,0,1225
1226,Golf Links & Oliver,48.41959,-89.27467,0,1226
1227,Golf Links & Medical Clinic,48.41534,-89.2747,0,1227
1228,Golf Links & Ridgecrest,48.40999,-89.2747,0,1228
1229,Golf Links & Innovation,48.40764,-89.2748,0,1229
1230,Golf Links & Fanshaw,48.4029,-89.27468,0,1230
1231,Confederation College,48.40297,-89.26967,0,1231
1232,Sibley Residence,48.39994,-89.26883,0,1232
1233,Edward & James,48.39862,-89.27467,0,1233
1234,Edward & Ironwood,48.39653,-89.27549,0,1234
1235,Edward & Redwood,48.39497,-89.27707,0,1235
1236,Northwood Park Plaza,48.39317,-89.27848,0,1236
1237,Edward & Ward,48.39175,-89.27872,0,1237
1238,Edward & Churchill,48.39052,-89.27875,0,1238
1239,Edward & Parkway,48.38847,-89.27869,0,1239
1240,Edward & Park Row,48.38672,-89.27867,0,1240
1241,Edward & Miles,48.38538,-89.27867,0,1241
1242,Victoria & Maplewood,48.38408,-89.27753,0,1242
1243,Victoria & Oakwood,48.38408,-89.27537,0,1243
1244,Victoria & Ford,48.38411,-89.27237,0,1244
1245,Victoria & Lillie,48.38408,-89.26997,0,1245
1246,Victoria & Hyde Park,48.38406,-89.26555,0,1246
1247,Victoria & Wellington,48.38406,-89.26148,0,1247
1248,Victoria & Selkirk,48.38407,-89.25877,0,1248
1249,Victoria & Franklin,48.38407,-89.25703,0,1249
1250,Victoria & Franklin,48.3842,-89.25712,0,1250
1251,Victoria & Selkirk,48.3842,-89.25968,0,1251
1252,Victoria & Waterloo,48.38419,-89.26166,0,1252
1253,Victoria & Friendship Gardens,48.38419,-89.26587,0,1253
1255,Victoria & Lillie,48.38419,-89.27001,0,1255
1256,Victoria & Ford,48.38419,-89.27315,0,1256
1257,Victoria & Oakwood,48.38419,-89.2755,0,1257
1258,Victoria & Maplewood,48.38419,-89.27712,0,1258
1259,Edward & Victoria,48.38386,-89.27868,0,1259
1260,Edward & Donald,48.38216,-89.27865,0,1260
1261,Edward & Begin,48.37957,-89.27869,0,1261
1262,Edward & Isabella,48.37684,-89.27867,0,1262
1263,Edward & Walsh,48.3739,-89.27862,0,1263
1264,Edward & Gordon,48.37271,-89.27865,0,1264
1265,Edward & Christina,48.37097,-89.27868,0,1265
1266,Edward & Brock,48.36809,-89.2786,0,1266
1267,Edward & Frederica,48.36483,-89.27863,0,1267
1268,Gore & Brown,48.36406,-89.28133,0,1268
1269,Brown & Frederica,48.36553,-89.28146,0,1269
1270,Brown & Francis,48.36716,-89.28146,0,1270
1271,Brock & Brown,48.36828,-89.28113,0,1271
1272,Edward & Brock,48.36874,-89.2785,0,1272
1273,Edward & Christina,48.37038,-89.27848,0,1273
1274,Edward & Gordon,48.37244,-89.27849,0,1274
1275,Edward & Walsh,48.37472,-89.27847,0,1275
1276,Edward & Isabella,48.37786,-89.27853,0,1276
1277,Edward & Arthur,48.38034,-89.2785,0,1277
1278,Edward & Donald,48.38269,-89.27851,0,1278
1279,Edward & Victoria,48.38467,-89.27853,0,1279
1280,Edward & Miles,48.3858,-89.27853,0,1280
1281,Edward & Riverview,48.38704,-89.2785,0,1281
1282,Edward & Churchill,48.39043,-89.27847,0,1282
1283,Edward & Ward,48.39165,-89.27852,0,1283
1284,Edward & Redwood,48.39345,-89.27805,0,1284
1285,Edward & Woodlawn,48.39611,-89.27568,0,1285
1286,Edward & James,48.39873,-89.27446,0,1286
1287,Sibley Residence,48.40031,-89.26875,0,1287
1288,Golf Links & Fanshaw,48.40309,-89.27447,0,1288
1289,Golf Links & Ridgecrest,48.4092,-89.27447,0,1289
1290,Golf Links & Medical Clinic,48.41544,-89.27442,0,1290
1291,Golf Links & Oliver,48.4193,-89.27441,0,1291
1292,Thunder Bay Regional Hospital,48.42482,-89.271,0,1292
1293,Oliver & Sanders,48.42212,-89.26627,0,1293
1294,Oliver & Bora Laskin,48.42551,-89.25491,0,1294
1295,Academy & Varsity Row,48.42374,-89.25079,0,1295
1297,Academy & Ravenwood,48.42301,-89.24795,0,1297
1298,Ravenwood & Beverly,48.42112,-89.24737,0,1298
1299,Beverly & Darwin,48.42089,-89.24535,0,1299
1300,Community Auditorium,48.42158,-89.24123,0,1300
1301,Tbaytel Park,48.42364,-89.24073,0,1301
1302,Inchiquin & High,48.42482,-89.23966,0,1302
1303,High & Queen,48.42728,-89.23827,0,1303
1304,Oliver & High,48.42912,-89.23769,0,1304
1305,John & Ontario,48.42879,-89.23534,0,1305
1306,Algoma & John,48.42862,-89.23259,0,1306
1307,Algoma & Cornwall,48.43012,-89.23112,0,1307
1308,Algoma & Bay,48.4316,-89.22951,0,1308
1309,Algoma & Dufferin,48.43329,-89.22778,0,1309
1310,Algoma & Pearl,48.43473,-89.22629,0,1310
1311,Waverly Library,48.43643,-89.22405,0,1311
1312,Red River & Court,48.43631,-89.22141,0,1312
1313,Court & Tupper,48.43834,-89.21927,0,1313
1315,Court & Wolseley,48.44338,-89.21337,0,1315
1316,Wolseley & Ruttan,48.44555,-89.21647,0,1316
1317,Wolseley & Farrand,48.44628,-89.21767,0,1317
1318,Farrand & Meek,48.44844,-89.21693,0,1318
1319,Farrand & Albany,48.45114,-89.21724,0,1319
1321,Farrand & Margaret,48.45336,-89.21732,0,1321
1323,Margaret & Elm,48.45348,-89.22104,0,1323
1324,Balsam & Margaret,48.45366,-89.22541,0,1324
1325,Balsam & Clayte,48.45559,-89.22546,0,1325
1326,Balsam & Hull,48.45687,-89.22545,0,1326
1327,Balsam & Velva,48.45887,-89.22546,0,1327
1328,Balsam & Huron,48.45972,-89.22544,0,1328
1329,Hudson & Huron,48.46075,-89.22411,0,1329
1330,Hudson Heights Apartments,48.46367,-89.2178,0,1330
1331,Hudson & Shuniah,48.46372,-89.21432,0,1331
1333,Hudson & Toledo,48.46376,-89.20977,0,1333
1334,Toledo & Michigan,48.46124,-89.20934,0,1334
1335,Huron & Otto,48.46066,-89.21155,0,1335
1336,Shuniah & Huron,48.46,-89.21471,0,1336
1337,Shuniah & Erie,48.45814,-89.21461,0,1337
1338,Shuniah & Chamberlain,48.45662,-89.21455,0,1338
1339,Shuniah & Redmond,48.45418,-89.2144,0,1339
1340,Shuniah & Mona,48.45309,-89.21434,0,1340
1341,Shuniah & Albany,48.45153,-89.21427,0,1341
1342,Albany & Otto,48.4513,-89.21148,0,1342
1343,Albany & Munro,48.45132,-89.20902,0,1343
1344,Clavet & Algoma,48.4504,-89.20577,0,1344
1345,Court & McCulloch,48.45037,-89.19939,0,1345
1346,Court & Nelson,48.44995,-89.20044,0,1346
1347,Algoma & Munro,48.44986,-89.20653,0,1347
1348,Algoma & 400s Block,48.44852,-89.209,0,1348
1349,Algoma & Angus,48.44727,-89.21136,0,1349
1350,Algoma & McIntyre,48.44591,-89.21321,0,1350
1351,Algoma & Wolseley,48.44439,-89.21526,0,1351
1352,River & Port Arthur Clinic,48.44256,-89.21668,0,1352
1353,Court & Ray,48.44023,-89.21746,0,1353
1354,Court & Tupper,48.43867,-89.21909,0,1354
1355,Red River & St. Paul,48.43514,-89.22054,0,1355
1356,Red River & Court,48.43593,-89.22195,0,1356
1357,Red River & Algoma,48.43744,-89.22453,0,1357
1358,Red River & Regent,48.43819,-89.22684,0,1358
1359,Red River & Waverley,48.43753,-89.22974,0,1359
1360,Red River & High,48.43824,-89.23382,0,1360
1361,Red River & Hill,48.43904,-89.23702,0,1361
1362,Red River & Pine,48.43961,-89.23871,0,1362
1363,Red River & Martha,48.44,-89.24029,0,1363
1364,Red River & Hodge,48.44045,-89.24197,0,1364
1365,St. Joseph's Heritage,48.44213,-89.2409,0,1365
1366,Van Norman & Dorothy,48.44393,-89.23984,0,1366
1367,Red River & Kenogami,48.44192,-89.24638,0,1367
1368,Red River & Algonquin,48.44366,-89.24699,0,1368
1369,Red River & Clarkson,48.44472,-89.24752,0,1369
1370,Red River Towers,48.44606,-89.24822,0,1370
1371,Red River & Junot,48.44727,-89.24897,0,1371
1372,County Fair Mall,48.45186,-89.25448,0,1372
1373,Dawson & East,48.45262,-89.25662,0,1373
1374,East & Market,48.45359,-89.25565,0,1374
1375,East & London,48.45498,-89.25285,0,1375
1376,County & Renfrew,48.4548,-89.24956,0,1376
1377,County & Prescot,48.45523,-89.24795,0,1377
1378,County & Wentworth,48.45626,-89.24583,0,1378
1379,County & Brant,48.45755,-89.24339,0,1379
1380,County & York,48.45971,-89.24245,0,1380
1381,County & 500s Block,48.46221,-89.24198,0,1381
1382,Wardrope & County,48.4633,-89.24141,0,1382
1383,Wardrope & Castlegreen,48.46334,-89.23866,0,1383
1384,Superior View Office,48.46269,-89.23669,0,1384
1385,Castlegreen & 100s Block,48.46151,-89.23669,0,1385
1386,Castlegreen & 1300s Block,48.46031,-89.23691,0,1386
1387,Castlegreen & 900s Block,48.45927,-89.23642,0,1387
1388,Castlegreen & 800s Block,48.45927,-89.2346,0,1388
1389,Castlegreen & 600s Block,48.46042,-89.23389,0,1389
1390,Castlegreen & Superiorview,48.46106,-89.23473,0,1390
1391,Superiorview & 100s Block,48.46202,-89.23315,0,1391
1392,Superiorview & Wardrope,48.46318,-89.23112,0,1392
1393,Wardrope & 200s Block,48.46342,-89.23874,0,1393
1394,Wardrope & Onion Lake,48.46338,-89.24132,0,1394
1395,Wardrope & Kirby,48.46336,-89.24522,0,1395
1396,Wardrope & Glengary,48.46335,-89.24702,0,1396
1397,Wardrope & County,48.4633,-89.25005,0,1397
1398,Wardrope & 500s Block,48.46327,-89.25374,0,1398
1399,Wardrope & Market St.,48.46324,-89.25571,0,1399
1400,Hilldale & Wardrope,48.46263,-89.25835,0,1400
1401,Hilldale & Downing,48.45984,-89.25826,0,1401
1402,Hilldale & 100s Block,48.4568,-89.25813,0,1402
1403,Piccadilly & Walkover,48.45222,-89.25711,0,1403
1404,Walkover & Strand,48.45076,-89.25594,0,1404
1405,Strand & Brittany,48.44874,-89.25996,0,1405
1406,Strand & Windsor,48.44778,-89.26205,0,1406
1407,Strand & Tokio,48.44677,-89.26422,0,1407
1408,Valley & John St. Rd.,48.44545,-89.26593,0,1408
1409,John St. Rd. & Chercover,48.44472,-89.26733,0,1409
1410,John St. Rd. & Biloski,48.44472,-89.27543,0,1410
1412,John St. Rd. & Moore,48.44472,-89.28007,0,1412
1413,Woodcrest & John St. Rd.,48.44499,-89.28462,0,1413
1414,Woodcrest & Hutton Park,48.44797,-89.28458,0,1414
1415,Woodcrest & Longbow,48.45058,-89.28457,0,1415
1416,Pioneer & Woodcrest,48.45248,-89.28318,0,1416
1417,Pioneer & Nottingham,48.45218,-89.28041,0,1417
1418,Sherwood & Valley,48.45223,-89.27195,0,1418
1419,Sherwood & 200s Block,48.45386,-89.26842,0,1419
1420,Sherwood & Dawson,48.45564,-89.2646,0,1420
1421,Dawson & Masters,48.45492,-89.26281,0,1421
1422,Dawson & Piccadilly,48.45288,-89.25774,0,1422
1423,Dawson & Regina,48.45182,-89.25474,0,1423
1425,Red River & Picton,48.44819,-89.24996,0,1425
1426,Red River & Junot,48.44695,-89.249,0,1426
1427,Red River & 800s Block,48.44573,-89.2483,0,1427
1428,Red River & Clarkson,48.44441,-89.2476,0,1428
1429,Red River & Algonquin,48.44307,-89.247,0,1429
1430,Red River & Kenogami,48.44137,-89.24632,0,1430
1431,Red River & Hodge,48.44047,-89.24248,0,1431
1432,Red River & Marlborough,48.44002,-89.24074,0,1432
1433,Red River & McKibbin,48.43961,-89.23916,0,1433
1434,Red River & Hill,48.43889,-89.23692,0,1434
1435,Red River & Summit,48.43816,-89.23395,0,1435
1436,Red River & St. Patrick's Square,48.43734,-89.23093,0,1436
1437,Faculty of Law,48.43801,-89.22689,0,1437
1438,Red River & Algoma,48.43717,-89.2245,0,1438
1439,Pearl & Court,48.4342,-89.22446,0,1439
1440,Pearl & Algoma,48.43471,-89.22562,0,1440
1442,John & McKibbin,48.43118,-89.24389,0,1442
1443,John & Marlborough,48.4318,-89.2461,0,1443
1444,John & Rockwood,48.4326,-89.24902,0,1444
1445,John & Kenogami,48.4333,-89.25167,0,1445
1446,John & Alder,48.43487,-89.25458,0,1446
1447,John & Anten,48.43689,-89.25671,0,1447
1448,Clarkson & Juniper,48.43908,-89.25796,0,1448
1449,Windsor & Clarkson,48.44143,-89.25569,0,1449
1450,Windsor & Junot,48.44316,-89.25747,0,1450
1451,John & Sequoia,48.43983,-89.26002,0,1451
1452,John & Clarkson,48.43838,-89.25851,0,1452
1453,John & Anten,48.43639,-89.25639,0,1453
1454,John & Balmoral,48.4341,-89.25401,0,1454
1455,Balmoral & Andrew,48.43076,-89.25276,0,1455
1456,Balmoral & Hollylane,48.42873,-89.2528,0,1456
1457,Oliver & Langworthy,48.42677,-89.25096,0,1457
1458,Oliver & McBean,48.42788,-89.24771,0,1458
1459,Oliver & Rupert,48.42892,-89.24345,0,1459
1460,Oliver & Winnipeg,48.4291,-89.24097,0,1460
1461,Algoma & Van Norman,48.4375,-89.22345,0,1461
1462,Algoma & Camelot,48.43854,-89.22237,0,1462
1463,Algoma & St. George,48.44043,-89.2204,0,1463
1464,Algoma & Harrington,48.44227,-89.21849,0,1464
1465,River & Farrand,48.4441,-89.21939,0,1465
1466,River & College,48.44532,-89.22364,0,1466
1467,River & Balsam,48.4457,-89.22504,0,1467
1468,River & High,48.44646,-89.22771,0,1468
1469,River & Hill,48.44749,-89.23154,0,1469
1470,River & Madeline,48.44844,-89.235,0,1470
1471,River & Rockwood,48.44914,-89.23758,0,1471
1472,River & Junot,48.4505,-89.24251,0,1472
1473,Junot & McComber,48.44941,-89.24587,0,1473
1474,Junot & Red River,48.4474,-89.2502,0,1474
1475,Junot & Walkover,48.44644,-89.25214,0,1475
1476,Junot & Windsor,48.44373,-89.25769,0,1476
1478,Golf Links & Fairbank,48.43984,-89.26419,0,1478
1480,Golf Links & Crystal,48.43607,-89.26944,0,1480
1481,Golf Links & Riviera,48.43364,-89.27237,0,1481
1482,Golf Links & Sunrise,48.42792,-89.27459,0,1482
1483,Balmoral & Academy,48.42387,-89.25285,0,1483
1484,Balmoral & Beverly,48.42134,-89.25294,0,1484
1485,Jasper & Balmoral,48.41828,-89.25466,0,1485
1486,Tungsten & Jasper,48.4169,-89.25435,0,1486
1487,Tungsten & Lithium,48.41526,-89.25467,0,1487
1488,Tungsten & Copper,48.41297,-89.25432,0,1488
1489,Central & Tungsten,48.41179,-89.25291,0,1489
1490,Central & Carrick,48.41188,-89.25076,0,1490
1491,Central & Memorial,48.41339,-89.24451,0,1491
1492,Arthur & Archibald,48.38092,-89.24921,0,1492
1493,Arthur & Vickers,48.38091,-89.25162,0,1493
1494,Arthur & Marks,48.38092,-89.25446,0,1494
1495,Arthur & Franklin,48.38092,-89.25642,0,1495
1496,Arthur & Selkirk,48.38091,-89.26032,0,1496
1497,Arthur & Brunswick,48.3809,-89.26281,0,1497
1498,Arthur & Tarbutt,48.38092,-89.26814,0,1498
1499,Arthur & Lillie,48.38092,-89.27006,0,1499
1500,Arthur & Ford,48.38092,-89.27252,0,1500
1501,Arthur & 2000s Block,48.38093,-89.27605,0,1501
1502,Arthur & Edward,48.38093,-89.27759,0,1502
1504,Victoria & 200s Block,48.38418,-89.28147,0,1504
1505,Leland & Donald,48.38328,-89.28423,0,1505
1506,Donald & 100s Block,48.38246,-89.28134,0,1506
1507,Arthur & Brown,48.38094,-89.28092,0,1507
1508,Arthur & Leland,48.38093,-89.28369,0,1508
1509,Arthur & Madison,48.38092,-89.28679,0,1509
1510,Arthur & James,48.38095,-89.28898,0,1510
1511,Arthur & Euclid,48.38094,-89.29054,0,1511
1512,Arthur & Mountdale,48.38091,-89.29478,0,1512
1513,Arthur & Riverview,48.38092,-89.29813,0,1513
1514,Arthur & Neebing,48.3809,-89.30579,0,1514
1515,Arthur St. Market,48.38198,-89.30792,0,1515
1518,College Aviation Centre,48.37808,-89.31506,0,1518
1519,Arthur & Sifton,48.38076,-89.30981,0,1519
