arrival_time,speed
06:25:00,39.24
06:26:00,18.400000000000045
06:28:00,14.120000000000031
06:28:00,15.48
06:29:00,11.28000000000003
06:31:00,12.960000000000026
06:33:00,14.400000000000013
06:34:00,12.00000000000004
06:35:00,21.96000000000007
06:37:00,20.39999999999999
06:37:00,11.240000000000014
06:38:00,29.279999999999973
06:39:00,33.35999999999995
06:42:00,7.104000000000027
06:42:00,46.8
06:43:00,25.80000000000001
06:43:00,31.079999999999988
06:44:00,25.08000000000001
06:44:00,32.39999999999998
06:45:00,22.559999999999967
06:45:00,24.840000000000035
06:46:00,14.760000000000026
06:46:00,20.639999999999965
06:47:00,10.400000000000016
06:48:00,20.87999999999994
06:50:00,15.0
06:52:00,8.496000000000027
06:53:00,14.839999999999492
06:54:00,9.320000000000045
06:55:00,23.75999999999994
06:57:00,9.960000000000012
07:00:00,3.5142857142857262
07:01:00,16.92
07:02:00,6.240000000000038
07:03:00,10.000000000000025
07:04:00,28.68000000000009
07:06:00,30.479999999999947
07:07:00,10.719999999999985
07:11:00,12.960000000000026
07:13:00,19.76000000000004
07:17:00,5.211428571428592
07:19:00,11.079999999999997
07:20:00,10.56
07:22:00,11.320000000000007
07:23:00,9.639999999999668
07:25:00,9.520000000000003
07:30:00,7.134545454545477
07:32:00,7.120000000000051
07:34:00,14.800000000000075
07:35:00,31.44000000000005
07:37:00,15.64000000000011
07:39:00,10.60000000000005
07:40:00,6.839999999999992
07:43:00,16.319999999999908
07:43:00,4.491428571428593
07:45:00,11.840000000000003
07:45:00,17.39999999999995
07:46:00,33.47999999999999
07:48:00,9.600000000000104
07:48:00,16.319999999999908
07:50:00,10.840000000000058
07:52:00,17.88
07:53:00,6.4799999999997855
07:54:00,24.239999999999995
07:55:00,9.440000000000026
07:56:00,7.560000000000012
07:58:00,9.640000000000018
08:00:00,15.48
08:00:00,21.839999999999996
08:02:00,9.44000000000035
08:03:00,7.599999999999746
08:04:00,14.279999999999973
08:05:00,12.39999999999961
08:07:00,7.799999999999753
08:08:00,17.040000000000042
08:09:00,18.47999999999999
08:11:00,11.479999999999617
08:15:00,3.222857142857099
08:16:00,21.480000000000032
08:18:00,7.679999999999753
08:20:00,9.639999999999702
08:21:00,19.440000000000097
08:22:00,18.840000000000003
08:28:00,28.56000000000016
08:29:00,4.880000000000181
08:32:00,15.576000000000066
08:36:00,10.720000000000434
08:37:00,10.599999999999673
08:38:00,18.959999999999937
08:40:00,9.216000000000037
08:45:00,3.6400000000000072
08:47:00,18.400000000000663
08:49:00,14.120000000000529
08:50:00,6.679999999999772
08:51:00,17.520000000000095
08:53:00,12.960000000000557
08:56:00,14.399999999999691
08:57:00,13.120000000000616
08:59:00,21.96000000000081
09:01:00,11.239999999999725
09:01:00,23.279999999999887
09:02:00,29.279999999999973
09:04:00,11.12000000000037
09:07:00,0.0
09:07:00,46.8
09:08:00,23.520000000000007
09:09:00,31.079999999999988
09:10:00,6.680000000000256
09:11:00,15.12000000000004
09:12:00,8.280000000000326
09:12:00,20.39999999999999
09:13:00,14.760000000000026
09:14:00,5.640000000000215
09:15:00,27.599999999999103
09:16:00,20.87999999999994
09:19:00,15.0
09:21:00,14.160000000000542
09:22:00,19.43999999999999
09:24:00,8.999999999999687
09:25:00,7.9200000000002815
09:27:00,9.960000000000363
09:30:00,3.514285714285673
09:31:00,16.92
09:32:00,6.2400000000002604
09:33:00,18.000000000000043
09:34:00,28.68000000000009
09:36:00,30.479999999999947
09:37:00,10.7199999999996
09:41:00,12.959999999999566
09:43:00,19.759999999999337
09:47:00,5.211428571428513
09:49:00,12.480000000000118
09:50:00,10.559999999999624
09:52:00,16.440000000000055
09:53:00,9.640000000000352
09:55:00,22.680000000000007
10:00:00,7.134545454545408
10:02:00,7.120000000000303
10:04:00,14.8000000000006
10:05:00,7.719999999999658
10:07:00,15.639999999999556
10:09:00,10.599999999999673
10:10:00,6.840000000000234
10:13:00,16.319999999999908
10:13:00,31.19999999999976
10:15:00,11.839999999999582
10:15:00,17.39999999999995
10:16:00,33.47999999999999
10:18:00,16.319999999999908
10:18:00,19.439999999999884
10:20:00,10.839999999999671
10:22:00,0.0
10:23:00,6.480000000000247
10:24:00,24.239999999999995
10:25:00,9.440000000000362
10:26:00,23.88000000000001
10:28:00,9.639999999999675
10:30:00,15.48
10:30:00,21.839999999999996
10:32:00,9.44000000000035
10:33:00,7.599999999999746
10:34:00,14.52
10:35:00,12.39999999999961
10:37:00,7.799999999999753
10:38:00,17.040000000000042
10:39:00,18.47999999999999
10:41:00,11.479999999999617
10:45:00,3.222857142857099
10:46:00,21.480000000000032
10:48:00,7.679999999999753
10:50:00,9.639999999999702
10:51:00,19.440000000000097
10:52:00,18.840000000000003
10:58:00,28.56000000000016
10:59:00,4.880000000000181
11:02:00,15.576000000000066
11:06:00,10.720000000000434
11:07:00,10.599999999999673
11:08:00,18.959999999999937
11:10:00,22.079999999999917
11:15:00,3.6400000000000072
11:17:00,18.400000000000663
11:19:00,15.479999999999947
11:20:00,6.679999999999772
11:21:00,17.520000000000095
11:23:00,12.960000000000557
11:26:00,14.399999999999691
11:27:00,35.99999999999966
11:29:00,21.96000000000081
11:31:00,11.239999999999725
11:31:00,23.279999999999887
11:32:00,29.279999999999973
11:34:00,25.56000000000012
11:37:00,0.0
11:37:00,5.074285714285642
11:38:00,23.520000000000007
11:39:00,31.079999999999988
11:40:00,25.08000000000001
11:41:00,21.59999999999997
11:42:00,20.39999999999999
11:42:00,8.280000000000326
11:43:00,5.71999999999982
11:44:00,31.19999999999997
