total_maintenance_cost,total_operation_cost,total_cost,total_emision,total_fuel_consumed,total_energy_consumed,total_procurement_cost
4342.749075000001,31899.08333333334,4203.173333333332,4934.525493333334,2101.586666666666,0.0,0.0
