trip_id,co2_emission
135689:303607,7.450986666666665
135629:299453,7.450986666666665
135716:303342,7.450986666666665
135635:299944,7.450986666666665
135132:302983,7.450986666666665
135117:301194,7.450986666666665
135135:303537,7.450986666666665
135120:299255,7.450986666666665
135138:300593,9.423306666666665
135123:304199,9.642453333333332
135141:299782,9.423306666666665
135126:304365,9.642453333333332
135144:301254,9.423306666666665
135129:303999,9.642453333333332
135147:303086,7.23184
135109:299675,8.108426666666666
