trip_id,co2_emission
135562:302968,7.670133333333332
135628:304280,8.546719999999999
135583:304187,8.765866666666666
135634:304311,8.546719999999999
135604:304094,8.765866666666666
135178:303990,8.546719999999999
135163:304106,8.765866666666666
135181:304491,8.546719999999999
135166:304281,9.861599999999997
135184:304229,8.546719999999999
135169:304239,9.861599999999997
135187:304559,9.642453333333332
135172:303959,9.861599999999997
135190:303871,9.642453333333332
135175:303970,9.861599999999997
