trip_id,co2_emission
135668:304152,3.506346666666666
135662:299693,2.6297599999999997
135680:304458,3.506346666666666
135663:301601,2.6297599999999997
135691:304068,3.506346666666666
135664:300562,2.6297599999999997
135700:304079,3.506346666666666
135665:299535,2.6297599999999997
137412:304277,3.506346666666666
137414:300705,2.6297599999999997
137413:303962,3.506346666666666
137415:299170,2.6297599999999997
137410:303846,3.506346666666666
137416:299124,2.6297599999999997
137411:304542,3.506346666666666
137417:301761,2.6297599999999997
135261:304247,3.506346666666666
135260:301246,2.6297599999999997
135262:304360,3.506346666666666
135251:300545,2.6297599999999997
135252:304493,3.506346666666666
135259:301320,2.6297599999999997
135231:304063,3.506346666666666
135240:299966,2.6297599999999997
135242:304475,3.506346666666666
135258:301053,2.6297599999999997
135232:303882,3.506346666666666
135250:301570,2.6297599999999997
135243:304252,3.506346666666666
135257:300216,2.6297599999999997
135233:303890,3.506346666666666
135239:301271,2.6297599999999997
135244:304383,3.506346666666666
135256:301199,2.6297599999999997
135234:304325,3.506346666666666
135249:299737,2.6297599999999997
135245:304201,3.506346666666666
135255:301297,2.6297599999999997
135235:304433,3.506346666666666
135238:301358,2.6297599999999997
135246:304155,3.506346666666666
135254:301523,2.6297599999999997
135236:304447,3.506346666666666
135248:301729,2.6297599999999997
135247:304215,3.506346666666666
135253:300578,2.6297599999999997
135237:304546,3.506346666666666
135241:300312,2.6297599999999997
135221:304046,3.506346666666666
135210:299548,2.6297599999999997
135222:303955,3.506346666666666
135211:299586,2.6297599999999997
135223:303989,3.506346666666666
135212:300064,2.6297599999999997
135224:304523,3.506346666666666
135213:299557,2.6297599999999997
135225:304417,3.506346666666666
135214:299694,2.6297599999999997
135226:303937,3.506346666666666
135215:301401,2.6297599999999997
135230:303869,3.506346666666666
135227:301001,2.6297599999999997
