trip_id,co2_emission
135550:303239,3.7254933333333327
135509:299623,3.2871999999999995
135567:303328,3.7254933333333327
135516:300112,4.163786666666666
135581:303165,4.163786666666666
135526:300071,4.163786666666666
135595:303622,4.163786666666666
135536:299204,4.163786666666666
134943:302981,4.163786666666666
134928:299702,4.163786666666666
134945:303247,4.163786666666666
134930:299925,4.163786666666666
134947:303699,4.163786666666666
134932:300358,4.382933333333333
134949:302993,4.163786666666666
134934:300311,4.382933333333333
134951:303484,4.163786666666666
134936:300058,4.382933333333333
134953:303377,4.163786666666666
134938:301649,4.382933333333333
134955:303565,4.163786666666666
134940:300711,4.382933333333333
134957:303618,4.163786666666666
134942:299869,4.163786666666666
134962:302947,3.9446399999999997
134970:299205,4.163786666666666
134971:299487,3.506346666666666
134968:300537,4.163786666666666
134967:301391,3.506346666666666
134969:301717,4.163786666666666
134961:299258,3.506346666666666
134965:300834,4.163786666666666
134963:300728,3.506346666666666
134960:301300,4.163786666666666
134966:300686,3.506346666666666
134964:300673,4.163786666666666
