trip_id,co2_emission
135552:303006,7.450986666666665
135626:304538,8.546719999999999
135576:304128,8.765866666666666
135632:303958,8.546719999999999
135597:304272,8.765866666666666
135177:304439,8.546719999999999
135162:304275,8.765866666666666
135180:304305,8.546719999999999
135165:303874,8.765866666666666
135183:304437,8.546719999999999
135168:304385,9.861599999999997
135186:303965,9.642453333333332
135171:304237,9.861599999999997
135189:304184,9.642453333333332
135174:304345,9.861599999999997
135192:304501,9.642453333333332
135199:304191,4.382933333333333
135201:304527,4.382933333333333
135194:303916,4.382933333333333
135202:304042,4.382933333333333
135198:304384,4.382933333333333
135200:304398,4.382933333333333
135195:304114,4.382933333333333
135203:304182,4.382933333333333
135197:303985,4.382933333333333
135193:304100,4.382933333333333
135196:304211,4.382933333333333
135204:304462,4.382933333333333
