trip_id,co2_emission
135613:299416,3.0680533333333333
135508:299297,3.0680533333333333
135614:299408,3.0680533333333333
135512:301427,3.0680533333333333
135616:300118,3.0680533333333333
135518:299645,3.0680533333333333
135617:300976,3.0680533333333333
135523:301650,3.0680533333333333
135619:299750,3.0680533333333333
135528:301477,3.0680533333333333
135621:299389,3.0680533333333333
135533:301275,3.0680533333333333
135623:299491,3.0680533333333333
135538:300015,3.0680533333333333
134867:301109,3.0680533333333333
134851:301329,3.0680533333333333
134868:299111,3.0680533333333333
134852:300074,3.0680533333333333
134869:301005,3.0680533333333333
134853:300710,3.0680533333333333
134870:300829,3.0680533333333333
134854:301394,3.0680533333333333
134871:299534,3.0680533333333333
134855:300070,3.0680533333333333
134872:300151,3.0680533333333333
134856:299109,3.0680533333333333
134873:299186,3.0680533333333333
134857:300717,3.0680533333333333
134874:300869,3.0680533333333333
134858:300771,3.0680533333333333
134875:301426,3.0680533333333333
134859:300557,3.0680533333333333
134876:301375,3.0680533333333333
134860:301595,3.0680533333333333
134877:300933,3.0680533333333333
134861:300908,3.0680533333333333
134878:299881,3.0680533333333333
134862:301345,3.0680533333333333
134879:299681,3.0680533333333333
134863:301407,3.0680533333333333
134880:300658,3.0680533333333333
134864:300536,3.0680533333333333
134881:301096,3.0680533333333333
134865:300252,3.0680533333333333
134882:299292,3.0680533333333333
134866:300917,3.0680533333333333
134844:299510,1.9723199999999999
134831:300553,3.0680533333333333
134845:301325,1.9723199999999999
134832:300655,3.0680533333333333
134846:300547,1.9723199999999999
134833:300183,3.0680533333333333
134847:299163,1.9723199999999999
134834:299243,3.0680533333333333
134848:300408,1.9723199999999999
134835:301764,3.0680533333333333
134849:299452,1.9723199999999999
134836:300321,3.0680533333333333
134850:301183,1.9723199999999999
134837:299370,2.1914666666666665
