trip_id,co2_emission
135672:300617,4.163786666666666
135559:299410,6.355253333333333
135693:300847,6.355253333333333
135573:299783,6.355253333333333
135710:300327,6.355253333333333
135587:299674,6.355253333333333
135728:301656,6.355253333333333
135601:301583,6.355253333333333
135379:301248,6.355253333333333
135350:301637,6.355253333333333
135383:301008,6.355253333333333
135354:299965,6.355253333333333
135387:299785,6.355253333333333
135358:299381,6.355253333333333
135391:299115,6.355253333333333
135362:301738,6.355253333333333
135395:299987,6.355253333333333
135366:299278,6.355253333333333
135399:299883,6.355253333333333
135370:301494,6.355253333333333
135403:301752,6.355253333333333
135374:299897,6.355253333333333
135407:301378,5.259519999999999
135377:299399,4.821226666666666
135419:301045,4.602079999999999
135425:300369,4.382933333333333
135428:300264,4.163786666666666
135426:299589,4.821226666666666
135429:299919,4.602079999999999
