trip_id,co2_emission
135679:303141,7.450986666666665
135627:300106,7.450986666666665
135707:303702,7.450986666666665
135633:301782,7.450986666666665
135615:303381,7.450986666666665
135116:299761,7.450986666666665
135134:302885,7.450986666666665
135119:300980,7.450986666666665
135137:303220,7.450986666666665
135122:303948,9.642453333333332
135140:300201,9.423306666666665
135125:304467,9.642453333333332
135143:301498,9.423306666666665
135128:304265,9.642453333333332
135146:301137,9.423306666666665
135131:304302,9.642453333333332
135106:303358,9.642453333333332
135111:299403,8.108426666666666
135100:303409,4.382933333333333
