trip_id,co2_emission
135624:301177,7.450986666666665
135569:300048,8.327573333333332
135630:304318,8.546719999999999
135590:303901,8.765866666666666
135636:304536,8.546719999999999
135161:303950,8.765866666666666
135179:304338,8.546719999999999
135164:304162,8.765866666666666
135182:304498,8.546719999999999
135167:304123,9.861599999999997
135185:304279,9.642453333333332
135170:304090,9.861599999999997
135188:303889,9.642453333333332
135173:304379,9.861599999999997
135191:304136,9.642453333333332
135176:304194,9.861599999999997
