trip_id,co2_emission
135549:303139,1.9723199999999999
135506:301503,3.0680533333333333
135558:302940,3.0680533333333333
135510:299123,3.0680533333333333
135565:303497,3.0680533333333333
135514:300437,3.0680533333333333
135572:303612,3.0680533333333333
135519:301198,3.0680533333333333
135579:303467,3.0680533333333333
135524:300187,3.0680533333333333
135586:302908,3.0680533333333333
135529:301793,3.0680533333333333
135593:303339,3.0680533333333333
135534:301767,3.0680533333333333
135600:302976,3.0680533333333333
137409:299228,3.0680533333333333
134689:303333,3.0680533333333333
134674:299474,3.0680533333333333
134690:302928,3.0680533333333333
134675:301736,3.0680533333333333
134691:303136,3.0680533333333333
134676:301550,3.0680533333333333
134692:303649,3.0680533333333333
134677:299369,3.0680533333333333
134693:303655,3.0680533333333333
134678:301381,3.0680533333333333
134694:302916,3.0680533333333333
134679:299465,3.0680533333333333
134695:303386,3.0680533333333333
134680:299221,3.0680533333333333
134696:302954,3.0680533333333333
134681:300338,3.0680533333333333
134697:303630,3.0680533333333333
134682:300451,3.0680533333333333
134698:303334,3.0680533333333333
134683:300082,3.0680533333333333
134699:303564,3.0680533333333333
134684:299773,3.0680533333333333
134700:303513,3.0680533333333333
134685:300608,3.0680533333333333
134701:303095,3.0680533333333333
134686:299407,3.0680533333333333
134702:302977,3.0680533333333333
134687:300961,3.0680533333333333
134703:303149,3.0680533333333333
134688:301342,3.0680533333333333
134704:303088,3.0680533333333333
