total_maintenance_cost,total_operation_cost,total_cost,total_emision,total_fuel_consumed,total_energy_consumed,total_procurement_cost
3605.0127749999992,26664.500000000007,3513.439999999999,4647.678528605587,1756.7199999999996,739.6039159909299,4320000.0
