time,soc
06:05:00,0
06:21:00,0
06:24:00,0
06:40:00,0
07:00:00,0
07:18:00,0
07:23:00,0
07:39:00,0
08:00:00,0
08:20:00,0
08:21:00,0
08:40:00,0
09:00:00,0
09:20:00,0
09:21:00,0
09:40:00,0
10:00:00,0
10:20:00,0
10:21:00,0
10:37:00,0
11:00:00,0
11:20:00,0
11:21:00,0
11:40:00,0
12:00:00,0
12:20:00,0
12:21:00,0
12:40:00,0
13:00:00,0
13:20:00,0
13:21:00,0
13:40:00,0
14:00:00,0
14:20:00,0
14:21:00,0
14:40:00,0
15:00:00,0
15:20:00,0
15:21:00,0
15:40:00,0
16:00:00,0
16:20:00,0
16:21:00,0
16:40:00,0
17:00:00,0
17:20:00,0
17:21:00,0
17:40:00,0
18:03:00,0
18:20:00,0
18:24:00,0
18:43:00,0
18:48:00,0
19:05:00,0
19:09:00,0
19:25:00,0
19:33:00,0
19:50:00,0
19:54:00,0
20:10:00,0
20:18:00,0
20:35:00,0
20:39:00,0
20:55:00,0
21:03:00,0
21:20:00,0
21:27:00,0
21:43:00,0
21:48:00,0
22:05:00,0
22:12:00,0
22:28:00,0
22:33:00,0
22:50:00,0
22:54:00,0
23:10:00,0
