time,soc
06:10:00,0
06:39:00,0
06:55:00,0
07:30:00,0
07:30:00,0
08:04:00,0
08:25:00,0
08:59:00,0
09:00:00,0
09:34:00,0
09:55:00,0
10:29:00,0
10:30:00,0
11:04:00,0
11:25:00,0
11:59:00,0
12:00:00,0
12:34:00,0
12:55:00,0
13:29:00,0
13:30:00,0
14:13:00,0
14:15:00,0
14:59:00,0
15:00:00,0
15:43:00,0
15:45:00,0
16:29:00,0
16:30:00,0
17:13:00,0
17:15:00,0
17:59:00,0
18:03:00,0
18:47:00,0
18:51:00,0
19:28:00,0
19:33:00,0
20:17:00,0
20:21:00,0
20:58:00,0
21:03:00,0
21:23:00,0
21:23:00,0
21:43:00,0
21:48:00,0
22:08:00,0
22:08:00,0
22:28:00,0
22:33:00,0
22:53:00,0
22:53:00,0
23:13:00,0
