time,soc
06:20:00,0
06:37:00,0
06:40:00,0
06:55:00,0
07:15:00,0
07:32:00,0
07:37:00,0
07:56:00,0
08:15:00,0
08:34:00,0
08:37:00,0
08:56:00,0
09:15:00,0
09:34:00,0
09:37:00,0
09:56:00,0
10:15:00,0
10:34:00,0
10:37:00,0
10:56:00,0
11:15:00,0
11:34:00,0
11:37:00,0
11:56:00,0
12:15:00,0
12:34:00,0
12:37:00,0
12:57:00,0
13:15:00,0
13:34:00,0
13:37:00,0
13:57:00,0
14:15:00,0
14:34:00,0
14:37:00,0
14:57:00,0
15:15:00,0
15:34:00,0
15:37:00,0
15:57:00,0
16:15:00,0
16:34:00,0
16:37:00,0
16:57:00,0
17:15:00,0
17:34:00,0
17:37:00,0
17:56:00,0
18:25:00,0
18:43:00,0
18:47:00,0
19:06:00,0
19:10:00,0
19:26:00,0
19:32:00,0
19:51:00,0
19:55:00,0
20:11:00,0
20:17:00,0
20:36:00,0
20:40:00,0
20:56:00,0
21:02:00,0
21:21:00,0
21:25:00,0
21:41:00,0
21:47:00,0
22:06:00,0
22:10:00,0
22:26:00,0
22:32:00,0
22:51:00,0
