time,soc
06:40:00,100
07:14:00,95.12244255435897
07:14:00,95.12244255435897
07:52:00,91.1338302839071
07:52:00,91.1338302839071
08:31:00,86.58204292452693
08:31:00,86.58204292452693
09:11:00,82.98963600145095
09:11:00,82.98963600145095
09:50:00,78.94568802074761
09:50:00,78.94568802074761
10:30:00,75.78488787683322
10:30:00,75.78488787683322
11:09:00,72.19019917018855
11:09:00,72.19019917018855
11:49:00,69.41121925610777
11:49:00,69.41121925610777
12:28:00,66.21396702997706
12:28:00,66.21396702997706
13:13:00,63.55900782792504
13:13:00,63.55900782792504
13:57:00,60.49107253909893
13:57:00,60.49107253909893
14:42:00,58.15957133367135
14:42:00,58.15957133367135
15:26:00,55.42832330688092
15:26:00,55.42832330688092
16:11:00,53.3829686880583
16:11:00,53.3829686880583
16:55:00,50.94957049583771
16:55:00,50.94957049583771
17:40:00,49.15735498589526
