time,soc
06:30:00,0
06:44:00,0
06:45:00,0
06:59:00,0
07:00:00,0
07:14:00,0
07:15:00,0
07:29:00,0
07:30:00,0
07:44:00,0
07:45:00,0
07:59:00,0
08:00:00,0
08:14:00,0
08:15:00,0
08:29:00,0
08:30:00,0
08:44:00,0
08:45:00,0
08:59:00,0
09:00:00,0
09:14:00,0
09:15:00,0
09:29:00,0
09:30:00,0
09:44:00,0
09:45:00,0
09:59:00,0
10:00:00,0
10:14:00,0
10:15:00,0
10:29:00,0
10:30:00,0
10:44:00,0
10:45:00,0
10:59:00,0
11:00:00,0
11:14:00,0
11:15:00,0
11:29:00,0
11:30:00,0
11:44:00,0
11:45:00,0
11:59:00,0
12:00:00,0
12:14:00,0
12:15:00,0
12:29:00,0
12:30:00,0
12:44:00,0
12:45:00,0
12:59:00,0
13:00:00,0
13:14:00,0
13:15:00,0
13:29:00,0
13:30:00,0
13:44:00,0
13:45:00,0
13:59:00,0
14:00:00,0
14:14:00,0
14:15:00,0
14:29:00,0
14:30:00,0
14:44:00,0
14:45:00,0
14:59:00,0
15:00:00,0
15:14:00,0
15:15:00,0
15:29:00,0
15:30:00,0
15:44:00,0
15:45:00,0
15:59:00,0
16:00:00,0
16:14:00,0
16:15:00,0
16:29:00,0
16:30:00,0
16:44:00,0
16:45:00,0
16:59:00,0
17:00:00,0
17:14:00,0
17:15:00,0
17:29:00,0
17:30:00,0
17:44:00,0
17:45:00,0
17:59:00,0
18:00:00,0
18:09:00,0
18:28:00,0
18:42:00,0
18:43:00,0
18:52:00,0
19:13:00,0
19:27:00,0
19:28:00,0
19:37:00,0
19:58:00,0
20:12:00,0
20:13:00,0
20:22:00,0
20:43:00,0
20:57:00,0
20:58:00,0
21:07:00,0
21:28:00,0
21:42:00,0
21:43:00,0
21:52:00,0
22:13:00,0
22:27:00,0
22:28:00,0
22:37:00,0
22:58:00,0
23:08:00,0
