trip_id,service_id,trip_headsign,route_id,shape_id,origin,destination,start_time,end_time,road_grade,total_time,total_distance,avg_speed,avg_acceleration,stop_density,has_station,dist_to_station,time_at_station
139187:305477,305477,NEEBING,4,3219,City Hall Terminal,Frederica & Brown,07:07:00,08:00:00,-3.184,53.0,29.405,24.068118767506988,676.1703243430696,2.8906648529161707,-,0.0,-
139184:303888,303888,NEEBING,4,3215,Frederica & Brown,Frederica & Brown,08:05:00,08:43:00,0.0,38.0,24.43,26.35646908315568,776.4694827901299,2.7425296766270977,-,0.0,-
139185:304295,304295,NEEBING,4,3302,Frederica & Brown,City Hall Terminal,08:45:00,09:42:00,-3.586,57.0,29.407,22.536025682182988,639.0658485056971,3.026490291427211,City Hall Terminal,29.407,09:42:00
139183:305120,305120,NEEBING,4,3219,City Hall Terminal,Frederica & Brown,11:50:00,12:47:00,-3.184,57.0,29.405,23.136085154061643,626.6999890089364,2.8906648529161707,-,0.0,-
139186:304125,304125,NEEBING,4,3302,Frederica & Brown,City Hall Terminal,12:50:00,13:47:00,-3.586,57.0,29.407,22.536025682182984,639.065848505691,3.026490291427211,City Hall Terminal,29.407,13:47:00
139190:305996,305996,NEEBING,4,3219,City Hall Terminal,Frederica & Brown,15:20:00,16:17:00,-3.184,57.0,29.405,23.136085154061597,626.6999890089402,2.8906648529161707,-,0.0,-
139188:304410,304410,NEEBING,4,3215,Frederica & Brown,Frederica & Brown,16:20:00,17:02:00,0.0,42.0,24.43,25.174038379530884,713.7086096050424,2.7425296766270977,-,0.0,-
139189:303868,303868,NEEBING,4,3215,Frederica & Brown,Frederica & Brown,17:05:00,17:47:00,0.0,42.0,24.43,25.174038379530884,713.7086096050424,2.7425296766270977,-,0.0,-
