trip_id,co2_emission
135624:301177,10.690142653611435
135569:300048,8.741841513149348
135630:304318,9.976152355553513
135590:303901,7.8734782533056435
135636:304536,8.863120789307493
135161:303950,6.927525675417151
135179:304338,7.878479238353123
135164:304162,6.090690277690854
135182:304498,7.007417704010682
135167:304123,5.818874083137395
135185:304279,6.7239937725201955
135170:304090,5.109951191935629
135188:303889,5.986076300316587
135173:304379,4.482803718073533
135191:304136,5.333278817889857
135176:304194,3.9279987331408757
