trip_id,co2_emission
135549:303139,1.3865255057661536
135506:301503,1.402183571017939
135558:302940,1.3239633698631756
135510:299123,1.366552555132245
135565:303497,1.2886632573886647
135514:300437,1.3318486162589789
135572:303612,1.2542816122100695
135519:301198,1.2980476329476125
135579:303467,1.2207945368915307
135524:300187,1.265126111359313
135586:302908,1.1881787557802879
135529:301793,1.2330611689372253
135593:303339,1.156411598828615
135534:301767,1.2018305185016402
135600:302976,1.1254709858366931
137409:299228,1.171412452758978
134689:303333,1.095335411105462
134674:299474,1.1417858292138394
134690:302928,1.065983928488788
134675:301736,1.11293005547362
134691:303136,1.037396136834558
134676:301550,1.084825074935486
134692:303649,1.009552165804577
134677:299369,1.0574513528457565
134693:303655,0.982432662063416
134678:301381,1.0307898627220031
134694:302916,0.95601877582661
134679:299465,1.0048220731284319
134695:303386,0.9302921477588555
134680:299221,0.9795299347953514
134696:302954,0.9052348962131013
134681:300338,0.9548958680737848
134697:303630,0.8808296048016642
134682:300451,0.930902750716487
134698:303334,0.8570593102907298
134683:300082,0.9075339059768951
134699:303564,0.8339074908098205
134684:299773,0.8847730910177204
134700:303513,0.8113580543680442
134685:300608,0.8626044856211524
134701:303095,0.789395327669136
134686:299407,0.84101268119278
134702:302977,0.7680040452175125
134687:300961,0.819982670051655
134703:303149,0.7471693387077843
134688:301342,0.7994998349989869
134704:303088,0.7268767266903305
