trip_id,co2_emission
135562:302968,9.061330259024617
135628:304280,10.622824850624308
135583:304187,8.423077682749495
135634:304311,9.435198552253256
135604:304094,7.41372790994714
135178:303990,8.384566893776286
135163:304106,6.52080828764069
135181:304491,7.455127318963848
135166:304281,6.199377275727715
135184:304229,6.583027796944646
135169:304239,5.476915741020273
135187:304559,6.368049510392842
135172:303959,4.807438305010401
135190:303871,5.671190792175559
135175:303970,4.21518618843745
