trip_id,co2_emission
135673:303276,7.563621932667998
135625:301082,6.941815761023314
135698:303203,6.584068244016376
135631:301501,5.80837308458402
135724:303071,5.584329444957472
135637:300063,4.897505803342577
135133:303026,4.73872549128902
135118:301751,4.127071590916244
135136:303681,4.023492625331615
135121:301434,3.4754191626195636
135139:301067,3.803678152405804
135124:303884,3.3907748172275594
135142:301222,3.2232780858630337
135127:304143,2.861969262074723
135145:299257,2.7323612669499338
135130:303858,2.414692364769152
135105:303273,2.5100934306229106
135110:300871,1.7428329321188487
135107:303349,2.1669959422724374
135112:301252,1.430235004831495
135101:302871,-0.3629203919113118
135094:300804,0.3404470452525708
135102:303146,-0.3617751869401497
135095:299329,0.341491697632428
135114:303228,-0.36074157351619224
135115:300953,0.3424345565532147
