trip_id,co2_emission
135671:304011,2.548383070568363
135639:300527,2.5574072219390303
135682:303956,2.445429915110244
135640:299636,2.4423019450898003
135690:304282,2.356930613197535
135641:299317,2.353418254932726
135699:303163,2.2607588229696463
135642:301643,2.247255268724348
135708:303600,2.1698592268247276
135643:299934,2.1456262984107535
135717:303158,2.082841776693879
135644:301437,2.0483377049387457
135725:303354,1.9995406736262384
135645:300853,1.9552041192047216
135620:303648,1.919797199623595
135646:299316,1.8660480888611204
134793:302917,1.8434594152265895
134809:301485,1.7806997402070703
134794:303441,1.770381870016425
134810:301269,1.698996454519048
134795:303407,1.7004253254804917
134811:299929,1.6207825582048188
134796:303526,1.6334564897138608
134812:299268,1.5459090261903055
134797:303556,1.5693477634511688
134813:299536,1.4742331979742342
134798:303036,1.5079769969449865
134814:299274,1.4056185058095327
134799:302927,1.4492272572274454
134815:300706,1.339934214493578
134800:303047,1.392986605311663
134816:300922,1.2770551722714993
134801:303430,1.3391478829084753
134817:301261,1.2168615723779186
134802:303106,1.2876085082520814
134818:301471,1.159238724762783
134803:303512,1.238270280645569
134819:299148,1.104076837566348
134804:303167,1.1910391933539441
134820:299344,1.051270807926934
134805:302969,1.1458252544881178
134821:301788,1.0007200217228884
134806:303108,1.1025423155385994
134822:300467,0.9523281618671767
134807:302935,1.0611079072321892
134823:299191,0.9060030247893387
134808:303124,1.0214430823989076
134824:299229,0.8616563447551517
