trip_id,co2_emission
139317:304374,5.478666666666666
139304:304455,6.355253333333333
139319:304474,6.355253333333333
139307:304119,6.355253333333333
139323:304399,6.355253333333333
139311:304255,6.355253333333333
139327:304045,6.355253333333333
139315:304456,6.355253333333333
139289:304332,6.355253333333333
139274:304446,6.355253333333333
139291:303859,6.355253333333333
139276:303880,6.355253333333333
139293:304409,6.355253333333333
139278:304116,6.355253333333333
139295:303887,6.355253333333333
139280:304376,6.355253333333333
139297:304415,6.355253333333333
139282:304343,6.355253333333333
139299:304500,6.355253333333333
139284:304517,6.355253333333333
139301:304230,6.355253333333333
139286:304179,6.355253333333333
139303:304313,6.355253333333333
139288:304297,6.355253333333333
139263:304440,5.259519999999999
139269:304189,6.355253333333333
139265:303870,5.259519999999999
139259:304118,6.355253333333333
139267:304349,5.259519999999999
139261:304555,5.9169599999999996
