trip_id,co2_emission
135549:303139,2.661042314739488
135506:301503,2.717323865676252
135558:302940,2.626890024273809
135510:299123,2.64747445031502
135565:303497,2.5576892968390266
135514:300437,2.5794424343656
135572:303612,2.4902890907212316
135519:301198,2.5131805312386217
135579:303467,2.4246425584791753
135524:300187,2.448642684686001
135586:302908,2.360704071586779
135529:301793,2.385784036788914
135593:303339,2.298429188718403
135534:301767,2.324560896778683
135600:302976,2.237774624859291
137409:299228,2.2649307106689025
134689:303333,2.1786982212197197
134674:299474,2.206852031677711
134690:302928,2.1211589159319564
134675:301736,2.150284491419629
134691:303136,2.0651167155096433
134676:301550,2.095188771846962
134692:303649,2.0105326670497696
134677:299369,2.0415265779212444
134693:303655,1.9573688311579227
134678:301381,1.9892606109957502
134694:302916,1.9055882555779895
134679:299465,1.9383545428905542
134695:303386,1.8551549495079813
134680:299221,1.8887729906421282
134696:302954,1.8060338585841333
134681:300338,1.840481491909928
134697:303630,1.758190840515884
134682:300451,1.7934464810228672
134698:303334,1.7115926413548068
134683:300082,1.7476352656490355
134699:303564,1.6662068723809955
134684:299773,1.7030160040724436
134700:303513,1.6220019875908405
134685:300608,1.659557683061004
134701:303095,1.5789472617705418
134686:299407,1.6172300963103434
134702:302977,1.537012769140124
134687:300961,1.5760038234485152
134703:303149,1.4961693625531212
134688:301342,1.5358502095869493
134704:303088,1.4563886532374342
