trip_id,co2_emission
135550:303239,3.222844898093334
135509:299623,2.89527383147887
135567:303328,3.021363012091063
135516:300112,3.0437477766973595
135581:303165,2.8911227840189238
135526:300071,2.8565144802478843
135595:303622,2.7018415936320896
135536:299204,2.6811594628291187
134943:302981,2.5245686028407093
134928:299702,2.516929153813367
134945:303247,2.358541998718577
134930:299925,2.363117789893289
134947:303699,2.2030482985600104
134932:300358,2.2376562087876697
134949:302993,2.0568070177240356
134934:300311,2.102174482917677
134951:303484,1.9198434389449028
134936:300058,1.9752878615187563
134953:303377,1.791568974958034
134938:301649,1.856451062041586
134955:303565,1.6714323790995618
134940:300711,1.7451533952404614
134957:303618,1.5589173763789963
134942:299869,1.6223247438845105
134962:302947,1.3930808956793286
134970:299205,1.5271947267675507
134971:299487,1.2524160055737565
134968:300537,1.4395035673836474
134967:301391,1.1637657101971224
134969:301717,1.3573756282145284
134961:299258,1.0807394836405502
134965:300834,1.2804579726657244
134963:300728,1.0029805290094715
134960:301300,1.2084200548148747
134966:300686,0.9301546849829677
134964:300673,1.1409522989237335
