trip_id,co2_emission
139318:304363,5.478666666666666
139306:304088,6.355253333333333
139321:304057,6.355253333333333
139309:304400,6.355253333333333
139325:304176,6.355253333333333
139313:304301,6.355253333333333
139316:304164,6.355253333333333
139273:303891,6.355253333333333
139290:304072,6.355253333333333
139275:304097,6.355253333333333
139292:303957,6.355253333333333
139277:303849,6.355253333333333
139294:303945,6.355253333333333
139279:304396,6.355253333333333
139296:304435,6.355253333333333
139281:303860,6.355253333333333
139298:304534,6.355253333333333
139283:304087,6.355253333333333
139300:304044,6.355253333333333
139285:304521,6.355253333333333
139302:303920,6.355253333333333
139287:304241,6.355253333333333
139262:304317,5.259519999999999
139271:304405,6.355253333333333
139264:304558,5.259519999999999
139272:304429,6.355253333333333
139266:304382,5.259519999999999
139260:304061,6.355253333333333
139268:303852,5.259519999999999
