trip_id,co2_emission
135613:299416,2.4343054784803995
135508:299297,2.835535345241097
135614:299408,2.284870997624321
135512:301427,2.680439168098674
135616:300118,2.144071954214081
135518:299645,2.5343056033876614
135617:300976,2.011409328348422
135523:301650,2.3966167245989998
135619:299750,1.8864129372131981
135528:301477,2.2668845348753743
135621:299389,1.76863976865967
135533:301275,2.144649237452989
135623:299491,1.6576724110810628
135538:300015,2.029477606050101
134867:301109,1.5531175740225545
134851:301329,1.9209614494266423
134868:299111,1.454604694281435
134852:300074,1.8187161646730239
134869:301005,1.3617846225571817
134853:300710,1.7223793741006919
134870:300829,1.2743283859966805
134854:301394,1.6316096409032992
134871:299534,1.191926022248799
134855:300070,1.5460852590365421
134872:300151,1.1142854808959728
134856:299109,1.4655031130277572
134873:299186,1.0411315883692565
134857:300717,1.3895776036742054
134874:300869,0.9722050726782946
134858:300771,1.3180396358225202
134875:301426,0.907261644499659
134859:300557,1.2506356646417944
134876:301375,0.8460711313667483
134860:301595,1.1871267970101125
134877:300933,0.7884166618926419
134861:300908,1.1272879448296675
134878:299881,0.7340938971346385
134862:301345,1.0709070272696313
134879:299681,0.6829103063762716
134863:301407,1.0177842191093753
134880:300658,0.6346844847600421
134864:300536,0.9677312425180259
134881:301096,0.5892455103524021
134865:300252,0.9205706997602636
134882:299292,0.546432338362333
134866:300917,0.8761354444633551
134844:299510,0.5077351032536639
134831:300553,0.8342182571858302
134845:301325,0.4696819417904818
134832:300655,0.794723357231601
134846:300547,0.4338277754557934
134833:300183,0.7575107667954329
134847:299163,0.40004552993069453
134834:299243,0.7224485970323806
134848:300408,0.36821547419700557
134835:301764,0.6894125806173996
134849:299452,0.3382247961866581
134836:300321,0.6582856313171654
134850:301183,0.3099672029532177
134837:299370,0.6355891404312659
