trip_id,co2_emission
135555:304418,5.040373333333332
135499:300452,3.0680533333333333
135570:304086,5.040373333333332
135501:301483,3.0680533333333333
135584:304450,5.040373333333332
135503:301741,3.0680533333333333
135598:303883,5.040373333333332
135505:299968,3.0680533333333333
134763:304213,5.040373333333332
134747:301609,3.0680533333333333
134765:299215,5.478666666666666
134749:301181,3.2871999999999995
134767:300778,5.478666666666666
134751:299479,3.2871999999999995
134769:300925,5.478666666666666
134753:299183,3.2871999999999995
134771:299776,5.478666666666666
134755:300007,3.2871999999999995
134773:301336,5.478666666666666
134757:299834,3.2871999999999995
134775:299763,5.478666666666666
134759:299246,3.2871999999999995
134777:301365,5.478666666666666
134761:301530,3.2871999999999995
134791:304101,4.602079999999999
134792:304322,3.0680533333333333
