trip_id,energy_consumed
135685:300721,0
135656:303583,0
135703:301660,0
135658:303571,0
135720:299592,0
135660:303722,0
135622:299917,0
134883:303725,0
134900:299307,0
134885:303023,0
134902:299650,0
134887:303427,0
134904:300764,0
134889:303073,0
134906:300657,0
134891:302988,0
134908:300634,0
134893:303621,0
134910:299352,0
134895:303561,0
134912:301486,0
134897:303450,0
134915:301282,0
134914:303054,0
