trip_id,energy_consumed
135552:303006,11.466898344615386
135626:304538,13.491796188024711
135576:304128,10.298642744619293
135632:303958,11.401442782906416
135597:304272,8.570408478506186
135177:304439,9.646610624953874
135162:304275,7.119571955253707
135180:304305,8.173445419948683
135165:303874,5.901608246006452
135183:304437,6.9367369909385355
135168:304385,5.54178246735181
135186:303965,6.570679506887886
135171:304237,4.5771239730652304
135189:304184,5.591174713811771
135174:304345,3.7673021778265476
135192:304501,4.768889589416091
135199:304191,3.1278538753502487
135201:304527,3.0416337269388247
135194:303916,2.830332018317385
135202:304042,2.74062074838496
135198:304384,2.561674340493921
135200:304398,2.46881064132424
135195:304114,2.31908057419619
135203:304182,2.22337027973153
135197:303985,2.100022120615758
135193:304100,2.001741394219545
135196:304211,1.9022156937756032
135204:304462,1.801613906733219
