trip_id,energy_consumed
135624:301177,7.161599236153845
135569:300048,5.450425140090431
135630:304318,6.921626285598195
135590:303901,5.0521309041780205
135636:304536,6.337138818348291
135161:303950,4.548207488364059
135179:304338,5.80578108392046
135164:304162,4.090090557624888
135182:304498,5.322723605776869
135167:304123,4.038681894874825
135185:304279,5.267822270814062
135170:304090,3.626911387834758
135188:303889,4.833634382617602
135173:304379,3.2525706945184654
135191:304136,4.438914041266926
135176:304194,2.9122574562542094
