trip_id,energy_consumed
135668:304152,6.628878316666668
135662:299693,4.781765703828398
135680:304458,6.136550520433288
135663:301601,4.44871338572352
135691:304068,5.679834874751372
135664:300562,4.139752149585994
135700:304079,5.2561554022403945
135665:299535,3.8531393856250817
137412:304277,4.863122456852317
137414:300705,3.5872585343821517
137413:303962,4.498519245738698
137415:299170,3.3406099689773447
137410:303846,4.160289326048117
137416:299124,3.111802536881888
137411:304542,3.846525006133099
137417:301761,2.89954571350976
135261:304247,3.5554565857467635
135260:301246,2.7026423233732397
135262:304360,3.2854423745415424
135251:300545,2.519981787748046
135252:304493,3.034959432572063
135259:301320,2.3505338607634014
135231:304063,2.8025949805766146
135240:299966,2.1933428185871664
135242:304475,2.5870384315892387
135258:301053,2.0475220689317855
135232:303882,2.387073998939033
135250:301570,1.912249150477454
135243:304252,2.2015738389440718
135257:300216,1.7867610940081389
135233:303890,2.0294916896233035
135239:301271,1.6703501190962462
135244:304383,1.8698569695472684
135256:301199,1.562359642064263
135234:304325,1.7217693035439086
135249:299737,1.4621805727074326
135245:304201,1.584393444383214
135255:301297,1.3692478788900986
135235:304433,1.4569545617978743
135238:301358,1.2830373996393531
135246:304155,1.338733872268994
135254:301523,1.203062888761059
135236:304447,1.2290645849278607
135248:301729,1.1288732723036523
135247:304215,1.1273281407078024
135253:300578,1.0600501044011508
135237:304546,1.0329507235340585
135241:300312,0.9962052071458154
135221:304046,0.9454000238740607
135210:299548,0.9369784811787834
135222:303955,0.8641822363937712
135211:299586,0.8820358746499523
135223:303989,0.7888392747862786
135212:300064,0.8310674990915475
135224:304523,0.7189461880635384
135213:299557,0.7837858815785688
135225:304417,0.6541087637387347
135214:299694,0.7399243433178105
135226:303937,0.5939613043805431
135215:301401,0.6992354955204194
135230:303869,0.5381645649986284
135227:301001,0.6614898440743472
