trip_id,energy_consumed
135675:301280,0
135655:299648,0
135694:300026,0
135657:303501,0
135711:301480,0
135659:303318,0
135729:300241,0
135661:302955,0
134899:301208,0
134884:302949,0
134901:299991,0
134886:303132,0
134903:299672,0
134888:303156,0
134905:300190,0
134890:303035,0
134907:300335,0
134892:303161,0
134909:300532,0
134894:303593,0
134911:300611,0
134896:303251,0
134913:300134,0
134898:303424,0
