trip_id,energy_consumed
135562:302968,12.816591596923079
135628:304280,15.025211952792517
135583:304187,11.913829820013431
135634:304311,13.345401064007435
135604:304094,10.486178090448572
135178:303990,11.859359114252173
135163:304106,9.223208327638883
135181:304491,10.544734538845614
135166:304281,8.768567575286726
135184:304229,9.3112132912937
135169:304239,7.7466983607076
135187:304559,9.007142164629197
135172:303959,6.799771294215561
135190:303871,8.021486268989475
135175:303970,5.962073816743211
