trip_id,energy_consumed
135549:303139,3.763850515897437
135506:301503,3.843456669980555
135558:302940,3.7155445887889806
135510:299123,3.744659759992956
135565:303497,3.6176652006209715
135514:300437,3.6484334290885436
135572:303612,3.5223325187004693
135519:301198,3.5547107938311484
135579:303467,3.429480280734336
135524:300187,3.4634267110127315
135586:302908,3.3390439484961516
135529:301793,3.3745177323747018
135593:303339,3.2509606629680388
135534:301767,3.2879220605073307
135600:302976,3.1651692006496335
137409:299228,3.203579505896609
134689:303333,3.0816099310038467
134674:299474,3.1214314450887004
134690:302928,3.0002247750098396
134675:301736,3.0414207799428987
134691:303136,2.920957164794404
134676:301550,2.9634918979447837
134692:303649,2.8437520043136773
134677:299369,2.8875906335519725
134693:303655,2.7685556310578825
134678:301381,2.8136642305456157
134694:302916,2.6953157787524606
134679:299465,2.741661305361463
134695:303386,2.6239815410296767
134680:299221,2.671531811375005
134696:302954,2.5545033360454505
134681:300338,2.6032270041158814
134697:303630,2.486832872016809
134682:300451,2.536699407387365
134698:303334,2.420923113656021
134683:300082,2.471902780267377
134699:303564,2.35672824947807
134684:299773,2.4087920849680957
134700:303513,2.294203659958756
134685:300608,2.3473234555318303
134701:303095,2.2333058865212756
134686:299407,2.287454167341363
134702:302977,2.1739926013297373
134687:300961,2.2291426074236425
134703:303149,2.11622257786863
134688:301342,2.1723482455260954
134704:303088,2.059955662287743
