trip_id,energy_consumed
135678:301497,0
135540:303287,0
135697:300016,0
135542:299214,0
135715:301415,0
135544:301575,0
135732:301070,0
135546:299462,0
135001:301100,0
134985:300985,0
135003:300864,0
134987:299566,0
135005:301705,0
134989:300538,0
135007:300606,0
134991:300689,0
135009:301755,0
134993:301621,0
135011:300353,0
134995:300720,0
135013:301626,0
134997:301668,0
135015:301335,0
134999:300969,0
