trip_id,energy_consumed
135671:304011,3.6045022214545446
135639:300527,3.617266226222108
135682:303956,3.458882482475593
135640:299636,3.4544581967323906
135690:304282,3.33370666647459
135641:299317,3.328738691559726
135699:303163,3.197678674638821
135642:301643,3.1785788807982294
135708:303600,3.069107817290987
135643:299934,3.034832105248591
135717:303158,2.9460279726928986
135644:301437,2.8972244765753126
135725:303354,2.8282046303058537
135645:300853,2.765493803684189
135620:303648,2.7154132950828784
135646:299316,2.6393890931557573
134793:302917,2.607439059726435
134809:301485,2.518670071014244
134794:303441,2.50407619521418
134810:301269,2.40310672492086
134795:303407,2.405127758812577
134811:299929,2.2924788659191213
134796:303526,2.3104052188314865
134812:299268,2.186575708897179
134797:303556,2.219728095404765
134813:299536,2.0851954709677996
134798:303036,2.132923616612428
134814:299274,1.9881449870007535
134799:302927,2.0498263892891733
134815:300706,1.895239341575075
134800:303047,1.970278083892027
134816:300922,1.8063015166499283
134801:303430,1.894127132826698
134817:301261,1.7211620542827704
134802:303106,1.821228441657824
134818:301471,1.6396587337521682
134803:303512,1.7514431126528558
134819:299148,1.561636262470082
134804:303167,1.6846381801328771
134820:299344,1.4869459800946732
134805:302969,1.6206863571260508
134821:301788,1.415445575279899
134806:303108,1.5594657928410176
134822:300467,1.3469988145221736
134807:302935,1.500859840498146
134823:299191,1.2814752825874665
134808:303124,1.4447568350762485
134824:299229,1.21875013402426
