trip_id,energy_consumed
135624:301177,15.12042808148718
135569:300048,12.364698038400777
135630:304318,14.110540814078519
135590:303901,11.136461461535564
135636:304536,12.536238740180329
135161:303950,9.798480446134585
135179:304338,11.143534990598477
135164:304162,8.61483773365043
135182:304498,9.911481901005208
135167:304123,8.230373526361237
135185:304279,9.510599395360956
135170:304090,7.2276537368255
135188:303889,8.466868883050337
135173:304379,6.340599318350117
135191:304136,7.543534395883815
135176:304194,5.5558680808216065
