trip_id,energy_consumed
135668:304152,3.37760589
135662:299693,2.703422467693279
135680:304458,3.1914048016874323
135663:301601,2.5758112469657246
135691:304068,3.0148126462776728
135664:300562,2.454785420924792
135700:304079,2.8473335534599324
135665:299535,2.340005149367312
137412:304277,2.6884972423793627
137414:300705,2.231148129590782
137413:303962,2.537857701089637
137415:299170,2.1279086913682113
137410:303846,2.394991934152577
137416:299124,2.029996938626938
137411:304542,2.2594987748680677
137417:301761,1.937137935421198
135261:304247,2.130997758799011
135260:301246,1.849070933912719
135262:304360,2.00912805542818
135251:300545,1.765548642191468
135252:304493,1.8935474549470659
135259:301320,1.6863365298806126
135231:304063,1.7839314073316426
135240:299966,1.6112121695758423
135242:304475,1.6799721110067345
135258:301053,1.5399646122697912
135232:303882,1.581377648540009
135250:301570,1.4723937950077797
135243:304252,1.4878711669385756
135257:300216,1.4083099791115652
135233:303890,1.3991901002465192
135239:301271,1.3475332173936223
135244:304383,1.3150854322603782
135256:301199,1.2898928488659112
135234:304325,1.2353209972922918
135249:299737,1.2352270195242792
135245:304201,1.1596728170173687
135255:301297,1.183382227862826
135235:304433,1.087928471543137
135238:301358,1.134212893842085
135246:304155,1.0198865029350461
135254:301523,1.0875809501006524
135236:304447,0.9553558495230915
135248:301729,1.0433554542623977
135247:304215,0.8941553094011804
135253:300578,1.001412221250608
135237:304546,0.8361130316126226
135241:300312,0.9616334745766246
135221:304046,0.7810660335931064
135210:299548,0.9239075156237647
135222:303955,0.7288597435160816
135211:299586,0.8881284099979074
135223:303989,0.6793475662554875
135212:300064,0.8541956900639723
135224:304523,0.6323904717469847
135213:299557,0.8220140728330886
135225:304417,0.5878566045919448
135214:299694,0.7914931924081914
135226:303937,0.5456209138077998
135215:301401,0.7625473462368272
135230:303869,0.5055648016852279
135227:301001,0.7350952544586127
