trip_id,service_id,trip_headsign,route_id,shape_id,origin,destination,start_time,end_time,road_grade,total_time,total_distance,avg_speed,avg_acceleration,stop_density,has_station,dist_to_station,time_at_station
132599:305444,305444,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,08:00:00,08:19:00,-1.562,19.0,7.535,18.46133333333333,533.6675555555546,3.5832780358327803,City Hall Terminal,7.535,08:19:00
132572:305446,305446,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,08:20:00,08:39:00,-1.743,19.0,7.345,16.510068965517256,449.5602758620687,3.948264125255276,Waterfront Terminal,7.345,08:39:00
132640:304824,304824,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,08:20:00,08:39:00,-1.562,19.0,7.535,18.46133333333333,533.6675555555508,3.5832780358327803,City Hall Terminal,7.535,08:39:00
132600:305390,305390,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,08:40:00,08:59:00,-1.562,19.0,7.535,18.46133333333331,533.6675555555584,3.5832780358327803,City Hall Terminal,7.535,08:59:00
132627:305802,305802,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,08:40:00,08:59:00,-1.743,19.0,7.345,16.510068965517245,449.56027586206494,3.948264125255276,Waterfront Terminal,7.345,08:59:00
132573:305268,305268,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,09:00:00,09:19:00,-1.743,19.0,7.345,16.510068965517245,449.5602758620721,3.948264125255276,Waterfront Terminal,7.345,09:19:00
132634:305987,305987,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,09:00:00,09:19:00,-1.562,19.0,7.535,18.46133333333333,533.6675555555546,3.5832780358327803,City Hall Terminal,7.535,09:19:00
132601:305396,305396,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,09:20:00,09:39:00,-1.562,19.0,7.535,18.46133333333333,533.6675555555508,3.5832780358327803,City Hall Terminal,7.535,09:39:00
132633:304953,304953,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,09:20:00,09:39:00,-1.743,19.0,7.345,16.510068965517256,449.5602758620687,3.948264125255276,Waterfront Terminal,7.345,09:39:00
132574:305606,305606,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,09:40:00,09:59:00,-1.743,19.0,7.345,16.510068965517245,449.56027586206494,3.948264125255276,Waterfront Terminal,7.345,09:59:00
132637:304769,304769,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,09:40:00,09:59:00,-1.562,19.0,7.535,18.46133333333331,533.6675555555584,3.5832780358327803,City Hall Terminal,7.535,09:59:00
132602:304705,304705,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,10:00:00,10:19:00,-1.562,19.0,7.535,18.46133333333333,533.6675555555546,3.5832780358327803,City Hall Terminal,7.535,10:19:00
132630:305861,305861,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,10:00:00,10:19:00,-1.743,19.0,7.345,16.510068965517245,449.5602758620721,3.948264125255276,Waterfront Terminal,7.345,10:19:00
132575:306017,306017,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,10:20:00,10:39:00,-1.743,19.0,7.345,16.510068965517256,449.5602758620687,3.948264125255276,Waterfront Terminal,7.345,10:39:00
132635:305997,305997,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,10:20:00,10:39:00,-1.562,19.0,7.535,18.46133333333333,533.6675555555508,3.5832780358327803,City Hall Terminal,7.535,10:39:00
132603:305962,305962,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,10:40:00,10:59:00,-1.562,19.0,7.535,18.46133333333331,533.6675555555584,3.5832780358327803,City Hall Terminal,7.535,10:59:00
132631:305073,305073,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,10:40:00,10:59:00,-1.743,19.0,7.345,16.510068965517245,449.56027586206494,3.948264125255276,Waterfront Terminal,7.345,10:59:00
132576:304759,304759,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,11:00:00,11:19:00,-1.743,19.0,7.345,16.510068965517245,449.5602758620721,3.948264125255276,Waterfront Terminal,7.345,11:19:00
132638:305186,305186,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,11:00:00,11:19:00,-1.562,19.0,7.535,18.46133333333333,533.6675555555546,3.5832780358327803,City Hall Terminal,7.535,11:19:00
132604:304949,304949,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,11:20:00,11:39:00,-1.562,19.0,7.535,18.46133333333333,533.6675555555508,3.5832780358327803,City Hall Terminal,7.535,11:39:00
132629:304709,304709,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,11:20:00,11:39:00,-1.743,19.0,7.345,16.510068965517256,449.5602758620687,3.948264125255276,Waterfront Terminal,7.345,11:39:00
132577:305420,305420,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,11:43:00,12:04:00,-1.743,21.0,7.345,15.996413793103478,490.4408275862064,3.948264125255276,Waterfront Terminal,7.345,12:04:00
132636:306062,306062,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,11:43:00,12:05:00,-1.562,22.0,7.535,17.00541798941794,597.7814300831413,3.5832780358327803,City Hall Terminal,7.535,12:05:00
132632:305285,305285,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,12:05:00,12:26:00,-1.743,21.0,7.345,15.99641379310347,490.440827586206,3.948264125255276,Waterfront Terminal,7.345,12:26:00
132605:305784,305784,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,12:05:00,12:27:00,-1.562,22.0,7.535,17.005417989418007,597.7814300831421,3.5832780358327803,City Hall Terminal,7.535,12:27:00
132578:304886,304886,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,12:28:00,12:49:00,-1.743,21.0,7.345,15.996413793103478,490.4408275862064,3.948264125255276,Waterfront Terminal,7.345,12:49:00
132639:305583,305583,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,12:28:00,12:50:00,-1.562,22.0,7.535,17.00541798941794,597.7814300831413,3.5832780358327803,City Hall Terminal,7.535,12:50:00
132628:305914,305914,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,12:50:00,13:11:00,-1.743,21.0,7.345,15.99641379310347,490.440827586206,3.948264125255276,Waterfront Terminal,7.345,13:11:00
132606:304713,304713,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,12:50:00,13:12:00,-1.562,22.0,7.535,17.005417989418007,597.7814300831421,3.5832780358327803,City Hall Terminal,7.535,13:12:00
132579:306050,306050,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,13:13:00,13:34:00,-1.743,21.0,7.345,15.996413793103478,490.4408275862064,3.948264125255276,Waterfront Terminal,7.345,13:34:00
132607:304833,304833,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,13:13:00,13:35:00,-1.562,22.0,7.535,17.00541798941794,597.7814300831413,3.5832780358327803,City Hall Terminal,7.535,13:35:00
132608:305984,305984,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,13:35:00,13:57:00,-1.562,22.0,7.535,17.005417989418007,597.7814300831421,3.5832780358327803,City Hall Terminal,7.535,13:57:00
132580:304918,304918,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,13:36:00,13:57:00,-1.743,21.0,7.345,15.996413793103436,490.4408275862078,3.948264125255276,Waterfront Terminal,7.345,13:57:00
132581:304823,304823,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,13:58:00,14:19:00,-1.743,21.0,7.345,15.996413793103478,490.4408275862064,3.948264125255276,Waterfront Terminal,7.345,14:19:00
132609:305640,305640,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,13:58:00,14:20:00,-1.562,22.0,7.535,17.00541798941794,597.7814300831413,3.5832780358327803,City Hall Terminal,7.535,14:20:00
132610:305723,305723,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,14:20:00,14:42:00,-1.562,22.0,7.535,17.005417989418007,597.7814300831421,3.5832780358327803,City Hall Terminal,7.535,14:42:00
132582:305973,305973,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,14:21:00,14:42:00,-1.743,21.0,7.345,15.996413793103436,490.4408275862078,3.948264125255276,Waterfront Terminal,7.345,14:42:00
132583:305916,305916,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,14:43:00,15:04:00,-1.743,21.0,7.345,15.996413793103478,490.4408275862064,3.948264125255276,Waterfront Terminal,7.345,15:04:00
132611:305018,305018,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,14:43:00,15:05:00,-1.562,22.0,7.535,17.00541798941794,597.7814300831413,3.5832780358327803,City Hall Terminal,7.535,15:05:00
132612:304928,304928,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,15:05:00,15:27:00,-1.562,22.0,7.535,17.005417989418007,597.7814300831421,3.5832780358327803,City Hall Terminal,7.535,15:27:00
132584:305940,305940,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,15:06:00,15:27:00,-1.743,21.0,7.345,15.996413793103436,490.4408275862078,3.948264125255276,Waterfront Terminal,7.345,15:27:00
132585:304694,304694,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,15:28:00,15:49:00,-1.743,21.0,7.345,15.996413793103478,490.4408275862064,3.948264125255276,Waterfront Terminal,7.345,15:49:00
132613:304662,304662,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,15:28:00,15:50:00,-1.562,22.0,7.535,17.00541798941794,597.7814300831413,3.5832780358327803,City Hall Terminal,7.535,15:50:00
132614:305893,305893,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,15:50:00,16:12:00,-1.562,22.0,7.535,17.005417989418017,597.7814300831433,3.5832780358327803,City Hall Terminal,7.535,16:12:00
132586:305967,305967,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,15:51:00,16:12:00,-1.743,21.0,7.345,15.996413793103445,490.4408275862135,3.948264125255276,Waterfront Terminal,7.345,16:12:00
132587:304892,304892,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,16:13:00,16:34:00,-1.743,21.0,7.345,15.99641379310338,490.4408275862152,3.948264125255276,Waterfront Terminal,7.345,16:34:00
132615:305827,305827,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,16:13:00,16:35:00,-1.562,22.0,7.535,17.005417989418003,597.7814300831459,3.5832780358327803,City Hall Terminal,7.535,16:35:00
132616:305289,305289,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,16:35:00,16:57:00,-1.562,22.0,7.535,17.005417989417978,597.7814300831488,3.5832780358327803,City Hall Terminal,7.535,16:57:00
132588:305432,305432,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,16:36:00,16:57:00,-1.743,21.0,7.345,15.996413793103423,490.4408275862088,3.948264125255276,Waterfront Terminal,7.345,16:57:00
132589:305859,305859,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,16:58:00,17:19:00,-1.743,21.0,7.345,15.99641379310338,490.4408275862152,3.948264125255276,Waterfront Terminal,7.345,17:19:00
132617:305874,305874,MEMORIAL to City Hall,3M,3315,Waterfront Terminal,City Hall Terminal,16:58:00,17:19:00,-1.562,21.0,7.535,17.532825396825306,642.4629115646242,3.5832780358327803,City Hall Terminal,7.535,17:19:00
132618:305719,305719,MEMORIAL to Northwood,3M,3317,Waterfront Terminal,City Hall Terminal,17:20:00,17:41:00,-1.562,21.0,7.535,17.53282539682538,642.462911564625,3.5832780358327803,City Hall Terminal,7.535,17:41:00
132590:304861,304861,MEMORIAL to Waterfront,3M,3304,City Hall Terminal,Waterfront Terminal,17:20:00,17:42:00,-1.743,22.0,7.345,15.813241379310307,495.600551724146,3.948264125255276,Waterfront Terminal,7.345,17:42:00
132591:305031,305031,MEMORIAL to County Park,3M,3310,City Hall Terminal,Waterfront Terminal,17:41:00,18:03:00,-1.743,22.0,7.345,15.813241379310387,495.6005517241332,3.948264125255276,Waterfront Terminal,7.345,18:03:00
